"lang"
{ 
	"Language" "vietnamese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"ƯU ĐÃI!"
	"DOTA_FantasyHelpDetailsSub1Text4"				"+ 0.002 điểm mỗi GPM"
	"DOTA_FantasyHelpDetailsSub1Text5"				"+ 1 điểm mỗi lần phá được một trụ"
	"DOTA_FantasyHelpDetailsSub1Text6"				"+ 1 điểm mỗi mạng Roshan"
	"DOTA_FantasyHelpDetailsSub1Text7"				"+ 3 điểm x tỷ lệ tham dự giao tranh"
	"DOTA_FantasyHelpDetailsSub1Text8"				"+ 0.5 điểm mỗi mắt vàng được cắm"
	"DOTA_FantasyHelpDetailsSub1Text9"				"+ 0.5 điểm mỗi bãi quái dồn được"
	"DOTA_FantasyHelpDetailsSub1Text10"				"+ 0.25 điểm mỗi Rune lấy được hay bỏ bottle"
	"DOTA_FantasyHelpDetailsSub1Text11"				"+ 4 điểm mỗi lần lấy được chiến công đầu"
	"DOTA_FantasyHelpDetailsSub1Text12"				"+ 0.05 điểm mỗi lần làm choáng"
	"DOTA_FantasyHelpDetailsSub2"					"Thẻ người chơi"
	"DOTA_FantasyHelpDetailsSub2Text1"				"Mỗi gói thẻ người chơi gồm có 5 thẻ, gồm một thẻ vàng hoặc bạc."
	"DOTA_FantasyHelpDetailsSub2Text2"				"Chỉ số của thẻ vàng và thẻ bạc tăng thêm một khoảng ngẫu nhiên từ +5% tới +25%."
	"DOTA_FantasyHelpDetailsSub2Text3"				"Thẻ bạc có 3 lợi tức, thẻ vàng có 5 lợi tức."
	"DOTA_FantasyHelpDetailsSub2Text4"				"Các thẻ của cùng một người chơi không thể dùng trong cùng một ngày."
	"DOTA_FantasyHelpDetailsSub2Text4b"				"Không thể dùng nhiều thẻ của cùng một người chơi cho cùng một giai đoạn."
	"DOTA_FantasyHelpDetailsSub2Text5"				"Đội hình mỗi ngày đều là riêng biệt, và một thẻ người chơi có thể dùng cho nhiều ngày khác nhau."
	"DOTA_FantasyHelpDetailsSub2Text5b"				"Đội hình của mỗi giai đoạn là độc nhất, và một thẻ người chơi có thể dùng trong nhiều giai đoạn khác nhau."
	"DOTA_FantasyHelpDetailsSub3"					"Chấm điểm trận đấu"
	"DOTA_FantasyHelpDetailsSub3Text1"				"Các trận đấu trong {g:dota_event_league_name:eventid} được tính vào điểm fantasy."
	"DOTA_FantasyHelpDetailsSub3Text1b"				"Tất cả trận trong phân hạng I thuộc {s:tour_name} đều tính vào Fantasy."
	"DOTA_FantasyHelpDetailsSub3Text2"				"Hai trận có điểm fantasy cao nhất trong cùng một BO3 sẽ được tính vào điểm số của người chơi. Nếu một đội đấu nhiều hơn một series trong khoảng thời gian đó, chỉ có series với điểm cao nhất mới được tính."
	"DOTA_FantasyHelpDetailsSub3Text3"				"Ba trận có điểm fantasy cao nhất trong cùng một BO5 sẽ được tính vào điểm số của người chơi."
	"DOTA_FantasyHelpDetailsSub3Text4"				"Đội hình được khóa vào mỗi ngày lúc 8 giờ sáng Việt Nam."
	"DOTA_FantasyHelpDetailsSub3Text4b_2021"		"Đội hình sẽ được khóa khi bắt đầu mỗi giai đoạn vào lúc {t:t:daily_start_time} theo giờ địa phương của bạn."
	"DOTA_FantasyHelpDetailsSub4"					"Gói thẻ người chơi"
	"DOTA_FantasyHelpDetailsSub4Text1"				"Nhận thêm gói thẻ người chơi khi Battle Pass đạt đến cấp nhất định."
	"DOTA_FantasyHelpDetailsSub4Text1_compendium"	"Có thể nhận thêm gói thẻ người chơi hằng ngày bằng cách thắng một trận Dota.<br>Có thể mua gói đội qua câu lạc bộ ủng hộ, hoặc mua trực tiếp từ thẻ THẺ NGƯỜI CHƠI trong Compendium."
	"DOTA_FantasyHelpDetailsSub4Text1b"				"Có thể nhận thêm gói thẻ người chơi hằng ngày bằng cách thắng một trận Dota.<br>Trong tương lai, khi các đội gửi bộ sản phẩm câu lạc bộ ủng hộ, bạn có thẻ mua gói đội trực tiếp từ thẻ THẺ NGƯỜI CHƠI dưới mục XEM."
	"DOTA_FantasyHelpDetailsSub4Text2"				"Thẻ người chơi hết hạn cùng lúc với Battle Pass {g:dota_event_league_name:eventid}."
	"DOTA_FantasyHelpDetailsSub4Text2b"				"Thẻ người chơi và gói thẻ hết hạn cùng lúc với {s:tour_name}."
	"DOTA_FantasyHelpDetailsSub5"					"Phần thưởng"
	"DOTA_FantasyHelpDetailsSub5Text1"				"10% đứng đầu trong tổng số các đội Fantasy sẽ nhận được 16,000 điểm Battle."
	"DOTA_FantasyHelpDetailsSub5Text2"				"25% đứng đầu trong tổng số các đội Fantasy sẽ nhận được 8,000 điểm Battle."
	"DOTA_FantasyHelpDetailsSub5Text3"				"50% đứng đầu trong tổng số các đội Fantasy sẽ nhận được 4,000 điểm Battle."

	"DOTA_FantasyHelpDetailsFinalFantasyb"				"Khi kết thúc Tour mùa đông 2022"
	"DOTA_FantasyHelpDetailsDailyFantasyb"				"Khi kết thúc mỗi giai đoạn"

	"DOTA_FantasyHelpDetailsSub5Text1_Period_compendium"		"Các đội Fantasy đạt top 10% kỳ này sẽ nhận 4 cấp Fantasy."
	"DOTA_FantasyHelpDetailsSub5Text2_Period_compendium"		"Các đội Fantasy đạt top 25% kỳ này sẽ nhận 3 cấp Fantasy."
	"DOTA_FantasyHelpDetailsSub5Text3_Period_compendium"		"Các đội Fantasy đạt top 50% kỳ này sẽ nhận 2 cấp Fantasy."
	"DOTA_FantasyHelpDetailsSub5Text4_Period_compendium"		"Các đội Fantasy ghi điểm còn lại của kỳ này sẽ nhận 1 cấp Fantasy."
	"DOTA_FantasyHelpDetailsSub5Text5_Period_compendium"		"Cứ bốn cấp Fantasy, người chơi sẽ nhận được một kho báu Lineage, và 350 pha lê cho tất cả cấp độ khác."

	"DOTA_FantasyTreasureTooltip"					"Cứ bốn cấp Fantasy, người chơi sẽ nhận một kho báu Lineage.<br><br>Nhận kho báu (nếu có) từ menu dưới thẻ Xem."


	"DOTA_FantasySelectHeader"						"Chọn một thẻ người chơi cho vị trí này"
	"DOTA_FantasyTextFilter"						"Lọc theo tên người chơi"
	"DOTA_FantasyDropdownFilter"					"TẤT CẢ CÁC ĐỘI"

	"DOTA_FantasyRosterLocked"						"Đã khóa đội hình"
	"DOTA_FantasyRosterLockCountdown"				"Khóa đội hình trong {t:d:t:T:countdown_time}"

	"DOTA_Event_Level"	"Cấp độ"
	"DOTA_Event_LevelPts:p{pts_to_next_level}"		"{i:pts_to_next_level} ĐIỂM LÊN CẤP TIẾP THEO"

	"DOTA_PreviewEmoticons_Title"		"Biểu tượng cảm xúc"
	"DOTA_PreviewSounds_ExampleSounds"	"Âm thanh mẫu"
	"DOTA_PreviewMusic"					"Nghe trước nhạc"

	"DOTA_EventName_International2013"	"The International 2013"
	"DOTA_EventName_International2014"	"The International 2014"
	"DOTA_EventName_International2015"	"The International 2015"
	"DOTA_EventName_FallMajor2015"		"Fall 2015"
	"DOTA_EventName_WinterMajor2016"	"Battle Pass Winter 2016"
	"DOTA_EventName_International2016"	"Battle Pass The International 2016"
	"DOTA_EventName_FallMajor2016"		"Battle Pass Fall 2016"
	"DOTA_EventName_WinterMajor2017"	"Battle Pass Winter 2017"
	"DOTA_EventName_NewBloom2017"	"Dark Moon"
	"DOTA_EventName_International2017"	"Battle Pass The International 2017"
	"DOTA_EventNameShort_International2017"	"The International 2017"
	"DOTA_EventName_Frostivus2017"	"Lễ hội Frostivus"
	"DOTA_EventName_Frostivus2018"	"Frosthaven"
   	"DOTA_EventName_Frostivus"	    "Frostivus"
	"DOTA_EventName_NewBloom"	    "Tân Xuân"
	"DOTA_EventName_NewBloom2020"	"Tân Xuân"
	"DOTA_EventName_Diretide2020"	"Diretide"
	"DOTA_EventName_Spring2021"		"Nemestice"
	"DOTA_EventName_Nemestice"      "Nemestice"
	"DOTA_EventName_Fall2021"		"Mê cung Aghanim 2021"

	"DOTA_DB_SeasonPass_International_2017" "Battle Pass International 2017"
	"DOTA_EventName_PlusSubscription" "Dota Plus"
	"DOTA_Event_PlusSubscription_RarityName" "Truy cập Dota Plus"
	"DOTA_Event_PlusSubscription_RestrictionDesc" "Khả dụng khi có Dota Plus"
	"DOTA_Refresh_Challenges"  "Làm mới thử thách"
	"DOTA_GetChallenges"		"NHẬN THỬ THÁCH"
	"DOTA_DB_HeroPageChallengeNote"		"Thử thách sẽ hết hạn sau hai tuần. Làm mới để nhận thử thách mới sau khi hết thời gian."
	"DOTA_DB_HeroPageGetInitialChallenges"		"Nhấp để nhận ngay thử thách."

	"DOTA_EventName_TeamFandom"							"Đội hâm mộ"
	
	"DOTA_EventName_TeamFandom_Points"					"Thêm điểm"


	"DOTA_TeamFandom_Reward_Emoticon"					"Biểu tượng cảm xúc đội - %s1"
	"DOTA_TeamFandom_Reward_Emoticon_Description"		"Một biểu tượng cảm xúc bạn có gắn lên ống tay áo như đồng hồ."

	"DOTA_TeamFandom_Accept_Approval"					"Gửi nội dung đã được chấp nhận? Bởi vì khách hàng có thể phải trả tiền để lấy được nội dung này, sau khi gửi bạn sẽ không thể đổi bất kỳ hạng mục nào đã được chấp nhận."
	"DOTA_TeamFandom_Accept_Success"					"Đã gửi nội dung được chấp nhận."

	"DOTA_ti7_campaign"							"Chiến dịch nhiều người chơi"
	"DOTA_campaign_ti7_name"					"Siltbreaker"
	"DOTA_ti7_campaign_bp_sub"					"Một chiến dịch Dota nhiều người chơi"
	"DOTA_ti7_campaign_bp_tab_acti_title"		"HỒI I: Dòng cát số mệnh"
	"DOTA_ti7_campaign_bp_tab_acti_time"		"Sẽ ra mắt trong tháng này"
	"DOTA_ti7_campaign_bp_tab_acti_intro"		"Trong những rãnh nứt tối tăm nhất của nhà ngục Dark Reef, tên ác ma đang say ngủ - Siltbreaker - thức tỉnh hòng tìm kiếm tự do và sự phục thù. Chỉ có ở giữa chốn sa mạc Kalabor Desert mênh mông, chúng ta mới tìm ra cách ngăn chặn hắn... Đây là cơ hội cuối cùng để chớp lấy hy vọng mong manh này."
	"DOTA_ti7_campaign_bp_tab_acti_intro_active"		"Khi mà ác ma Silthbreaker âm mưu đào thoát khỏi ngục Dark Reef, kẻ thù truyền kiếp của hắn, hội đồng Brine tập hợp đội ngũ chiến binh cho cuộc chiến sinh tử. Hỡi những anh hùng dũng sỹ hồi đáp thỉnh cầu của hội đồng Brine, đường đến Dark Reef bắt đầu từ sa mạc Kalabor, nơi tạo vật hung tợn quỷ quyệt của Silthbreaker: Rhyzik the Corruptor, đang tập hợp sức mạnh để hỗ trợ cho kế hoạch của chủ nhân..."

	"DOTA_ti7_campaign_bp_tab_zonestar_pop"				"Hoàn thành một khu vực với số sao cao hơn để nhận phần thưởng xịn hơn"
	"DOTA_ti7_campaign_bp_tab_zonestar_totalcount"				"Tổng số sao đạt được: {i:total_stars}"
	"DOTA_ti7_campaign_bp_tab_zonestar_boosted_reward"				"x2"
	"DOTA_ti7_campaign_bp_tab_zonestar_boost_level"				"165"
	"DOTA_ti7_campaign_bp_tab_zonestar_boost_status"				"Phần thưởng bổ sung"
	"DOTA_ti7_campaign_bp_tab_zonestar_killstats"				"Giết"
	"DOTA_ti7_campaign_bp_tab_zonestar_dmgstats"				"Sát thương"
	"DOTA_ti7_campaign_bp_tab_zonestar_healstats"				"Hồi máu"
	"DOTA_ti7_campaign_bp_tab_zonestar_deadstats"				"Số lần tôi chết"
	"DOTA_ti7_campaign_bp_tab_zonestar_teamdeadstats"				"Số lần đội chết"
	"DOTA_ti7_campaign_bp_easy_mode"				"Chế độ phiêu lưu dành cho người chơi muốn trải nghiệm toàn bộ chiến dịch ở mức độ dễ hơn.<br><br>Bạn sẽ không nhận được đánh giá sao và phần thưởng. <br><br>Báu vật không rơi trong chế độ phiêu lưu."


	"DOTA_ti7_campaign_bp_tab_gotime"				"Chơi Siltbreaker: Hồi I"
	"DOTA_ti7_campaign_bp_tab_storytime"				"Xem truyện"
	"DOTA_ti7_campaign_bp_tab_doitnow"				"Bắt đầu chiến dịch"

	"DOTA_ti7_campaign_bp_tab_actii_gotime"		"Chơi Siltbreaker: Hồi II"
	"DOTA_ti7_campaign_bp_tab_actii_title"		"Hồi II: Hầm ngục biển sâu"
	"DOTA_ti7_campaign_bp_tab_actii_time"		"Ra mắt vào tháng bảy"
	"DOTA_ti7_campaign_bp_tab_actii_intro"		"Rhyzik the Corruptor - Kẻ tha hóa, đã bại trận. Những người bảo vệ Hội đồng giờ sẽ quay lại nhiệm vụ hiện tại: hành trình không tưởng thâm nhập vào nhà tù Dark Reef. Khi mà họ bước qua cổng dịch chuyển của sứ giả tinh linh, ánh sáng ban ngày trải dài trên vùng đất hoang vu băng giá. Con đường phía trước sẽ dẫn đến vách đá chênh vênh nhìn xuống rìa của vùng Reef, và rồi tới biển sâu nơi hầm ngục chứa Siltbreaker đang đợi chờ..."
	"DOTA_ti7_campaign_bp_tab_info_header"		"Hãy tập hợp đồng đội của bạn"
	"DOTA_ti7_campaign_bp_tab_info_body"		"Mùa hè này, mọi chủ sỡ hữu Battle Pass được mời tham dự một chuyến phiêu lưu phối hợp đồng đội, đến biển cùng vực hẻm Dark Reef. Chỉ trong nay mai, chiến dịch hoàn toàn mới toanh này mời bạn cùng ba chiến hữu hợp lực, hoặc tự tìm đồng đội, để rặng băng qua những vùng đất tràn đầy yêu ma, bẫy quỷ, và những nỗi kinh hoàng chết chóc khác. Bạn sẽ nhận quyền quay vòng may mắn trong khi chơi, và tìm kiếm cơ hội sở hữu Desert Sands Baby Roshan cùng nhiều phần thưởng độc đáo khác."
	"DOTA_Item_Extremely_Rare_Reward" 			"Phần thưởng cực hiếm"
	"DOTA_campaign_siltbreaker_play_now"        "Chơi ngay"
	"DOTA_campaign_siltbreaker_desc"            "Băng qua những vùng đất tràn đầy yêu ma, bẫy quỷ, và những nỗi kinh hoàng chết chóc khác."

	"DOTA_campaign_easymode_desc" 				"Không được nhận thưởng trong chế độ phiêu lưu"

	"DOTA_TI7_CampaignDetails_WorldOverview"			"Chi tiết theo khu"
	"DOTA_TI7_CampaignDetails_Zone"						"{s:zone_name}"
	"DOTA_TI7_CampaignDetails_Kills"					"Giết"
	"DOTA_TI7_CampaignDetails_Deaths"					"Chết"
	"DOTA_TI7_CampaignDetails_GoldBags"					"Túi vàng"
	"DOTA_TI7_CampaignDetails_Potions"					"Thuốc"

	"DOTA_TI7_CampaignDetails_GoldBagsGot"					"Túi vàng đã nhặt"
	"DOTA_TI7_CampaignDetails_PotionsGot"					"Thuốc đã dùng"
	"DOTA_TI7_CampaignDetails_ItemsGot"					"Vật phẩm đã nhặt"
	"DOTA_TI7_CampaignDetails_Reviving"					"Thời gian cho hồi sinh"

	"DOTA_TI7_CampaignDetails_ZoneLeaderboards_Live"	"Đang diễn ra"
	"DOTA_TI7_CampaignDetails_ZoneLeaderboards_Replays"	"Bạn bè đã chơi"
	"DOTA_TI7_CampaignDetails_ZoneLeaderboards_FriendStats"	"Thống kê khu vực của bạn bè"
	"DOTA_TI7_CampaignDetails_ZoneLeaderboards_Criteria"	"Yêu cầu đạt sao của khu vực"
	"DOTA_TI7_CampaignDetails_ZoneLeaderboards_Incomplete"	"Chưa hoàn thành khu vực này"

	"DOTA_TI7_CampaignDetails_Zone01_1_Req"	"- Tìm thấy trại lính Ngã Tư trong <font color='#DAFCD9'>9:00</font>.<br>- Diệt ít nhất <font color='#DAFCD9'>8</font> Berzerker Hellbear.<br>- Cả đội không được chết quá <font color='#DAFCD9'>5</font> lần."
	"DOTA_TI7_CampaignDetails_Zone01_2_Req"	"- Tìm thấy trại lính Ngã Tư trong <font color='#DAFCD9'>6:30</font>.<br>- Diệt ít nhất <font color='#DAFCD9'>12</font> Berzerker Hellbear.<br>- Cả đội không được chết quá <font color='#DAFCD9'>2</font> lần."
	"DOTA_TI7_CampaignDetails_Zone01_3_Req"	"- Tìm thấy trại lính Ngã Tư trong <font color='#DAFCD9'>3:00</font>.<br>- Diệt ít nhất <font color='#DAFCD9'>16</font> Berzerker Hellbear.<br>- Cả đội <font color='#DAFCD9'>không</font> chết lần nào."

	"DOTA_TI7_CampaignDetails_Zone02_1_Req"	"- Đánh bại Lucius Longclaw trong <font color='#DAFCD9'>9:00</font>.<br>- Cả đội không được chết quá <font color='#DAFCD9'>5</font> lần."
	"DOTA_TI7_CampaignDetails_Zone02_2_Req"	"- Đánh bại Lucius Longclaw trong <font color='#DAFCD9'>7:00</font>.<br>- Cả đội không được chết quá <font color='#DAFCD9'>2</font> lần."
	"DOTA_TI7_CampaignDetails_Zone02_3_Req"	"- Đánh bại Lucius Longclaw trong <font color='#DAFCD9'>5:00</font>.<br>- Cả đội <font color='#DAFCD9'>không</font> chết lần nào."

	"DOTA_TI7_CampaignDetails_Zone04_1_Req"	"- Tìm thấy Orb of Passage trong <font color='#DAFCD9'>7:00</font>.<br>- Cả đội không được chết quá <font color='#DAFCD9'>5</font> lần."
	"DOTA_TI7_CampaignDetails_Zone04_2_Req"	"- Tìm thấy Orb of Passage trong <font color='#DAFCD9'>5:30</font>.<br>- Cả đội không được chết quá <font color='#DAFCD9'>2</font> lần."
	"DOTA_TI7_CampaignDetails_Zone04_3_Req"	"- Tìm thấy Orb of Passage trong <font color='#DAFCD9'>3:30</font>.<br>- Cả đội <font color='#DAFCD9'>không</font> chết lần nào."

	"DOTA_TI7_CampaignDetails_Zone03_1_Req"	"- Giải cứu đội trưởng Lightfoot trong <font color='#DAFCD9'>10:00</font>.<br>- Giải cứu <font color='#DAFCD9'>4</font> binh sĩ bị nhốt.<br>- Cả đội không được chết quá <font color='#DAFCD9'>5</font> lần."
	"DOTA_TI7_CampaignDetails_Zone03_2_Req"	"- Giải cứu đội trưởng Lightfoot trong <font color='#DAFCD9'>7:00</font>.<br>- Giải cứu <font color='#DAFCD9'>8</font> binh sĩ bị nhốt.<br>- Cả đội không được chết quá <font color='#DAFCD9'>2</font> lần."
	"DOTA_TI7_CampaignDetails_Zone03_3_Req"	"- Giải cứu đội trưởng Lightfoot trong <font color='#DAFCD9'>5:00</font>.<br>- Giải cứu <font color='#DAFCD9'>11</font> binh sĩ bị nhốt.<br>- Cả đội <font color='#DAFCD9'>không</font> chết lần nào."

	"DOTA_TI7_CampaignDetails_Zone05_1_Req"	"- Tìm thấy lối thoát tới đèo Silkmire trong <font color='#DAFCD9'>12:00</font>.<br>- Phá <font color='#DAFCD9'>35</font> Brood Sacs (Bọc trứng).<br>- Cả đội không được chết quá <font color='#DAFCD9'>5</font> lần."
	"DOTA_TI7_CampaignDetails_Zone05_2_Req"	"- Tìm thấy lối thoát tới đèo Silkmire trong <font color='#DAFCD9'>9:00</font>.<br>- Phá <font color='#DAFCD9'>50</font> Brood Sacs (Bọc trứng).<br>- Cả đội không được chết quá <font color='#DAFCD9'>2</font> lần."
	"DOTA_TI7_CampaignDetails_Zone05_3_Req"	"- Tiêu diệt nhện <font color='#DAFCD9'>Ankaboot</font>.<br>- Tìm thấy lối thoát tới đèo Silkmire trong <font color='#DAFCD9'>9:00</font>.<br>- Phá <font color='#DAFCD9'>65</font> Brood Sacs (Bọc trứng).<br>- Cả đội <font color='#DAFCD9'>không</font> chết lần nào."

	"DOTA_TI7_CampaignDetails_Zone06_1_Req"	"- Tìm thấy lối thoát tới Kalabor trong <font color='#DAFCD9'>14:00</font>.<br>- Tìm thấy <font color='#DAFCD9'>3</font> kho báu ẩn trong điện thờ.<br>- Cả đội không được chết quá <font color='#DAFCD9'>5</font> lần."
	"DOTA_TI7_CampaignDetails_Zone06_2_Req"	"- Tìm thấy lối thoát tới Kalabor trong <font color='#DAFCD9'>10:00</font>.<br>- Tìm thấy <font color='#DAFCD9'>5</font> kho báu ẩn trong điện thờ.<br>- Cả đội không được chết quá <font color='#DAFCD9'>2</font> lần."
	"DOTA_TI7_CampaignDetails_Zone06_3_Req"	"- Tìm thấy lối thoát tới Kalabor trong <font color='#DAFCD9'>7:00</font>.<br>- Tìm thấy <font color='#DAFCD9'>6</font> kho báu ẩn trong điện thờ.<br>- Cả đội <font color='#DAFCD9'>không</font> chết lần nào."

	"DOTA_TI7_CampaignDetails_Zone07_1_Req"	"- Tới Kalabor trong <font color='#DAFCD9'>9:00</font>.<br>- Cả đội không được chết quá <font color='#DAFCD9'>5</font> lần."
	"DOTA_TI7_CampaignDetails_Zone07_2_Req"	"- Tới Kalabor trong <font color='#DAFCD9'>5:00</font>.<br>- Cả đội không được chết quá <font color='#DAFCD9'>2</font> lần."
	"DOTA_TI7_CampaignDetails_Zone07_3_Req"	"- Tới Kalabor trong <font color='#DAFCD9'>3:00</font>.<br>- Cả đội <font color='#DAFCD9'>không</font> chết lần nào."
