"lang"
{ 
	"Language" "hungarian" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"AKCIÓ!"
	"DOTA_ItemRedemption_Title"				"{g:dota_item_name:header_item_def} beváltása"
	"DOTA_ItemRedemption_Action"			"Beváltás"
	"DOTA_ItemRedemption_ConfirmTitle"		"Tárgybeváltás"
	"DOTA_ItemRedemption_ConfirmMessage"	"Biztosan be szeretnéd váltani a(z) {g:dota_item_name:redeem_item_def} tárgyadat egy {g:dota_item_name:selected_item_def} tárgyért?"
	"DOTA_ItemRedemption_Error"				"Nem sikerült beváltani ezt a tárgyat."

	"DOTA_GemCombine_Title"					"Ékkőkiválasztás"
	"DOTA_GemCombine_Text"					"Válassz egy ékkövet a(z) {g:dota_item_name:header_item_def} ékkővel való egyesítéshez."
	"DOTA_GemCombine_Action"				"Egyesít"
	"DOTA_GemCombiner_ConfirmTitle"			"Ékkőegyesítés megerősítése"
	"DOTA_GemCombiner_Confirm"				"Biztosan egyesíteni szeretnéd ezt a tárgyat a(z) {g:dota_item_name:combine_item} tárggyal?"

	"DOTA_ItemNameChange_Tooltip"			"Használj névcédulát, hogy egyedi nevet adj ennek a tárgynak. Egy tárgy eredeti nevének visszaállításához nem szükséges névcédula."
	"DOTA_ItemDescChange_Tooltip"			"Használj leírás-cédulát, hogy egyedi leírást adj ennek a tárgynak.  Egy tárgy eredeti leírásának visszaállításához nem szükséges leírás-cédula."

	"DOTA_ItemChangeName_NeedTool_Title"		"Névcédula vásárlása?"
	"DOTA_ItemChangeName_NeedTool"				"A tárgy nevének megváltoztatásához egy névcédulára van szükséged. Szeretnél vásárolni egyet?"
	"DOTA_ItemChangeName_EnterAttribute_Title"	"Írd be a tárgy új nevét"
	"DOTA_ItemChangeName_EnterAttribute_Body"	"Írd be a tárgynak szánt új nevet. A név megváltoztatása el fog használni egy névcédulát."
	"DOTA_ItemChangeName_Processing_Title"	"Névmódosítás feldolgozása"
	"DOTA_ItemChangeName_Processing_Text"	"A tárgy nevének megváltoztatása..."
	"DOTA_ItemChangeName_TooLong_Title"		"A tárgynév túl hosszú"
	"DOTA_ItemChangeName_TooLong_Body"		"A beírt név túl hosszú. Próbáld újra, rövidebb tárgynevet írva be."
	"DOTA_ItemChangeName_Succeeded"			"A tárgy neve sikeresen megváltoztatva."
	"DOTA_ItemChangeName_Error"				"Hiba történt a tárgy nevének megváltoztatása közben."

	"DOTA_ItemChangeDescription_NeedTool_Title"		"Leírás-cédula vásárlása?"
	"DOTA_ItemChangeDescription_NeedTool"				"A tárgy leírásának megváltoztatásához egy leírás-cédulára van szükséged. Szeretnél vásárolni egyet?"
	"DOTA_ItemChangeDescription_EnterAttribute_Title"	"Írd be a tárgy új leírását"
	"DOTA_ItemChangeDescription_EnterAttribute_Body"	"Írd be a tárgynak szánt új leírást. A leírás megváltoztatása el fog használni egy leírás-cédulát."
	"DOTA_ItemChangeDescription_Processing_Title"	"Leírásmódosítás feldolgozása"
	"DOTA_ItemChangeDescription_Processing_Text"	"A tárgy leírásának megváltoztatása..."
	"DOTA_ItemChangeDescription_TooLong_Title"		"A tárgyleírás túl hosszú"
	"DOTA_ItemChangeDescription_TooLong_Body"		"A beírt tárgyleírás túl hosszú. Próbáld újra, rövidebb leírást írva be."
	"DOTA_ItemChangeDescription_Succeeded"			"A  tárgyleírás sikeresen megváltoztatva."
	"DOTA_ItemChangeDescription_Error"				"Hiba történt a tárgy leírásának megváltoztatása közben."

	"DOTA_ItemRemoveAttribute_Failed_Title"		"Nem sikerült a tárgymódosítás"

	"DOTA_ItemRemoveName_Title"				"Név eltávolítása?"
	"DOTA_ItemRemoveName"					"Eltávolítod a tárgyról az egyedi nevet, visszaállítva az eredeti nevét?\n"
	"DOTA_ItemRemoveName_Succeeded"			"A tárgy egyedi neve sikeresen eltávolítva."
	"DOTA_ItemRemoveName_CannotBeRemoved"	"A tárgy egyedi nevét nem lehet eltávolítani."
	"DOTA_ItemRemoveName_Failed"			"Hiba történt a tárgy nevének eltávolítása közben."

	"DOTA_ItemRemoveDescription_Title"				"Leírás eltávolítása?"
	"DOTA_ItemRemoveDescription"					"Eltávolítod a tárgyról az egyedi leírást, visszaállítva az eredeti leírását?\n"
	"DOTA_ItemRemoveDescription_Succeeded"			"A tárgy egyedi leírása sikeresen eltávolítva."
	"DOTA_ItemRemoveDescription_CannotBeRemoved"	"A tárgy egyedi leírását nem lehet eltávolítani."
	"DOTA_ItemRemoveDescription_Failed"				"Hiba történt a tárgy leírásának eltávolítása közben."

	"DOTA_ItemRemoveGift_Title"				"Ajándékinformáció eltávolítása?"
	"DOTA_ItemRemoveGift"					"Ajándékinformáció eltávolítása erről a tárgyról?"
	"DOTA_ItemRemoveGift_Succeeded"			"A tárgyhoz kapcsolódó ajándékinformáció sikeresen eltávolítva."
	"DOTA_ItemRemoveGift_CannotBeRemoved"	"A tárgyhoz kapcsolódó ajándékinformációt nem lehet eltávolítani."
	"DOTA_ItemRemoveGift_Failed"			"Hiba történt a tárgyhoz kapcsolódó ajándékinformáció eltávolítása közben."

	"DOTA_StyleUnlock_Title"				"{g:dota_item_name:header_item_def} stílus feloldása"
	"DOTA_StyleUnlock_Action"				"Feloldás"
	"DOTA_StyleUnlock_ConfirmTitle"			"Stílusfeloldás"
	"DOTA_StyleUnlock_ConfirmMessage"		"Biztosan fel szeretnéd használni a(z) {g:dota_item_name:redeem_item_def} tárgyadat egy stílus feloldására {g:dota_item_name:selected_item_def} tárgyadon?"
	"DOTA_StyleUnlock_EquipInfused"			"Szeretnél használni egy {g:dota_item_name:redeem_item_def} tárgyat a(z) {g:dota_item_name:selected_item_def} beoltására?"
	"DOTA_StyleUnlock_Error"				"Nem sikerült stílust feloldani ezen a tárgyon."
	"DOTA_StyleUnlock_Timeout"				"Nem sikerült a JI-hez csatlakozni. Próbáld újra később."
	"DOTA_StyleUnlock_Text"					"Válassz céltárgyat e stílusfeloldás használatához"
	"DOTA_StyleUnlock_NoValidItems"			"Fegyvertáradban egyetlen olyan tárgy sincs, mely használhatná ezt a stílusfeloldást."
	"DOTA_StyleUnlock_UnpackBundle"			"Ez a csomag olyan tárgyakat tartalmaz, melyeken stílusokat lehet feloldani. Ki szeretnéd bontani ezt a csomagot?"
	"DOTA_StyleUnlock_UnpackBundleError"	"Ez a csomag olyan tárgyakat tartalmaz, melyeken stílusokat lehet feloldani. Először azonban ki kell bontanod a csomagot, mielőtt feloldhatnád ezeket a stílusokat."
	"UnlockStyle_Failed_PreReq"				"Ez a stílus nem oldható fel. Előbb fel kell oldanod az előfeltételét, a(z) {s:unlock_prereq_style} stílust."
	"UnlockStyle_Failed_CantAfford"			"Ez a stílus nem oldható fel. {d:unlock_price} {s:unlock_item_name} tárgy a feloldás ára."
	"UnlockStyle_Failed_CantAffordAttrib"	"Ez a stílus nem oldható fel. Nem éred el a tulajdonságok szükséges szintjét."
	"UnlockStyle_Failed_CantAffordGem"		"Ez a stílus nem oldható fel. A tárgy nem tartalmaz olyan ékkövet, mely megfelel a követelményeknek."
	"UnlockStyle_Failed_NoCompendiumLevel"	"Ez a stílus nem oldható fel. Nincs elég magas szintű összefoglalód, ami megfelel a követelményeknek."
	"UnlockStyle_Failed_AlreadyUnlocked"	"Ez a stílus már feloldásra került!"
	"UnlockStyle_Succeeded"					"A stílus feloldásra került, és mostantól alkalmazható a tárgyon."
	"DOTA_StyleUnlock_UnlockAll"			"Összes feloldása"

	"DOTA_SetStyle_ErrorWhileConnected"		"A stílus meccshez csatlakozva nem változtatható."

	"DOTA_ReforgeItem_NoValidItems"			"Fegyvertáradban egyetlen olyan tárgy sincs, mely használhatná ezt az újraformálót."
	"DOTA_ReforgeItem_Title"				"{g:dota_item_name:header_item_def}"
	"DOTA_ReforgeItem_Action"				"Újraformálás"
	"DOTA_ReforgeItem_Text"					"Válassz ki egy tárgyat, amin használni szeretnéd ezt az újraformálót."

	"DOTA_Socketing_Tooltip"				"A foglalatokkal felerősítheted a tárgyad, ékköveket helyezve beléjük. Kézműves Véső használatával adhatsz hozzá Közönséges foglalatokat, Kézműveskalapács használatával pedig kinyerheted a közönséges ékköveket a foglalatokból."
	"DOTA_RareSocketing_Tooltip"			"A Ritka foglalatok olyan tárgyerősítéseket tartalmaznak, melyek csak ládákban talált ritka tárgydobásokból szerezhetők. Mesteri Kézműveskalapács használatával nyerheted ki a ritka ékköveket, azonban a tárgy a folyamat során megsemmisül."
	"DOTA_Socketing_ExtractRareGems_Tooltip" "Ritka ékkövek kinyerése Mesteri Kézműveskalapácsot igényel, azonban ettől a tárgy a folyamat során megsemmisül. A ritka ékkövek kinyerésére kattintva lehetőséget kapsz kalapács vásárlására, ha nincsen olyanod."
	"DOTA_Socketing_AddSocket_Tooltip"		"Közönséges foglalat hozzáadása Kézműves Vésőt igényel. A Foglalat hozzáadására kattintva lehetőséget kapsz véső vásárlására, ha nincsen olyanod."
	"DOTA_Socketing_ExtractGem_Tooltip"		"Közönséges ékkő eltávolítása Kézműveskalapácsot igényel. Ha nincs Kézműveskalapácsod, az Ékkő kinyerésére kattintva lehetőséget kapsz kalapács vásárlására."
	"DOTA_Socketing_ExtractOrResetGem_Tooltip"		"Egy ékkő nullázása törli annak statisztika-számlálóját. Ékkő eltávolításához Kézműveskalapácsra van szükség. Az Ékkő kinyerésére kattintva lehetőséget kapsz kalapács vásárlására, ha nincsen olyanod."
	"DOTA_Socketing_Replace_Tooltip"		"Egy ritka ékkő lecserélése meg fogja semmisíteni a foglalatban lévő ékkövet."
	"DOTA_Socketing_HasHeroRestriction_Title"	"Az ékkőnek hős-korlátozása van"
	"DOTA_Socketing_HasRequiredSlot"			" (szükséges hely: {s:required_item_slot_name})"
	"DOTA_Socketing_HasHeroRestriction_Body"	"Ezt az ékkövet csak {g:dota_hero_name:socket_required_hero}{s:required_item_slot} használhatja. Biztosan ki akarod nyerni?"
	"DOTA_Socketing_HasHeroRestriction_Tooltip"	"Ezt az ékkövet csak {g:dota_hero_name:socket_required_hero} használhatja."
	"DOTA_Socketing_HasNoHeroRestriction_Tooltip"	"Ezt az ékkövet bármely hős használhatja."
	"DOTA_Socketing_LockedSlot"				"Zárolt hely"
	"DOTA_Socketing_LockedSlotUnlockedAt"	"{d:socket_unlock_level}. hősszinten oldódik fel"

	"DOTA_AddSocket_ConfirmTitle"			"Foglalat hozzáadása"
	"DOTA_AddSocket_NeedChisels"			"Szükséged van egy Kézműves Vésőre egy foglalat hozzáadásához. Szeretnél vásárolni egyet?"
	"DOTA_AddSocket_NeedChisels_Title"		"Vásárolsz Vésőt?"
	"DOTA_AddSocket_ToolIsInvalid"			"A foglalatkészítő eszköz érvénytelen."
	"DOTA_AddSocket_ItemCannotBeSocketed"	"Ehhez a tárgyhoz nem adható foglalat."
	"DOTA_AddSocket_Fail_Title"				"Nem adható hozzá foglalat"
	"DOTA_AddSocket_Failed"					"Nem sikerült foglalatot hozzáadni a tárgyhoz!"
	"DOTA_AddSocket_Succeeded"				"Egy foglalat sikeresen hozzáadásra került a tárgyhoz."
	"DOTA_AddSocket_Title"					"Foglalat hozzáadása"
	"DOTA_AddSocket_Text"					"A foglalat éppen hozzáadásra kerül a tárgyhoz..."
 	"DOTA_AddSocket_DoesntOwnEvent"			"Rendelkezned kell az eseménnyel, amelyhez ez a tárgy kapcsolódik."

	"DOTA_AddGemToSocket_NeedGems"			"Nincs ebbe a foglalatba illő ékköved."
	"DOTA_AddGemToSocket_Gem_Not_Removable_Title"	"Nem eltávolítható ékkő"
	"DOTA_AddGemToSocket_Gem_Not_Removable"	"Ez a foglalat olyan ékkövet tartalmaz, mely nem távolítható el."
	"DOTA_AddGemToSocket_Title"				"Ékkő hozzáadása a foglalathoz"
	"DOTA_AddGemToSocket_Text"				"Az ékkő éppen hozzáadásra kerül a tárgy foglalatába..."
	"DOTA_AddGemToSocket_Succeeded"			"Az ékkő sikeresen hozzáadásra került."
	"DOTA_AddGemToSocket_Failed"			"Hiba történt az ékkő foglalatba illesztése közben!"
	"DOTA_SelectGem_Title"					"Foglalatba helyezendő ékkő kiválasztása"
	"DOTA_SelectGem_Text"					"MEGJEGYZÉS: A tárgyakba helyezett ékkövek összekapcsolódnak a tárggyal, és csak egy Kézműveskalapáccsal távolíthatók el."
	"DOTA_SelectGem_Action"					"Kiválaszt"

	"DOTA_RemoveGemFromSocket_NeedMasterHammers"		"Egy Mesteri Kézműveskalapácsra van szükséged ezen ékkő eltávolításához. A kalapács az ékkövet tartalmazó tárgyat is meg fogja semmisíteni. Szeretnél vásárolni egyet?"
	"DOTA_RemoveGemFromSocket_NeedHammers"	"Egy Kézműveskalapácsra van szükséged ezen ékkő eltávolításához. Szeretnél vásárolni egyet?"
	"DOTA_RemoveGemFromSocket_NeedHammers_Title"	"Vásárolsz Kalapácsot?"
	"DOTA_RemoveGemFromSocket_Title"		"Ékkő eltávolítása a foglalatból"
	"DOTA_RemoveGemFromSocket_Text"			"Ez az ékkő éppen eltávolításra kerül a foglalatból..."
	"DOTA_RemoveGemFromSocket_Fail_Title"	"Az ékkő nem távolítható el"
	"DOTA_RemoveGemFromSocket_Fail_Unremovable"	"Ez az ékkő nem eltávolítható."
	"DOTA_RemoveGemFromSocket_RequiresMasterHammer"	"Egy Mesteri Kézműveskalapácsot kell használnod ezen ékkő eltávolításához."
	"DOTA_RemoveGemFromSocket_Confirm_Title"	"Ékkő-eltávolítás megerősítése"
	"DOTA_RemoveGemFromSocket_Safe_Confirm"	"Biztosan el szeretnéd távolítani az ékkövet ebből a tárgyból? A kalapács egy töltete felhasználásra kerül."
	"DOTA_RemoveGemFromSocket_Confirm_Styles_Affected"	"Biztosan el szeretnéd távolítani az ékkövet ebből a tárgyból? A kalapács egy töltete felhasználásra kerül. <span class=\"CriticalText\">Az e tárgyon lévő stílusokat ez az ékkő oldotta fel, és az ékkő eltávolítása eltávolítja az e stílusokhoz való hozzáférést is.</span>"
	"DOTA_RemoveGemFromSocket_Confirm"		"Biztosan meg szeretnéd semmisíteni ezt a tárgyat és kiszabadítani az ékköveit? A kalapács egy töltete felhasználásra kerül."
	"DOTA_RemoveGemFromSocket_Confirm_Code"	"megsemmisít"
	"DOTA_RemoveGemFromSocket_Confirm_Immortal"	"Biztosan meg szeretnéd semmisíteni ezt a HALHATATLAN tárgyat és kiszabadítani az ékköveit? A kalapács egy töltete felhasználásra kerül. <span class=\"CriticalText\">Ez a tárgy nagyon ritka és megsemmisül e művelet végrehajtásakor.</span>"
	"DOTA_RemoveGemFromSocket_Confirm_Arcana"	"Biztosan meg szeretnéd semmisíteni ezt a TITOKZATOS tárgyat és kiszabadítani ékköveit? A kalapács egy töltete felhasználásra kerül. <span class=\"CriticalText\">Ez a tárgy nagyon ritka és megsemmisül e művelet végrehajtásakor.</span>"
	"DOTA_RemoveGemFromSocket_Failed"		"Hiba történt az ékkő foglaltból való eltávolítási kísérletekor."
	"DOTA_RemoveGemFromSocket_Rare_Failed"	"Hiba történt az összes ritka ékkő kinyerésének  és a tárgy megsemmisítésének kísérletekor."
	"DOTA_RemoveGemFromSocket_ItemIsInvalid"	"Hiba van az ékköveket tartalmazó tárgynál."
	"DOTA_RemoveGemFromSocket_HammerIsInvalid"	"Hiba van az ékkövek kinyerésére használt kalapácsnál."
	"DOTA_RemoveGemFromSocket_HammerCannotRemoveGem"	"Az ékkő eltávolítása a foglalatból ezzel a kalapáccsal nem engedélyezett."

	"DOTA_ResetGemInSocket_Confirm_Title"	"Ékkő nullázásának megerősítése"
	"DOTA_ResetGemInSocket_Confirm_Body"	"Egy ékkő nullázása bármilyen vésetes számlálót visszaállít 0-ra. Az ilyen módon eltávolított számlálót nem lehet helyreállítani. Biztosan folytatni akarod?"
	"DOTA_ResetGemInSocket_Title"			"Ékkőszámláló nullázása"
	"DOTA_ResetGemInSocket_Text"			"Az ékkőn lévő számláló éppen visszaállítódik 0-ra..."
	"DOTA_ResetGemInSocket_Succeeded_Title"	"Az ékkő nullázása sikeres"
	"DOTA_ResetGemInSocket_Succeeded"		"Az ékkőn lévő számláló sikeresen visszaállítódott 0-ra."
	"DOTA_ResetGemInSocket_Failed"			"Hiba történt az ékkőn lévő számláló visszaállításakor!"

	"DOTA_HeroRelicsTitle"					"Relikviák"

	"DOTA_GenericConfirmText_Label"			"A folytatáshoz írd be a(z) „{s:confirmation_code}” szöveget a szövegdobozba."
	"DOTA_GCRequest_Timeout"				"Időtúllépés a Valve szervereivel való kommunikáció közben. Próbáld újra később."

	"DOTA_Armory_Coin_Treasure_Tier1"		"Arany szint"
	"DOTA_Armory_Coin_Treasure_Tier2"		"Ezüst szint"
	"DOTA_Armory_Coin_Treasure_Tier3"		"Bronz szint"

	"DOTA_Armory_DeleteItem_Header"			"Tárgy törlése"
	"DOTA_Armory_DeleteItem_Body"			"Biztosan törlöd {g:dota_item_name:selected_item_def} tárgyat? A művelet nem visszavonható."

	"Dota_Test_Build"	"Tesztpéldány"

	"DOTA_TributeTreasure_Title"		"Tisztelgés Fejlesztő Beoltó"
	"DOTA_TributeTreasure_Description"	"Használj Tisztelgés Fejlesztő Beoltót speciális maradandó effektek feloldásához az e kincs tartalmazta tárgyakon."
	"DOTA_TributeTreasure_GuaranteedDescription"	"Kincsek a következő beoltóig:"
	"DOTA_TributeTreasure_Button"					"Beoltó használata"

	"DOTA_Winter2016_InfusedTreasure_Title"			"Winter 2016 Beoltó"
	"DOTA_Winter2016_InfusedTreasure_Description"	"Használj Winter 2016 Beoltót speciális maradandó effektek feloldásához az e kincs tartalmazta bizonyos tárgyakon."

	"DOTA_Treasure_ShowInfused"		"Beoltott mutatása"
	"DOTA_Treasure_HideInfused"		"Beoltott elrejtése"
	"DOTA_Treasure_Infusable"		"Beoltható"
	"DOTA_Treasure_Infused"			"és beoltás"
	"DOTA_Treasure_InfuserCount:p{infuser_count}"	"Jelenleg {d:infuser_count} Beoltód van.#|#Jelenleg {d:infuser_count} Beoltód van."

	"DOTA_CoinTreasure_Title"			"Fall 2015 Összefoglaló tárgykészítés"
	"DOTA_CoinTreasure_Description"		"Egy érmekincs kinyitásával egy bronz, ezüst vagy arany tárgyat kapsz. Ezt követően három alacsonyabb szintű tárgyat egyesíthetsz egy magasabb szintű tárggyá, vagy kicserélhetsz két arany tárgyat egy különbözőre."
	"DOTA_CoinTreasure_CraftingButton"	"A tárgykészítéshez"
	"DOTA_CoinTreasure_RewardsButton"	"A jutalomgrafikonhoz"

	"DOTA_NestedTreasureII_Title"			"Új bónuszjutalom"
	"DOTA_NestedTreasureII_Title2"			"Szettbeváltó Zseton"
	"DOTA_NestedTreasureII_Description"		"Valahányszor kinyitsz egy Kincses Kincs II-t, esélyed van kapni egy Szettbeváltó Zsetont. Ha elég szerencsés voltál Zsetont kapni, aktiváld azt a fegyvertáradból, hogy igényelj egy általad választott BÁRMILYEN nem-ritka szettet, mely a Kincses Kincs II-ben van."
	"DOTA_SoaringCacheTreasure_Title"		"Szerezz egy bónusz Készletet!"
	"DOTA_SoaringCacheTreasure_Description"	"Minden ötödik január 1. előtt kinyitott Szárnyaló Készlethez kapni fogsz egy BÓNUSZ KÉSZLETET, mely Összefoglaló-szinteket vagy egy ritka tárgyat tartalmaz."
	"DOTA_FlutteringCacheTreasure_Title"		"Szerezz egy bónusz Készletet!"
	"DOTA_FlutteringCacheTreasure_Description"	"Minden ötödik január 1. előtt kinyitott Libbenő Készlethez kapni fogsz egy BÓNUSZ KÉSZLETET, mely Összefoglaló-szinteket vagy egy ritka tárgyat tartalmaz."
	"DOTA_SoaringCacheTreasure_BonusButton"		"Bónusz Készlet megnézése"
	"DOTA_SoaringCacheTreasure_Bonus"		"Bónusz"
	"DOTA_CacheTreasure_UntilReward"		"Nyiss ki még {d:action_score} darabot, hogy egy bónusz készletet kapj."
	"DOTA_CacheTreasure_Open3"				"Nyiss ki még {d:action_score} darabot, és kapsz egy Összefoglaló-szintet."
	"DOTA_CacheTreasure_Open7"				"Nyiss ki még {d:action_score} darabot, és kapsz három Összefoglaló-szintet."
	"DOTA_CacheTreasure_MissingCompendium_Fall2015"		"E kincsek megvásárlásához Fall Season 2015 Összefoglalóval kell rendelkezned."
	"DOTA_CacheTreasure_MissingCompendium_Winter2016"		"E kincsek megvásárlásához Winter 2016 Csatabelépővel kell rendelkezned."
	"DOTA_CacheTreasure_MissingCompendium_Spring2016"		"The International 2016 Csatabelépővel kell rendelkezned e tárgy megvásárlásához."
	"DOTA_CacheTreasure_MissingCompendium_TI2017"		"The International 2017 Csatabelépővel kell rendelkezned e tárgy megvásárlásához."
	"DOTA_CacheTreasure_MissingCompendium_Fall2016"		"E kincsek megvásárlásához Fall 2016 Csatabelépővel kell rendelkezned."
	"DOTA_CacheTreasure_MissingCompendium_Spring2021"		"Nemestice 2021 Csatabelépővel kell rendelkezned e tárgy megvásárlásához."
	"DOTA_CacheTreasure_MissingCompendium_Fall2021"		"E tárgy megvásárlásához Aghanim 2021 Csatabelépővel kell rendelkezned."
	"DOTA_CacheTreasure_MissingCompendiumOK"	"További részletek"
	
	"DOTA_CacheTreasure_MissingCompendium_TI2019"		"The International 2019 Csatabelépővel kell rendelkezned e tárgy megvásárlásához."
	"DOTA_CacheTreasure_MissingCompendium_TI2020"		"The International 10 Csatabelépővel kell rendelkezned e tárgy megvásárlásához."

	"DOTA_TI7CollectorsCacheTreasure_Title"			"Szettbeváltó Zseton"
	"DOTA_TI7CollectorsCacheTreasure_Description"	"10 Ékkőláda kinyitása után kapni fogsz egy The International 2017 Szettbeváltó Zsetont, amit aktiválhatsz a fegyvertáradból, hogy egy általad választott BÁRMILYEN nem-ritka szettet igényelj a Gyűjtők Ékkőládájából."
