"lang"
{ 
	"Language" "spanish" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"¡OFERTA!"
		"DOTA_ChallengeDesc_AA_Team_Damage_With_Chilling_Touch"		"Junto con tus aliados, provoca <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Toque Escalofriante</font>."
		"DOTA_ChallengeDesc_AA_Triple_Ice_Blast"					"Golpea a 3 o más héroes enemigos con <font color='#ffffff'>Explosión de Hielo</font> por un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_AA_Kill_On_Ice_Vortexed"				"Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos afectados por <font color='#ffffff'>Vórtice de Hielo</font>."

		"DOTA_ChallengeDesc_Puck_Multihero_Coil"					"Golpea <font color='#ffffff'>%s1</font> héroes enemigos a la vez con <font color='#ffffff'>Espiral de Sueños</font>."
		"DOTA_ChallengeDesc_Puck_Orb_Waning_Rift_Combo"				"Golpea a un enemigo con un combo de <font color='#ffffff'>Escisión Fluctuante y Orbe Ilusorio</font> un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Puck_Kill_After_Jaunt"					"Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos tras usar <font color='#ffffff'>Viaje Etéreo</font>."

		"DOTA_ChallengeDesc_Slardar_DamageDuringSprint"				"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos mientras usas <font color='#ffffff'>Carrera del Guardián</font>."
		"DOTA_ChallengeDesc_Slardar_Corrosive_Haze_Duration"		"Causa efectos negativos a héroes enemigos con <font color='#ffffff'>Neblina Corrosiva</font> durante un total de <font color='#ffffff'>%s1</font> s."
		"DOTA_ChallengeDesc_Slardar_Damage_With_Bash"				"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Golpetazo de las Profundidades</font>."

		"DOTA_ChallengeDesc_Queenofpain_Shadow_Strike_Duration"		"Envenena a héroes enemigos con <font color='#ffffff'>Golpe Sombrío</font> un total de <font color='#ffffff'>%s1</font> segundos."
		"DOTA_ChallengeDesc_Queenofpain_Damage_After_Blink"			"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos tras usar <font color='#ffffff'>Traslación</font>."
		"DOTA_ChallengeDesc_Queenofpain_Scream_Of_Pain_Fears"		"<font color='#ffffff'>Atemoriza</font> a héroes enemigos con <font color='#ffffff'>Alarido de Dolor</font> un total de <font color='#ffffff'>%s1</font> veces."

		"DOTA_ChallengeDesc_DeathProphet_Double_Silence"			"Golpea a 2 o más héroes enemigos con <font color='#ffffff'>Silencio</font> un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Death_Prophet_Exorcism_BuildingDamage"	"Inflige <font color='#ffffff'>%s1</font> de daño a estructuras enemigas con <font color='#ffffff'>Exorcismo</font>."

		"DOTA_ChallengeDesc_Viper_Poison_BuildingDamage"			"Inflige <font color='#ffffff'>%s1</font> de daño a estructuras enemigas con <font color='#ffffff'>Ataque Venenoso</font>."
		"DOTA_ChallengeDesc_Viper_Double_Nethertoxins"				"Golpea a 2 o más héroes enemigos con <font color='#ffffff'>Infratoxina</font> un total de <font color='#ffffff'>%s1</font> veces."

		"DOTA_ChallengeDesc_Enchantress_DamageDuringHeal"			"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos mientras estás bajo el efecto de <font color='#ffffff'>Ayudantes de la Naturaleza</font>."
		"DOTA_ChallengeDesc_Enchantress_Impetus_Attacks_On_Slowed_Heroes"				"Daña a un héroe enemigo que haya sido ralentizado por <font color='#ffffff'>Encantar</font> con <font color='#ffffff'>Ímpetu</font> un total de <font color='#ffffff'>%s1</font> veces."

		"DOTA_ChallengeDesc_Bounty_Hunter_AttackHighDamage"			"Inflige <font color='#ffffff'>%s1</font> de daño a un héroe enemigo con un solo golpe."

		"DOTA_ChallengeDesc_Medusa_MysticSnakeManaStolen"			"Roba <font color='#ffffff'>%s1</font> de maná con <font color='#ffffff'>Serpiente Mística</font>."
		"DOTA_ChallengeDesc_Medusa_DamageDoneToStonedTargets"		"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos afectados por <font color='#ffffff'>Mirada Pétrea</font> o por <font color='#ffffff'>Serpiente Mística</font> mejorada con el Cetro de Aghanim."
		"DOTA_ChallengeDesc_Medusa_EnemiesPetrified"				"Convierte a <font color='#ffffff'>%s1</font> héroes enemigos en piedra con <font color='#ffffff'>Mirada Pétrea</font> o con <font color='#ffffff'>Serpiente Mística</font> mejorada con el Cetro de Aghanim."

		"DOTA_ChallengeDesc_Gyrocopter_Call_Down_Double_Hits"		"Golpea a 2 o más héroes enemigos a la vez con los dos misiles de <font color='#ffffff'>Bombardeo</font> un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Gyrocopter_Deal_Rocket_Barrage_Damage_On_Stunned_Heroes"			"Inflige <font color='#ffffff'>%s1</font> de daño con <font color='#ffffff'>Andanada de Cohetes</font> a un héroe enemigo que haya sido aturdido por <font color='#ffffff'>Misil Buscador</font>."

		"DOTA_ChallengeDesc_Tidehunter_Kills_On_Anchor_Smashed"		"Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos afectados por <font color='#ffffff'>Golpe de Ancla</font>."
		"DOTA_ChallengeDesc_Tidehunter_Two_Ravage_Enemies"			"Golpea a un héroe enemigo con dos lanzamientos de Devastar en rápida sucesión un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_OgreMagi_DamageDuringBloodlust"			"Haz que tus aliados inflijan <font color='#ffffff'>%s1</font> de daño a héroes enemigos mientras estás bajo el efecto de <font color='#ffffff'>Sed de Sangre</font>."
		"DOTA_ChallengeDesc_OgreMagi_DoubleFireblasts"				"Golpea a un héroe enemigo con Explosión de Fuego y Explosión de Fuego Bruta en rápida sucesión un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Tusk_KickEnemyHeroes"					"Usa <font color='#ffffff'>Patada de Morsa</font> contra un héroe enemigo un total de <font color='#ffffff'>%s1 veces</font>."
		"DOTA_ChallengeDesc_Tusk_Kick_Punch_Combo"					"Golpea a un héroe enemigo con una Patada de Morsa y un Puñetazo de Morsa en rápida sucesión un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Abaddon_Challenge_With_Apothic_Shield"	"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Escudo Afótico</font>."
		"DOTA_ChallengeDesc_Abaddon_Damage_Borrowed_Time"			"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos mientras estás bajo el efecto de <font color='#ffffff'>Tiempo Prestado</font>."
		"DOTA_ChallengeDesc_Clockwerk_Push_Enemies_With_Cogs"		"Empuja a héroes enemigos con <font color='#ffffff'>Engranajes Electrificados</font> un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Clockwerk_Two_Hookshots_20_seconds"		"Alcanza a dos héroes enemigos con <font color='#ffffff'>Garfio</font> dentro de un intervalo de 20 segundos entre cada uno un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Lifestealer_KillAfterInfest"			"Mata o ayuda a matar a <font color='#ffffff'>%s1</font> tras <font color='#ffffff'>infestar</font> a otra unidad."
		"DOTA_ChallengeDesc_Life_Stealer_Damage_With_Infest"		"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Infestar</font>."
		"DOTA_ChallengeDesc_Night_Stalker_Void_Slow"				"Ralentiza a héroes enemigos con <font color='#ffffff'>Vacío</font> durante un total de <font color='#ffffff'>%s1</font> segundos."
		"DOTA_ChallengeDesc_Spirit_Breaker_Bashes_On_Three_During_Charge"		"Alcanza a tres o más héroes enemigos mientras <font color='#ffffff'>Embistes</font> un total de <font color='#ffffff'>%s1</font> veces."

		"DOTA_ChallengeDesc_Kills_Of_Nullified_Enemies"				"Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos afectados por <font color='#ffffff'>Nulificador</font>."
		"DOTA_ChallengeDesc_Axe_Battle_Hunger_Duration"				"Daña a héroes enemigos con <font color='#ffffff'>Sed de Batalla</font> durante un total de <font color='#ffffff'>%s1</font> segundos."
		"DOTA_ChallengeDesc_Axe_Damage_Called_Target"				"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos afectados por <font color='#ffffff'>Llamada del Berserker</font>."
		"DOTA_ChallengeDesc_Axe_Kills_With_Culling_Blade"			"Mata a <font color='#ffffff'>%s1</font> héroes enemigos con <font color='#ffffff'>Hoja Selectiva</font>."
		"DOTA_ChallengeDesc_Broodmother_Kills_While_Hunger"			"Mata <font color='#ffffff'>%s1</font> héroes enemigos afectados por <font color='#ffffff'>Hambre Insaciable</font>."
		"DOTA_ChallengeDesc_Huskar_Deal_Damage_While_Under_Inner_Vitality"		"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos mientras estás bajo el efecto de <font color='#ffffff'>Vitalidad Interior</font>."
		"DOTA_ChallengeDesc_Huskar_Two_Life_Breaks_Within_10_seconds"	"Golpea a dos héroes enemigos con <font color='#ffffff'>Quebrantavidas</font> en menos de 10 segundos un total de <font color='#ffffff'>%s1</font> veces."

		"DOTA_ChallengeDesc_Linken_Spell_Absorb"					"Absorbe <font color='#ffffff'>%s1</font> hechizos con la <font color='#ffffff'>Esfera de Linken</font>."
		"DOTA_ChallengeDesc_Damage_Silver_Edged_Hero"				"Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos que han sido afectados por <font color='#ffffff'>Hoja Plateada</font>."
		"DOTA_ChallengeDesc_MaimDuration"							"<font color='#ffffff'>Mutila</font> a héroes enemigos con Sange, Sange y Yasha o Alabarda Celestial durante un total de <font color='#ffffff'>%s1</font> segundos."
		"DOTA_ChallengeDesc_Kills_After_Meteor_Hammer"				"Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos tras golpearlos con el <font color='#ffffff'>Martillo de Meteorito</font>."

		"DOTA_ChallengeDesc_OutworldDevourer_AstralDamage"  		 "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Prisión Astral</font>."
		"DOTA_ChallengeDesc_ObsidianDestroyer_DamageDuringEquilibrium"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos mientras <font color='#ffffff'>Equilibrio</font> esté activo."
		"DOTA_ChallengeDesc_ObsidianDestroyer_KillsDuringEquilibrium"   "Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos mientras <font color='#ffffff'>Equilibrio</font> está activo."
		"DOTA_ChallengeDesc_Zeus_Arc_Lightning_Triple_Hits"   "Golpea a tres o más héroes enemigos a la vez con <font color='#ffffff'>Arco Eléctrico</font> un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Zuus_ChannelsCancelled"   "Cancela <font color='#ffffff'>%s1</font> hechizos canalizados con <font color='#ffffff'>Relámpago</font>."
		"DOTA_ChallengeDesc_Zeus_Static_Field_Damage"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Campo Estático</font>"
		"DOTA_ChallengeDesc_Tinker_Scepter_Laser_Damage"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Láser</font> mejorado con el <font color='#ffffff'>Cetro de Aghanim</font>"
		"DOTA_ChallengeDesc_Tinker_MarchDamage"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Rebelión de las Máquinas</font>"
		"DOTA_ChallengeDesc_Tinker_KillsAfterRearm"   "Mata a <font color='#ffffff'>%s1</font> héroes enemigos tras usar Rearmar."
		"DOTA_ChallengeDesc_Necro_Damage_On_Shrouded"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos ralentizados por <font color='#ffffff'>Velo Fantasmal</font>"
		"DOTA_ChallengeDesc_Necrophos_Scythe_Damage_With_Scepter"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Guadaña de la Muerte</font> mejorada con el <font color='#ffffff'>Cetro de Aghanim</font>"
		"DOTA_ChallengeDesc_DarkSeer_DamageWithIllusions"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>ilusiones</font>"
		"DOTA_ChallengeDesc_DarkSeer_Damage_While_Surged"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos afectados por <font color='#ffffff'>Subidón</font>"
		"DOTA_ChallengeDesc_DarkSeer_BlinkVacuumCombo"	"Realiza un combo de Traslación y Succión en héroes enemigos <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Weaver_TimeLapse_Allies"   "Usa <font color='#ffffff'>Lapso Temporal</font> con un total de <font color='#ffffff'>%s1</font> aliados."
		"DOTA_ChallengeDesc_Brewmaster_Cinder_Brew_Duration"   "Causa efectos negativos a héroes enemigos con <font color='#ffffff'>Borrachera Abrasadora</font> durante un total de <font color='#ffffff'>%s1</font> s."
		"DOTA_ChallengeDesc_Brewmaster_Storm_Cyclone_Duration"   "Causa efectos negativos a héroes enemigos con <font color='#ffffff'>Ciclón de Escisión Primordial</font> durante un total de <font color='#ffffff'>%s1</font> s."
		"DOTA_ChallengeDesc_Brewmaster_Damage_On_Cinder_Brew"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos afectados por <font color='#ffffff'>Borrachera Abrasadora</font>"
		"DOTA_ChallengeDesc_Lone_Druid_Damage_During_Battle_Cry"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos afectados por <font color='#ffffff'>Grito de Guerra</font>"
		"DOTA_ChallengeDesc_Lone_Druid_KillsDuringSpiritLink"   "Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos mientras <font color='#ffffff'>Vínculo Espiritual</font> está activo."
		"DOTA_ChallengeDesc_NagaSiren_ChannelsCancelled"   "Cancela <font color='#ffffff'>%s1</font> hechizos canalizados con <font color='#ffffff'>Atrapar</font>."
		"DOTA_ChallengeDesc_NagaSiren_KillAfterSong"   "Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos después de <font color='#ffffff'>Canto de la Sirena</font>."
		"DOTA_ChallengeDesc_Timbersaw_DealDamageWithSecondChakram"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con el <font color='#ffffff'>segundo Chakram</font>"
		"DOTA_ChallengeDesc_Timbersaw_TwoManChains"   "Golpea a dos o más héroes con <font color='#ffffff'>Cadena Maderera</font> al mismo tiempo, un total de <font color='#ffffff'>%s1</font> veces."
		"DOTA_ChallengeDesc_Terrorblade_Illusion_Creepkills"   "Mata a <font color='#ffffff'>%s1</font> creeps con Ilusiones."
		"DOTA_ChallengeDesc_Terrorblade_Fear_Enemies_With_Metamorphosis"   "Golpea a un total de <font color='#ffffff'>%s1</font> héroes enemigos con <font color='#ffffff'>Temor de Metamorfosis</font>."
		"DOTA_ChallengeDesc_Phoenix_Kills_After_Icarus_Dive"   "Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos después de que <font color='#ffffff'>Picado de Ícaro</font> esté activo."
		"DOTA_ChallengeDesc_Phoenix_Stun_With_Supernova"   "Aturde a un total de <font color='#ffffff'>%s1</font> héroes enemigos con <font color='#ffffff'>Supernova</font>"
		"DOTA_ChallengeDesc_Razor_Damage_On_Static_Linked"   "Causa <font color='#ffffff'>%s1</font> de daño a los héroes enemigos drenados por <font color='#ffffff'>Vínculo Estático</font>"
		"DOTA_ChallengeDesc_Razor_DamageWithUnstableCurrent"   "Inflige <font color='#ffffff'>%s1</font> de daño a héroes enemigos con <font color='#ffffff'>Corriente Inestable</font>"
		"DOTA_ChallengeDesc_ShadowDemon_KillsUnderSoulCatcher"   "Mata o ayuda a matar a <font color='#ffffff'>%s1</font> héroes enemigos afectados por <font color='#ffffff'>Cazador de Almas</font>."




		"DOTA_PostGame_DamageDetails"			"Daño"
		"DOTA_PostGame_BuffDetails"				"Efectos positivos"
		"DOTA_PostGame_Breakdowns"				"Desgloses"
		"DOTA_PostGame_PerfVsGlobal"			"Rendimiento"
		"DOTA_PostGame_MVP"						"JMV"
		"DOTA_PostGame_You"						"Tú"

		"DOTA_NonHero_DamageSourceName" 	"No héroe"

		"DOTA_HeroLevelBadgeTier_Bronze"		"Bronce"
		"DOTA_HeroLevelBadgeTier_Silver"		"Plata"
		"DOTA_HeroLevelBadgeTier_Gold"			"Oro"
		"DOTA_HeroLevelBadgeTier_Platinum"		"Platino"
		"DOTA_HeroLevelBadgeTier_Master"		"Maestro"
		"DOTA_HeroLevelBadgeTier_Grandmaster"	"Gran Maestro"

		"DOTA_PlayerSalute_ChatMessage"	"ha donado a %s1. ¡Bien jugado!"
		"DOTA_PartyNotValidLaneSelections"	"Tu grupo tiene selecciones de senda incompatibles."

		"DOTA_BattleLevels"	"Niveles de batalla"

		"DOTA_PlusPostGame_DamageTableHeader"	"Daño"
		"DOTA_PlusPostGame_HealingTableHeader"	"Curación"

		"DOTA_PlusPostGame_GoldReceivedTitle"		"Oro recibido"
		"DOTA_PlusPostGame_GoldReceived_Passive"	"Pasivo"
		"DOTA_PlusPostGame_GoldReceived_Heroes"		"Héroes"
		"DOTA_PlusPostGame_GoldReceived_Creep"		"Creeps"
		"DOTA_PlusPostGame_GoldReceived_BountyRunes"	"Runas de Recompensa"
		"DOTA_PlusPostGame_GoldReceived_Buildings"	"Estructuras"
		"DOTA_PlusPostGame_GoldReceived_Abilities"	"Habilidades"
		"DOTA_PlusPostGame_GoldReceived_Wards"		"Guardianes"
		"DOTA_PlusPostGame_GoldReceived_Other"		"Otros"

		"DOTA_PlusPostGame_XPReceivedTitle"		"EXP recibida"
		"DOTA_PlusPostGame_XPReceived_Creep"	"Creeps"
		"DOTA_PlusPostGame_XPReceived_Heroes"	"Héroes"
		"DOTA_PlusPostGame_XPReceived_Roshan"	"Roshan"
		"DOTA_PlusPostGame_XPReceived_TomeOfKnowledge"	"Tomo del Conocimiento"
		"DOTA_PlusPostGame_XPReceived_Outpost"	"Puestos avanzados"
		"DOTA_PlusPostGame_XPReceived_Other"	"Otros"

			"OK"			"Aceptar"
	"Cancel"		"Cancelar"

	"DOTA_Accept"	"Aceptar"
	"DOTA_Cancel"	"Cancelar"
	"DOTA_Confirm"	"Confirmar"
	"DOTA_Console"	"Consola"
	"DOTA_Create"	"Crear"
	"DOTA_Decline"	"Rechazar"
	"DOTA_Error"	"Error"
	"DOTA_Join"		"Unirse"
	"DOTA_Leave"	"Abandonar"
	"DOTA_New"      "Nuevo"
	"DOTA_Ok"		"Aceptar"
	"DOTA_Sale"     "Oferta"
	"DOTA_Sale_24"	"Oferta de 24 horas"
	"DOTA_Treasure"	"Tesoro"
	"DOTA_Blog"		"Nuevo en Dota 2"
	"DOTA_Close"	"Cerrar"
	"DOTA_Continue"	"Continuar"
	"DOTA_Add"		"Añadir"
	"DOTA_Remove"	"Eliminar"
	"DOTA_Edit"		"Editar"
	"DOTA_Enable"	"Activar"
	"DOTA_Disable"	"Desactivar"
	"DOTA_Refresh"	"Actualizar"
	"DOTA_Loading"	"Cargando"
	"DOTA_None"		"Ninguno"
	"DOTA_Hide"		"Ocultar"
	"DOTA_Show"	"Mostrar"
	"DOTA_Customize"		"Personalizar"
	"DOTA_AcceptChanges"	"Aceptar cambios"
	"DOTA_Search"			"Buscar"
	"DOTA_Start"			"Iniciar"
	"DOTA_PleaseWait"		"Espera..."
	"DOTA_Previous"			"Anterior"
	"DOTA_PreviousShort"	"Ant."
	"DOTA_Next"				"Siguiente"
	"DOTA_Skip"				"Omitir"
	"DOTA_Done"				"Hecho"
	"DOTA_TryAgain"			"Reintentar"
	"DOTA_View_Details"		"Ver detalles"
	"DOTA_More_Details"		"Más detalles"
	"DOTA_Less_Details"		"Menos detalles"
	"DOTA_View_Details_Arrow"		"Ver detalles >>"
	"DOTA_Combine"			"Combinar"
	"DOTA_Claim"	"Reclamar"
	"DOTA_Claimed"	"Reclamados"
	"DOTA_Vote"	"Votar"
	"DOTA_NowAvailable" "Ya disponible"
	"DOTA_Coming_Soon"		"Próximamente"
