"lang"
{ 
	"Language" "danish" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"helbred"					// $health
		"dota_ability_variable_mana"				"mana"						// $mana
		"dota_ability_variable_armor"				"rustning"						// $armor
		"dota_ability_variable_damage"				"skade"					// $damage
		"dota_ability_variable_str"					"styrke"					// $str
		"dota_ability_variable_int"					"intelligens"				// $int
		"dota_ability_variable_agi"					"agilitet"					// $agi
		"dota_ability_variable_all"					"alle attributter"			// $all
		"dota_ability_variable_primary_attribute"	"primær attribut"			// $primary_attribute
		"dota_ability_variable_attack"				"angrebshastighed"				// $attack
		"dota_ability_variable_hp_regen"			"HP-regenerering"		// $hp_regen
		"dota_ability_variable_lifesteal"			"livsstjæl"					// $lifesteal
		"dota_ability_variable_mana_regen"			"mana-regenerering"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"mana-regenerering som aura"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"evneskade"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"debuff-varighed"			// $debuff_amp
		"dota_ability_variable_move_speed"			"bevægelseshastighed"			// $move_speed
		"dota_ability_variable_evasion"				"undvigelse"					// $evasion
		"dota_ability_variable_spell_resist"		"magisk resistens"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"evnelivsstjæl"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"evnelivsstjæl (kryb)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"evnelivsstjæl (helte)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"valgt attribut"		// $selected_attribute
		"dota_ability_variable_attack_range"		"angrebsrækkevidde <font color='#7d7d7d'>(kun afstandshelte)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"angrebsrækkevidde <font color='#7d7d7d'>(kun nærkamp)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"kasterækkevidde"				// $cast_range
		"dota_ability_variable_status_resist"		"statusresistens"			// $status_resist
		"dota_ability_variable_projectile_speed"	"projektilhastighed"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"reduceret mana-omkostning"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"nedkølingsreduktion"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"ekstra maks. mana"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"skade (intelligenshelte)"
		"DOTA_Tooltip_ability_lone_druid_entangling_claws_duration"					"VARIGHED:"
		"DOTA_Tooltip_ability_lone_druid_savage_roar"								"Savage Roar"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_bear"							"Savage Roar"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_Lore"							"Sylla studerer og mestrer den forsvunden Bjørneklans kunst, hvilket forstærker hans tilpasning med skoven."
		"DOTA_Tooltip_ability_lone_druid_savage_roar_Description"					"Lone Druid og Spirit Bear brøler barskt, hvilket får fjender i nærheden til at flygte mod deres egen base i rædsel. Deres bevægelseshastighed øges med %bonus_speed%%%."
		"DOTA_Tooltip_ability_lone_druid_savage_roar_bear_Description"				"Lone Druid og Spirit Bear brøler barskt, hvilket får fjender i nærheden til at flygte mod deres egen base i rædsel. Deres bevægelseshastighed øges med %bonus_speed%%%."
		"DOTA_Tooltip_ability_lone_druid_savage_roar_shard_description"				"Påfører en simpel dispeleffekt, og allierede nær evnens anvender får øget bevægelses- og angrebshastighed. Udføres omkring Lone Druid og Spirit Bear uafhængigt af, om evnen er på nedkøling hos den anden.<br><br>DISPEL-TYPE: Simpel dispel"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_shard_duration"				"VARIGHED:"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_shard_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_shard_movement_speed_pct"		"%BONUS-BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_shard_attack_speed"			"EKSTRA ANGREBSHASTIGHED:"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_Note0"							"Helte, påvirket af Entangling Claws, vil ikke kunne bevæge sig."
		"DOTA_Tooltip_ability_lone_druid_savage_roar_bear_Note0"					"Helte, påvirket af Entangling Claws, vil ikke kunne bevæge sig."
		"DOTA_Tooltip_ability_lone_druid_savage_roar_Note1"     					"Nedkølingen er delt med Spirit Bear."
		"DOTA_Tooltip_ability_lone_druid_savage_roar_bear_Note1"					"Nedkølingen er delt med Lone Druid."
		"DOTA_Tooltip_ability_lone_druid_savage_roar_radius"	           			"RÆKKEVIDDE:"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_bear_radius"       			"RÆKKEVIDDE:"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_bonus_speed"				    "%BEVÆGELSESHASTIGHEDSBONUS (FJENDER):"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_bear_bonus_speed"			    "%BEVÆGELSESHASTIGHEDSBONUS (FJENDER):"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_duration"			            "VARIGHED:"
		"DOTA_Tooltip_ability_lone_druid_savage_roar_bear_duration"		            "VARIGHED:"
		"DOTA_Tooltip_ability_lone_druid_true_form"									"True Form"
		"DOTA_Tooltip_ability_lone_druid_true_form_Lore"							"Den mægtige bjørn er skovens konge og besidder tronen gennem rå styrke."
		"DOTA_Tooltip_ability_lone_druid_true_form_Description"						"Lone Druid lærer at forvandle sig selv til en rasende bjørn, hvorved han mister sin afstandsfordel, men han får øget rustning og HP. Han får desuden forbedrede udgaver af evnerne Entangling Claws og Demolish."
		"DOTA_Tooltip_ability_lone_druid_true_form_Note0"							"Nedkølingstid på genstande, som er forskellige for afstands- og nærkampshelte, afhænger af, hvilken form Lone Druid befandt sig i, da genstanden blev brugt."
		"DOTA_Tooltip_ability_lone_druid_true_form_bonus_armor"						"EKSTRA RUSTNING:"
		"DOTA_Tooltip_ability_lone_druid_true_form_bonus_hp"						"EKSTRA HP:"
		"DOTA_Tooltip_ability_lone_druid_true_form_base_attack_time"				"GRUNDANGREBSTID:"
		"DOTA_Tooltip_ability_lone_druid_true_form_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_lone_druid_true_form_transformation_time"				"TRANSFORMERINGSTID:"
		"DOTA_Tooltip_ability_lone_druid_true_form_druid"							"Druid Form"
		"DOTA_Tooltip_ability_lone_druid_true_form_druid_Description"				"Vend tilbage til druide-form."
		"DOTA_Tooltip_ability_lone_druid_true_form_druid_transformation_time"		"TRANSFORMERINGSTID:"
		"DOTA_Tooltip_ability_lone_druid_true_form_battle_cry"						"Battle Cry"
		"DOTA_Tooltip_ability_lone_druid_true_form_battle_cry_Lore"					"Når Sylla hyler i skoven, høres genklangen langvejs fra."
		"DOTA_Tooltip_ability_lone_druid_true_form_battle_cry_Description"			"Tilføjer skade og rustning til Lone Druid samt enhver enhed i nærheden, der er under hans kontrol."
		"DOTA_Tooltip_ability_lone_druid_true_form_battle_cry_bonus_damage"			"BONUSSKADE:"
		"DOTA_Tooltip_ability_lone_druid_true_form_battle_cry_bonus_armor"			"EKSTRA RUSTNING:"
		"DOTA_Tooltip_ability_lone_druid_true_form_battle_cry_cry_duration"			"VARIGHED:"
		"DOTA_Tooltip_ability_lone_druid_true_form_battle_cry_range"				"RADIUS:"
		"DOTA_Tooltip_ability_bear_empty1"											"Tom"
		"DOTA_Tooltip_ability_bear_empty2"											"Tom"

		"DOTA_Tooltip_modifier_lone_druid_spirit_bear_entangle_effect"		"Entangling Claws"
		"DOTA_Tooltip_modifier_lone_druid_spirit_bear_entangle_effect_Description"		"Immobiliseret og tager skade over tid."
		"DOTA_Tooltip_modifier_lone_druid_rabid"					"Rabid"
		"DOTA_Tooltip_modifier_lone_druid_rabid_Description"		"Opnår %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% angrebshastighed og %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% bevægelseshastighed."
		"DOTA_Tooltip_modifier_lone_druid_savage_roar"					"Savage Roar"
		"DOTA_Tooltip_modifier_lone_druid_savage_roar_Description"		"Flygter med øget bevægelseshastighed."
		"DOTA_Tooltip_modifier_lone_druid_true_form_battle_cry"		"Battle Cry"
		"DOTA_Tooltip_modifier_lone_druid_true_form_battle_cry_Description"		"Opnår %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% bonusskade og %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% bonusrustning."
		"DOTA_Tooltip_modifier_lone_druid_spirit_bear_attack_check_Description"		"Hvis Spirit Bear bevæger sig for langt væk fra Lone Druid, er den ikke i stand til at angribe, medmindre Lone Druid bærer Aghanim's Scepter."
		
		"DOTA_Tooltip_modifier_lone_druid_spirit_bear_defender"	"Defender"
		"DOTA_Tooltip_modifier_lone_druid_spirit_link"	"Spirit Link"
		"DOTA_Tooltip_modifier_lone_druid_true_form"						"True Form"
		"DOTA_Tooltip_modifier_lone_druid_true_form_Description"			"Forvandlet til en rasende bjørn, men får %dMODIFIER_PROPERTY_EXTRA_HEALTH_BONUS% ekstra HP, %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% øget rustning samt evnerne Entangling Claws og Demolish."

		"DOTA_Tooltip_modifier_lone_druid_bear_demolish_corruption"					"Demolish"
		"DOTA_Tooltip_modifier_lone_druid_bear_demolish_corruption_Description"		"Rustning reduceret med %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"

		"DOTA_Tooltip_modifier_lone_druid_demolish_corruption"					"Demolish"
		"DOTA_Tooltip_modifier_lone_druid_demolish_corruption_Description"		"Rustning reduceret med %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"		

		//BREWMASTER
		"DOTA_Tooltip_ability_brewmaster_thunder_clap"								"Thunder Clap"
		"DOTA_Tooltip_ability_brewmaster_thunder_clap_Lore"							"Et smæk fra Mangix' mægtige tønde sætter gang i festlighederne."
		"DOTA_Tooltip_ability_brewmaster_thunder_clap_Description"					"Hamrer i jorden, hvilket gør skade og hæmmer bevægelseshastigheden og angrebshastigheden hos fjendtlige enheder i nærheden."
		"DOTA_Tooltip_ability_brewmaster_thunder_clap_radius"						"RADIUS:"
		"DOTA_Tooltip_ability_brewmaster_thunder_clap_damage"						"SKADE:"
		"DOTA_Tooltip_ability_brewmaster_thunder_clap_movement_slow"				"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_brewmaster_thunder_clap_attack_speed_slow"			"ANGREBSHÆMNING:"
		"DOTA_Tooltip_ability_brewmaster_thunder_clap_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_brewmaster_drunken_haze"								"Drunken Haze"
		"DOTA_Tooltip_ability_brewmaster_drunken_haze_Lore"							"Oyo-ordenens løsning på alle problemer - endnu en omgang!"
		"DOTA_Tooltip_ability_brewmaster_drunken_haze_Description"					"Gennemvæder et mål i alkohol, hvilket reducerer enhedens bevægelseshastigheden og gør, at dens angreb har en chance for at misse."
		"DOTA_Tooltip_ability_brewmaster_drunken_haze_Note0"						"Kan undviges."
		"DOTA_Tooltip_ability_brewmaster_drunken_haze_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_brewmaster_drunken_haze_movement_slow"				"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_brewmaster_drunken_haze_miss_chance"					"%MISSECHANCE:"
		"DOTA_Tooltip_ability_brewmaster_cinder_brew"								"Cinder Brew"
		"DOTA_Tooltip_ability_brewmaster_cinder_brew_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_brewmaster_cinder_brew_movement_slow"					"%BEVÆGELSESHÆMNING:"
		"DOTA_Tooltip_ability_brewmaster_drunken_brawler"							"Drunken Brawler"
		"DOTA_Tooltip_ability_brewmaster_drunken_brawler_Lore"						"Da Mangix vandt sin titel som Brygmester af Oyo-ordenen, tog han også pladsen som beruselsens mester."
		"DOTA_Tooltip_ability_brewmaster_drunken_brawler_Note0"						"Stabler aftagende med andre kilder af undvigelse."
		"DOTA_Tooltip_ability_brewmaster_primal_split"								"Primal Split"
		"DOTA_Tooltip_ability_brewmaster_primal_split_Lore"							"Det er usikkert om Mangix er bevidst om sit stærke bånd med naturen, da det ofte fremgår i midten af en fordrukken sløvhed."
		"DOTA_Tooltip_ability_brewmaster_primal_split_Description"					"Splitter Brewmaster i forskellige elementer, så der dannes 3 specialiserede krigere, som er mestre i overlevelse, og som hver har deres egne evner. Hvis blot én af dem overlever, indtil deres hidkaldelsesvarighed udløber, genfødes Brewmaster."
		"DOTA_Tooltip_ability_brewmaster_primal_split_Note1"						"Fire Element kan bevæge sig igennem enheder."
		"DOTA_Tooltip_ability_brewmaster_primal_split_duration"						"VARIGHED:"
		"DOTA_Tooltip_ability_brewmaster_primal_split_tooltip_earth_brewling_hp"	"<font color=\"#9acd32\">HP (JORDELEMENT)</font>:"
		"DOTA_Tooltip_ability_brewmaster_primal_split_tooltip_storm_brewling_hp"	"<font color=\"#87ceeb\">HP (STORMELEMENT):</font>:"
		"DOTA_Tooltip_ability_brewmaster_primal_split_tooltip_fire_brewling_hp"		"<font color=\"#FF0000\">HP (ILDELEMENT):</font>:"
		"DOTA_Tooltip_ability_brewmaster_primal_split_shard_tooltip_void_brewling_hp"	"<font color=\"#662375\">HP (TOMRUMSELEMENT):</font>:"
		"DOTA_Tooltip_ability_brewmaster_primal_companion"							"Primal Companion"
		"DOTA_Tooltip_ability_brewmaster_resistant_skin"							"Resistant Skin"
		"DOTA_Tooltip_ability_brewmaster_resistant_skin_Lore"						" "
		"DOTA_Tooltip_ability_brewmaster_resistant_skin_Description"				"Beskytter mod skadende skade."
		"DOTA_Tooltip_ability_brewmaster_earth_hurl_boulder"						"Hurl Boulder"
		"DOTA_Tooltip_ability_brewmaster_earth_hurl_boulder_Lore"					" "
		"DOTA_Tooltip_ability_brewmaster_earth_hurl_boulder_Description"			"Kaster en kampesten på en enhed hvilket gør skade og lammer den."
		"DOTA_Tooltip_ability_brewmaster_earth_hurl_boulder_damage"					"SKADE:"
		"DOTA_Tooltip_ability_brewmaster_earth_hurl_boulder_duration"				"LAMMELSESVARIGHED:"
		"DOTA_Tooltip_ability_brewmaster_earth_spell_immunity"						"Spell Immunity"
		"DOTA_Tooltip_ability_brewmaster_earth_spell_immunity_Lore"					" "
		"DOTA_Tooltip_ability_brewmaster_earth_spell_immunity_Description"			"Immun over for besværgelser."
		"DOTA_Tooltip_ability_brewmaster_earth_pulverize"							"Demolish"
		"DOTA_Tooltip_ability_brewmaster_earth_pulverize_Lore"						" "
		"DOTA_Tooltip_ability_brewmaster_earth_pulverize_Description"				"Gør bonusskade mod bygninger."
		"DOTA_Tooltip_ability_brewmaster_earth_pulverize_bonus_building_damage"     "BONUS-BYGNINGSSKADE:"
		"DOTA_Tooltip_ability_brewmaster_storm_dispel_magic"						"Dispel Magic"
		"DOTA_Tooltip_ability_brewmaster_storm_dispel_magic_Lore"					" "
		"DOTA_Tooltip_ability_brewmaster_storm_dispel_magic_damage"					"SKADE TIL FREMMANEDE:"
		"DOTA_Tooltip_ability_brewmaster_storm_dispel_magic_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone"								"Cyclone"
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone_Lore"						" "
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone_Description"					"Omgiver en fjende i en tornado og fjerner den dermed fra slagmarken."
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone_duration_hero"				"VARIGHED (HELTE):"
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone_duration_unit"				"VARIGHED (IKKE-HELTE):"
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk"							"Wind Walk"
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_Lore"						" "
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_Description"				"Giver midlertidigt usynlighed. Bonus-bevægelseshastighed og angrebsskade mens usynlig."
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_bonus_damage"				"BONUSSKADE:"
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_bonus_movement_speeed"		"BONUS-BEVÆGELSESHASTIGHED:"
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_duration"					"VARIGHED:"
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation"					"Permanent Immolation"
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation_Lore"			" "
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation_Description"		"Brænder fjendtlige enheder i nærheden."
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation_damage"			"SKADE PER SEKUND:"
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation_radius"			"RADIUS:"
		"DOTA_Tooltip_ability_brewmaster_fire_phase"								"Permanent Phase"
		"DOTA_Tooltip_ability_brewmaster_fire_phase_status_resistance"				"%STATUSRESISTENS:"
		"DOTA_Tooltip_ability_brewmaster_void_astral_pulse"							"Astral Pulse"
		"DOTA_Tooltip_ability_brewmaster_void_astral_pulse_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_brewmaster_void_astral_pulse_duration"				"VARIGHED:"
		"DOTA_Tooltip_ability_brewmaster_void_astral_pulse_slow"					"%HÆMNING:"

		"DOTA_Tooltip_modifier_brewmaster_thunder_clap"						"Thunder Clap"
		"DOTA_Tooltip_modifier_brewmaster_thunder_clap_Description"			"Bevægelse hæmmet med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, angreb hæmmet med %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_brewmaster_drunken_haze"						"Drunken Haze"
		"DOTA_Tooltip_modifier_brewmaster_drunken_haze_Description"			"Bevægelse hæmmet med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% og %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% chance for at misse angreb."
		"DOTA_Tooltip_modifier_brewmaster_drunken_brawler"					"Drunken Brawler"
		"DOTA_Tooltip_modifier_brewmaster_earth_pulverize"					"Demolish"
		"DOTA_Tooltip_modifier_brewmaster_earth_pulverize_Description"		"Gør bonusskade mod bygninger."
		"DOTA_Tooltip_modifier_brewmaster_earth_spell_immunity"				"Spell Immunity"
		"DOTA_Tooltip_modifier_brewmaster_earth_spell_immunity_Description"	"Immun over for de fleste besværgelser"
		"DOTA_Tooltip_modifier_brewmaster_storm_wind_walk"					"Wind Walk"
		"DOTA_Tooltip_modifier_brewmaster_storm_cyclone"					"Cyclone"
		"DOTA_Tooltip_modifier_brewmaster_storm_cyclone_Description"		"Uskadelig. Kan ikke foretage handlinger."
		"DOTA_Tooltip_modifier_brewmaster_fire_permanent_immolation"		"Permanent Immolation"
		"DOTA_Tooltip_modifier_brewmaster_fire_permanent_immolation_Description"	"Brænder og tager %dMODIFIER_PROPERTY_TOOLTIP% skade per sekund."
		"DOTA_Tooltip_modifier_brewmaster_primal_split_duration"			"Primal Split"
		"DOTA_Tooltip_modifier_brewmaster_primal_split_duration_Description" " "
		"DOTA_Tooltip_modifier_brewmaster_void_void_strike"		"Void Strike"
		"DOTA_Tooltip_modifier_brewmaster_void_void_strike_description"		"Påvirket af Brewmasters angrebsændringer."
		"DOTA_Tooltip_modifier_brewmaster_void_astral_pulse"				"Astral Pulse"
		"DOTA_Tooltip_modifier_brewmaster_void_astral_pulse_description"	"Afvæbnet og hæmmet med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_modifier_brewmaster_void_brawler_slow_Description"	"Hæmmet med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_modifier_brewmaster_cinder_brew"	"Cinder Brew"
		"DOTA_Tooltip_modifier_brewmaster_cinder_brew_Description"	"Hæmmet med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%. Antændes, når der tages besværgelsesskade."

		"DOTA_Tooltip_modifier_brewmaster_cinder_brew_active_Description"	"Tager skade over tid."
		"DOTA_Tooltip_modifier_brewmaster_fear"								"Cinder Brew – Skræmt"
		"DOTA_Tooltip_modifier_brewmaster_fear_Description"					"Skræmt."

		//SHADOW DEMON
		"DOTA_Tooltip_ability_shadow_demon_disruption"								"Disruption"
		"DOTA_Tooltip_ability_shadow_demon_disruption_Description"					"Forviser det valgte mål fra slagmarken i et kort stykke tid. Ved tilbagevenden skabes to illusioner af målet, som Shadow Demon kan styre."
		"DOTA_Tooltip_ability_shadow_demon_disruption_Lore"							"Bedragets smerte forekommer ikke, når det sker, men når det afsløres."
		"DOTA_Tooltip_ability_shadow_demon_disruption_disruption_duration"			"VARIGHED FORVIST:"
		"DOTA_Tooltip_ability_shadow_demon_disruption_illusion_duration"			"ILLUSIONSVARIGHED:"
		"DOTA_Tooltip_ability_shadow_demon_disruption_illusion_outgoing_tooltip"	"%ILLUSIONSSKADE:"
		"DOTA_Tooltip_ability_shadow_demon_disruption_tooltip_total_illusion_incoming_damage"		"%ILLUSIONSSKADE TAGET:"		
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher"							"Soul Catcher"
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_Description"				"Fanger fjendtlige enheders sjæl i det valgte område, hvilket får dem til at miste en procentdel af deres nuværende HP. Shadow Demon får midlertidigt evne-amplifikation for hver helts sjæl, han fanger. Når effekten udløber, får enhederne halvdelen af deres mistede HP tilbage. Enheder, som er påvirket af Disruption, kan stadig rammes af Soul Catcher."
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_Lore"						"Et forsøg på at modstå Skyggedæmonens korruption er for det meste en nyttesløs anstrengelse."
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_radius"						"RADIUS:"
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_duration"			"VARIGHED:"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison"							"Shadow Poison"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_Description"				"Gør skade i en linje og rammer fjendtlige enheder med en gifteffekt. Giften gør 1/2/4/8/16 gange stablingsskaden, baseret på antal stablinger på målet, op til %max_multiply_stacks% stablinger. Yderligere stablinger forårsager hver %bonus_stack_damage% skade. Denne udsatte skade påføres, når Shadow Poisons varighed udløber, eller når underevnen \"Release\" aktiveres."
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_Lore"						"Skyggedæmonens fortsat voksende indflydelse kan forurene selv de mest tapre og rene helte."
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_Note0"						"Shadow Poison kan påvirke enheder under Disruption."
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_stack_damage"				"STABLINGSSKADE:"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_max_multiply_stacks"		"MAKS. STABLINGER DER KAN FORDOBLES:"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_hit_damage"				"TRÆFFERSKADE:"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_release"					"Shadow Poison Release"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_release_Description"		"Frigiv giften for at gøre skade på alle ramte fjender. Enheder, som er under effekten af Disruption, kan stadig påvirkes af Shadow Poison."
		"DOTA_Tooltip_ability_shadow_demon_demonic_purge"							"Demonic Purge"
		"DOTA_Tooltip_ability_shadow_demon_demonic_purge_Description"				"Renser den valgte fjendtlige enhed, hvilket fjerner positive buffs og hæmmer målet i løbet af varigheden. Enheden genopnår langsomt sin normale bevægelseshastighed op imod varighedens slutning, hvorefter der gøres skade. Enheder påvirket af Disruption kan også påvirkes af Demonic Purge.\n\nDISPEL-TYPE: Simpel dispel"
		"DOTA_Tooltip_ability_shadow_demon_demonic_purge_scepter_description"		"Nedkøling fjernes og erstattes med %max_charges% ladninger, og der gendannes en ladning hvert %charge_restore_time_tooltip_scepter%. sekund. Får også Demonic Purge til at deaktivere sit måls passive evner i løbet af evnens varighed."		
		"DOTA_Tooltip_ability_shadow_demon_demonic_purge_Lore"						"Når Skyggedæmonen ikke længere har brug for sit indsamlede kultmedlem, lader han det slippe fri fra sin ærbødighed — og fra sit liv."
		"DOTA_Tooltip_ability_shadow_demon_demonic_purge_Note0"						"Hæmningen starter på %max_slow%%% og falder over tid til %min_slow%%%."
		"DOTA_Tooltip_ability_shadow_demon_demonic_purge_abilityduration"			"VARIGHED:"
		"DOTA_Tooltip_ability_shadow_demon_demonic_purge_purge_damage"				"PURGE-SKADE:"
		"DOTA_Tooltip_ability_shadow_demon_demonic_purge_charge_restore_time_tooltip_scepter"	"TID FØR NY LADNING:"
		"DOTA_Tooltip_ability_shadow_demon_demonic_purge_max_charges"				"MAKS. LADNINGER:"

		"DOTA_Tooltip_ability_shadow_demon_demonic_cleanse"							"Demonic Cleanse"
		"DOTA_Tooltip_ability_shadow_demon_demonic_cleanse_Description"				"Udrenser den valgte allierede enhed, hvilket fjerner negative effekter i løbet af varigheden. I slutningen af evnens varighed bliver enheden helet. Enheder, som er påvirket af Disruption, kan også påvirkes af Demonic Cleanse.<br><br>DISPEL-TYPE: Simpel dispel"
