"lang"
{ 
	"Language" "german" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"Lebenspunkte"					// $health
		"dota_ability_variable_mana"				"Mana"						// $mana
		"dota_ability_variable_armor"				"Rüstung"						// $armor
		"dota_ability_variable_damage"				"Schaden"					// $damage
		"dota_ability_variable_str"					"Stärke"					// $str
		"dota_ability_variable_int"					"Intelligenz"				// $int
		"dota_ability_variable_agi"					"Agilität"					// $agi
		"dota_ability_variable_all"					"Alle Attribute"			// $all
		"dota_ability_variable_primary_attribute"	"Primärattribut"			// $primary_attribute
		"dota_ability_variable_attack"				"Angriffstempo"				// $attack
		"dota_ability_variable_hp_regen"			"Lebensregeneration"		// $hp_regen
		"dota_ability_variable_lifesteal"			"Lebensraub"					// $lifesteal
		"dota_ability_variable_mana_regen"			"Manaregeneration"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"Manaregeneration (Aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"Zauberschaden"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"Schwächungsdauer"			// $debuff_amp
		"dota_ability_variable_move_speed"			"Bewegungstempo"			// $move_speed
		"dota_ability_variable_evasion"				"Ausweichen"					// $evasion
		"dota_ability_variable_spell_resist"		"Magieresistenz"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"Zauberlebensraub"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"Zauberlebensraub (Diener)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"Zauberlebensraub (Helden)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"Ausgewähltes Attribut"		// $selected_attribute
		"dota_ability_variable_attack_range"		"Angriffsreichweite <font color='#7d7d7d'>(nur Fernkampf)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"Angriffsreichweite <font color='#7d7d7d'>(Nur Nahkampf)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"Zauberreichweite"				// $cast_range
		"dota_ability_variable_status_resist"		"Statusresistenz"			// $status_resist
		"dota_ability_variable_projectile_speed"	"Projektiltempo"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"Manakostenreduzierung"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"Abklingzeitreduzierung"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"Max. Manabonus"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"Schaden (Intelligenzheld)"
		"DOTA_Tooltip_ability_phoenix_sun_ray_Description"				"Phoenix sendet auf Kosten seines eigenen Lebens einen gewaltigen Lichtstrahl aus. Der Strahl schädigt Gegner und heilt Verbündete, jeweils um einen Grundbetrag plus einen Anteil ihres maximalen Lebens. Dieser Prozentwert erhöht sich, je länger die Fähigkeit aktiv ist."
		"DOTA_Tooltip_ability_phoenix_sun_ray_shard_description"				"Sun Ray kann während Supernova aktiviert werden und verlangsamt getroffene Gegner um %shard_move_slow_pct% %%."
		"DOTA_Tooltip_ability_phoenix_sun_ray_abilitydraft_note"		"In Ability Draft ist Bewegen während Sun Ray nicht möglich. Der Held kann sich nur auf der Stelle drehen, während Sun Ray aktiv ist."
		"DOTA_Tooltip_ability_phoenix_sun_ray_Lore"						"Die Öffnung, durch welche die Sternenernergie fließt, ist nur wenige Atome breit."
		"DOTA_Tooltip_ability_phoenix_sun_ray_hp_cost_perc_per_second"	"%LEBENSKOSTEN PRO SEKUNDE:"
		"DOTA_Tooltip_ability_phoenix_sun_ray_base_damage"					"GRUNDSCHADEN PRO SEKUNDE:"
		"DOTA_Tooltip_ability_phoenix_sun_ray_hp_perc_damage"				"%MAX. SCHADEN:"
		"DOTA_Tooltip_ability_phoenix_sun_ray_base_heal"					"GRUNDHEILUNG PRO SEKUNDE:"
		"DOTA_Tooltip_ability_phoenix_sun_ray_hp_perc_heal"				"%MAX. HEILUNG:"
		"DOTA_Tooltip_ability_phoenix_sun_ray_abilityduration"			"MAX. DAUER:"
		"DOTA_Tooltip_ability_phoenix_sun_ray_Note0"							"Sun Ray hat eine Breite von %radius% Einheiten und eine Länge von %abilitycastrange% Einheiten."		
		"DOTA_Tooltip_ability_phoenix_sun_ray_Note1"							"Sun Ray wird unterbrochen, wenn Phoenix betäubt, verstummt, in die Luft geschleudert, verhext oder in Schlaf versetzt wird."		
		"DOTA_Tooltip_ability_phoenix_sun_ray_Note2"							"Phoenix kann Gegenstände oder Fähigkeiten einsetzen, ohne Sun Ray zu unterbrechen."		
		"DOTA_Tooltip_ability_phoenix_sun_ray_stop"								"Sun Ray stoppen"
		"DOTA_Tooltip_ability_phoenix_sun_ray_stop_Description"					"Stoppt Sun Ray sofort."
		"DOTA_Tooltip_ability_phoenix_sun_ray_stop_Lore"						"CHIRP!"
		"DOTA_Tooltip_ability_phoenix_sun_ray_toggle_move"						"Toggle Movement"
		"DOTA_Tooltip_ability_phoenix_sun_ray_toggle_move_Description"			"Erlaubt langsame Vorwärtsbewegung, während Sun Ray aktiv ist."
		"DOTA_Tooltip_ability_phoenix_sun_ray_toggle_move_Note0"				"Sun Ray erlaubt es Phoenix, sich über Klippen und Bäume hinweg zu bewegen."
		"DOTA_Tooltip_ability_phoenix_sun_ray_toggle_move_empty"				""
		"DOTA_Tooltip_ability_phoenix_sun_ray_toggle_move_empty_Description"	""
		"DOTA_Tooltip_ability_phoenix_sun_ray_toggle_move_Lore"					"SQAWRK!"
		"DOTA_Tooltip_ability_phoenix_supernova"							"Supernova"
		"DOTA_Tooltip_ability_phoenix_supernova_Description"				"Der Phoenix beendet freiwillig sein Leben, um eine Chance auf Wiedergeburt zu bekommen. Dabei verwandelt er sich in eine brennende Sonne, die alle Gegner in einem großen Umkreis versengt. Die Sonne kann durch Angriffe gegnerischer Helden zerstört werden. Nach %abilityduration% Sekunden explodiert die Sonne, betäubt dabei alle Gegner in der Nähe, füllt Phoenix' Lebenspunkte und Mana vollständig wieder auf und setzt seine Abklingzeiten zurück.\n\nENTZAUBERUNG: Stark"
		"DOTA_Tooltip_ability_phoenix_supernova_scepter_description"	    "Erhöht die Anzahl der benötigten Angriffe, um die erzeugte Sonne zu zerstören. Ermöglicht es Phoenix außerdem, Supernova auf einen verbündeten Helden anzuwenden, wodurch sich beide zusammen in die Sonne verwandeln und auch beide wiedergeboren werden."
		"DOTA_Tooltip_ability_phoenix_supernova_Lore"						"Der Schmelztiegel einer Supernova mag zwar tödlich sein, doch aus dem Feuer können neue Flammen entspringen, welche die Ewigkeit durchwandern."
		"DOTA_Tooltip_ability_phoenix_supernova_aura_radius"				"RADIUS:"
		"DOTA_Tooltip_ability_phoenix_supernova_abilityduration"			"DAUER:"
		"DOTA_Tooltip_ability_phoenix_supernova_damage_per_sec"				"SCHADEN PRO SEKUNDE:"
		"DOTA_Tooltip_ability_phoenix_supernova_stun_duration"				"BETÄUBUNGSDAUER:"
		"DOTA_Tooltip_ability_phoenix_supernova_max_hero_attacks"			"TREFFERPUNKTE:"
		"DOTA_Tooltip_ability_phoenix_supernova_max_hero_attacks_scepter"   "TREFFERPUNKTE:"
		"DOTA_Tooltip_ability_phoenix_supernova_cast_range_tooltip_scepter"			"ZAUBERREICHWEITE:"

		"DOTA_Tooltip_modifier_phoenix_icarus_dive_burn"					"Icarus-Dive-Brand"
		"DOTA_Tooltip_modifier_phoenix_icarus_dive_burn_Description"		"Erleidet %dMODIFIER_PROPERTY_TOOLTIP% Schaden pro Sekunde und Bewegungstempo um %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %% verringert."
		"DOTA_Tooltip_modifier_phoenix_fire_spirit_burn"					"Fire-Spirit-Brand"
		"DOTA_Tooltip_modifier_phoenix_fire_spirit_burn_Description"		"Erleidet jede Sekunde %dMODIFIER_PROPERTY_TOOLTIP% Schaden und Angriffstempo um %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% verringert."
		"DOTA_Tooltip_modifier_phoenix_fire_spirit_count"					"Feuergeister"
		"DOTA_Tooltip_modifier_phoenix_fire_spirit_count_Description"		"Feuergeister bereit zum Abfeuern."
		"DOTA_Tooltip_modifier_phoenix_sun_ray"								"Sonnenstrahl"
		"DOTA_Tooltip_modifier_phoenix_sun_ray_Description"					"Feuert Sun Ray-Strahl."
		"DOTA_Tooltip_modifier_phoenix_sun_ray_slow"						"Sonnenstrahl"
		"DOTA_Tooltip_modifier_phoenix_sun_ray_slow_Description"			"Bewegungstempo um %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %% reduziert."
		"DOTA_Tooltip_modifier_phoenix_supernova_hiding"					"Sonnenform"
		"DOTA_Tooltip_modifier_phoenix_supernova_hiding_Description"		"Verbrennt Gegner, bevor Phoenix wiedergeboren wird."
		"DOTA_Tooltip_modifier_phoenix_sun"									"Sonnenform"
		"DOTA_Tooltip_modifier_phoenix_sun_Description"						"Verbrennt Gegner, bevor Phoenix wiedergeboren wird."
		"DOTA_Tooltip_modifier_phoenix_sun_debuff"							"Sonnenbrand"
		"DOTA_Tooltip_modifier_phoenix_sun_debuff_Description"				"Erleidet %dMODIFIER_PROPERTY_TOOLTIP% Schaden pro Sekunde."
		
		// TERRORBLADE
		"DOTA_Tooltip_ability_terrorblade_reflection"										"Reflection"
		"DOTA_Tooltip_ability_terrorblade_reflection_Description"							"Terrorblade erschafft unverwundbare dunkle Reflexionen aller gegnerischen Helden im Zielgebiet. Die Bewegung der gegnerischen Helden wird verlangsamt und sie werden von ihren Reflexionen angegriffen."
		"DOTA_Tooltip_ability_terrorblade_reflection_Lore"									"In dem Gefängnis von Faulfjell lernte Terrorblade die Wahrheit dieser alten Erzählung: Man ist sich selbst der schlimmste Feind. Jetzt lehrt er diese Weisheit anderen."
		"DOTA_Tooltip_ability_terrorblade_reflection_illusion_duration"						"DAUER (REFLEXION):"
		"DOTA_Tooltip_ability_terrorblade_reflection_illusion_outgoing_tooltip"				"%SCHADEN (REFLEXION):"
		"DOTA_Tooltip_ability_terrorblade_reflection_move_slow"								"%BEWEGUNGSVERLANGSAMUNG:"
		"DOTA_Tooltip_ability_terrorblade_reflection_range"									"RADIUS:"
		"DOTA_Tooltip_ability_terrorblade_reflection_Note0"									"Spiegelbilder sind nicht angreifbare, unverwundbare Illusionen, die bei Entfernung des Effekts zerstört werden."
		"DOTA_Tooltip_ability_terrorblade_reflection_Note1"									"Spiegelbilder können nur ihre Vorlage angreifen."
		"DOTA_Tooltip_ability_terrorblade_conjure_image"									"Conjure Image"
		"DOTA_Tooltip_ability_terrorblade_conjure_image_Description"						"Erschafft eine Illusion von Terrorblade, die in der Lage ist, Schaden anzurichten."
		"DOTA_Tooltip_ability_terrorblade_conjure_image_Lore"								"Es gibt nur eine Sache, die noch gefährlicher ist, als Terrorblade zu begegnen. MEHREREN Terrorblades zu begegnen!"
		"DOTA_Tooltip_ability_terrorblade_conjure_image_Note0"								"Durch Conjure Image erzeugte Illusionen sehen auch für Gegner optisch anders aus."
		"DOTA_Tooltip_ability_terrorblade_conjure_image_illusion_duration"					"ILLUSIONSDAUER:"
		"DOTA_Tooltip_ability_terrorblade_conjure_image_illusion_outgoing_tooltip"			"%ANGRIFFSSCHADEN (ILLUSION):"
		"DOTA_Tooltip_ability_terrorblade_conjure_image_illusion_incoming_damage_total_tooltip"			"%ERLITTENER SCHADEN (ILLUSION):"
		"DOTA_Tooltip_ability_terrorblade_metamorphosis"									"Metamorphosis"
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_Description"						"Terrorblade verwandelt sich in einen mächtigen Dämon, der über einen Fernkampfangriff verfügt. Alle Terrorblade-Illusionen in einem Umkreis von %metamorph_aura_tooltip% Einheiten werden sich seiner aktuellen Form anpassen."
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_abilitydraft_note"					"<span class=\"ADBlue\">Zepter:</span> Auf <span class=\"ADWhite\"><b>Terror Wave</b></span> kann zugegriffen werden, indem der Autozauber für <span class=\"ADWhite\"><b>Metamorphosis</b></span> umgeschaltet wird."
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_Lore"								"Wer wird denn gleich so böse werden? Der Zorn steigt auf und nimmt überhand. Gestatten, der wahre, schlimmste Terrorblade."
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_duration"							"DAUER:"
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_transformation_time"				"VERWANDLUNGSZEIT:"
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_base_attack_time"					"GRUNDANGRIFFSZEIT:"
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_tooltip_attack_range"				"ANGRIFFSREICHWEITE:"
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_bonus_damage"						"BONUSSCHADEN:"
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_metamorph_aura_tooltip"		"RADIUS (AURA, ILLUSION):"
		"DOTA_Tooltip_ability_terrorblade_metamorphosis_Note0"							"Die Abklingzeiten von Gegenständen mit verschiedenen Werten für Fern- und Nahkämpfer hängen davon ab, in welcher Gestalt sich Terrorblade beim Einsatz des Gegenstands befand."
		"DOTA_Tooltip_ability_terrorblade_sunder"											"Sunder"
		"DOTA_Tooltip_ability_terrorblade_sunder_Description"								"Extrahiert das Leben von Terrorblade und einem Zielhelden, wobei ein gewisser Teil der aktuellen Lebenskraft beider Helden ausgetauscht wird. Einige Lebenspunkte verbleiben jedoch immer."
		"DOTA_Tooltip_ability_terrorblade_sunder_Lore"										"Sie haben dieses Leben doch nicht gebraucht, oder? Der Demon Marauder stiehlt das, was Ihnen am Wichtigsten ist."
		"DOTA_Tooltip_ability_terrorblade_sunder_hit_point_minimum_pct"						"%MIN. LEBENSTAUSCH:"
		
		"DOTA_Tooltip_ability_terrorblade_terror_wave"									"Terror Wave"
		"DOTA_Tooltip_ability_terrorblade_terror_wave_Description"              "Es wird eine Welle in alle Richtungen ausgestoßen, die getroffene Gegner in Furcht versetzt. Terrorblade erhält für kurze Zeit Metamorphosis."
		"DOTA_Tooltip_ability_terrorblade_terror_wave_fear_duration"					"DAUER (FURCHT):"
		"DOTA_Tooltip_ability_terrorblade_terror_wave_scepter_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_terrorblade_terror_wave_scepter_meta_duration"			"DAUER (METAMORPHOSIS):"

		"DOTA_Tooltip_ability_terrorblade_demon_zeal"									"Demon Zeal"
		"DOTA_Tooltip_ability_terrorblade_demon_zeal_health_cost_pct"		"%EIGENSCHADEN (AKTUELLE LP):"
		"DOTA_Tooltip_ability_terrorblade_demon_zeal_berserk_bonus_movement_speed"		"%BONUSBEWEGUNGSTEMPO:"
		"DOTA_Tooltip_ability_terrorblade_demon_zeal_berserk_bonus_attack_speed"		"BONUSANGRIFFSTEMPO:"
		"DOTA_Tooltip_ability_terrorblade_demon_zeal_durationn"				"DAUER:"
		"DOTA_Tooltip_ability_terrorblade_demon_zeal_melee_bonus"			"%BONUS (NAHKAMPF):"

		"DOTA_Tooltip_modifier_terrorblade_reflection_slow"					"Reflection"
		"DOTA_Tooltip_modifier_terrorblade_reflection_slow_Description"		"Bewegungstempo um %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %% verringert und wird von Terrorblades Spiegelbild angegriffen."
		"DOTA_Tooltip_modifier_terrorblade_metamorphosis"					"Metamorphosis"
		"DOTA_Tooltip_modifier_terrorblade_metamorphosis_Description"		"Mächtige Dämonengestalt mit einem Fernkampfangriff."
		"DOTA_Tooltip_modifier_terrorblade_metamorphosis_transform_aura"					"Metamorphosis"
		"DOTA_Tooltip_modifier_terrorblade_metamorphosis_transform_aura_Description"		"Mächtige Dämonengestalt mit einem Fernkampfangriff."
		"DOTA_Tooltip_modifier_terrorblade_metamorphosis_transform_aura_applier"					"Metamorphosis Aura"
		"DOTA_Tooltip_modifier_terrorblade_metamorphosis_transform_aura_applier_Description"					"Terrorblades Illusionen nehmen in seiner Nähe seine derzeitige Form an."
		"DOTA_Tooltip_modifier_terrorblade_fear"							"Furcht"
		"DOTA_Tooltip_modifier_terrorblade_fear_Description"				"Durch Terrorblades Metamorphosis eingeschüchtert."
		"DOTA_Tooltip_modifier_terrorblade_demon_zeal"				"Demon Zeal"
		"DOTA_Tooltip_modifier_terrorblade_demon_zeal_Description"	"Gewährt Bonusbewegungs- und Angriffstempo."
		
		// ORACLE
		"DOTA_Tooltip_ability_oracle_fortunes_end"							"Fortune's End"
		"DOTA_Tooltip_ability_oracle_fortunes_end_Description"				"KANALISIEREND – Sammelt Oracles Macht in einem Blitz zerstörerischer Energie, der nach Entfesselung im Bereich um das Ziel Schaden verursacht, Bewegungen stoppt und Effekte entfernt. Falls das Ziel ein Verbündeter ist, werden nur Effekte entfernt. Die Dauer der Festsetzung entspricht der Kanalisierungsdauer.\n\nENTZAUBERUNG: Standard"
		"DOTA_Tooltip_ability_oracle_fortunes_end_Lore"						"Die astrale Kugel knistert vor Macht, während pure Energie hervorsticht und die Verbindung eines Gegners zu dessen eigenem Körper kurzzeitig unterbricht."
		"DOTA_Tooltip_ability_oracle_fortunes_end_channel_time"					"MAX. KANALISIERUNGSZEIT:"
		"DOTA_Tooltip_ability_oracle_fortunes_end_damage"					"SCHADEN:"
		"DOTA_Tooltip_ability_oracle_fortunes_end_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_oracle_fortunes_end_minimum_purge_duration"	"MIN. FESTSETZUNGSDAUER:"
		"DOTA_Tooltip_ability_oracle_fortunes_end_maximum_purge_duration"	"MAX. FESTSETZUNGSDAUER:"
		"DOTA_Tooltip_ability_oracle_fates_edict"							"Fate's Edict"
		"DOTA_Tooltip_ability_oracle_fates_edict_Description"				"Oracle verzaubert das Ziel, entwaffnet es und gewährt ihm %magic_damage_resistance_pct_tooltip%%% Magieresistenz. Kann sowohl auf Verbündete als auch Gegner angewendet werden."
		"DOTA_Tooltip_ability_oracle_fates_edict_scepter_Description"		"Fate's Edict entwaffnet Verbündete nicht mehr und macht Gegner nicht mehr immun gegen Magieschaden."
		"DOTA_Tooltip_ability_oracle_fates_edict_Lore"						"Ein alte Prophezeiung sagt: Ein auserwählter Verbündeter soll nur kurz unter Magiemangel leiden. Andere Arten des Leidens jedoch..."
		"DOTA_Tooltip_ability_oracle_fates_edict_duration"					"DAUER:"
		"DOTA_Tooltip_ability_oracle_fates_edict_abilitycastrange"				"ZAUBERREICHWEITE:"
		"DOTA_Tooltip_ability_oracle_purifying_flames"						"Purifying Flames"
		"DOTA_Tooltip_ability_oracle_purifying_flames_Description"			"Säubert das Ziel von all seinen Unreinheiten, was diesem zunächst schweren Schaden zufügt, danach aber Lebensregeneration für die Dauer des Effekts verleiht. Kann sowohl auf Verbündete als auch auf Gegner angewendet werden."
		"DOTA_Tooltip_ability_oracle_purifying_flames_Lore"					"So wie eine Halle voller Spiegel das Licht einer einzigen Kerze verstärken kann, können die zersplitterten Wände des Universums das Licht der Prophezeiung zu einer brennenden Fackel bündeln."
		"DOTA_Tooltip_ability_oracle_purifying_flames_damage"				"SCHADEN:"
		"DOTA_Tooltip_ability_oracle_purifying_flames_heal_per_second"		"HEILUNG PRO SEKUNDE:"
		"DOTA_Tooltip_ability_oracle_purifying_flames_total_heal_tooltip"		"GESAMTHEILUNG:"
		"DOTA_Tooltip_ability_oracle_purifying_flames_duration"				"DAUER:"
		"DOTA_Tooltip_ability_oracle_purifying_flames_cooldown_scepter"		"ABKLINGZEIT (ZEPTER):"
		"DOTA_Tooltip_ability_oracle_purifying_flames_castpoint_scepter"		"ZAUBERVERZÖGERUNG (ZEPTER):"
		"DOTA_Tooltip_ability_oracle_purifying_flames_Note0"				"Die Heilung von Purifying Flames kann mit sich selbst aufsummiert werden."
		"DOTA_Tooltip_ability_oracle_false_promise"							"False Promise"
		"DOTA_Tooltip_ability_oracle_false_promise_Description"				"Verändert vorübergehend das Schicksal eines Verbündeten, wodurch alle Heilung sowie erlittener Schaden bis zum Ende von False Promise verzögert werden. Jede durch False Promise verzögerte Heilung wird verdoppelt. Entfernt bei Anwendung die meisten negativen Statuseffekte und Betäubungen.\n\nENTZAUBERUNG: Stark"
		"DOTA_Tooltip_ability_oracle_false_promise_shard_description"		"False Promise macht das Ziel mit %shard_fade_time% Sekunden Verzögerung unsichtbar."
		"DOTA_Tooltip_ability_oracle_false_promise_Lore"					"Feinde und falsche Propheten lügen oft über das Schicksal von Männern."
		"DOTA_Tooltip_ability_oracle_false_promise_duration"				"DAUER:"
		"DOTA_Tooltip_ability_oracle_false_promise_Note0"					"Verzögerte Schadens-/Heilungseffekte berücksichtigen Reduzierungen durch Rüstung und Magieresistenz."
		"DOTA_Tooltip_ability_oracle_false_promise_Note1"					"Der verzögerte Schaden und Heilung wirken, sobald das Ziel verwundbar wird."
		"DOTA_Tooltip_ability_oracle_false_promise_abilitycastrange"						"ZAUBERREICHWEITE:"
		"DOTA_Tooltip_modifier_oracle_fortunes_end_purge"								"Fortune's End Purge"
		"DOTA_Tooltip_modifier_oracle_fortunes_end_purge_Description"								"Buffs entfernt und gestoppt."
		"DOTA_Tooltip_modifier_oracle_fates_edict"										"Fate's Edict"
		"DOTA_Tooltip_modifier_oracle_fates_edict_Description"				"Entwaffnet, Magieresistenz um %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS% %% erhöht."
		"DOTA_Tooltip_modifier_oracle_purifying_flames"					"Purifying-Flames-Heilung"
		"DOTA_Tooltip_modifier_oracle_purifying_flames_Description"					"Wird durch Purifying Flames geheilt."
		"DOTA_Tooltip_modifier_oracle_false_promise_timer"						"False Promise"
		"DOTA_Tooltip_modifier_oracle_false_promise_timer_Description"		"Alle Heilungs- und Schadenseffekte werden bis zum Ende von False Promise verzögert."

		"DOTA_Tooltip_ability_oracle_rain_of_destiny"							"Rain of Destiny"
		"DOTA_Tooltip_ability_oracle_rain_of_destiny_Description"				"Lässt Regen im Zielbereich niederprasseln. Während Gegner Schaden erleiden und ihre Heilungsverstärkung reduziert ist, werden Verbündete geheilt und ihre Heilungsverstärkung externer Heilungseffekte erhöht."
		"DOTA_Tooltip_ability_oracle_rain_of_destiny_Lore"						"Durch die Verbindung von astraler und atmosphärischer Magie ist Nerif imstande, die Realität auf paradoxe Weise zu verbiegen."
		"DOTA_Tooltip_ability_oracle_rain_of_destiny_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_oracle_rain_of_destiny_duration"					"DAUER:"
		"DOTA_Tooltip_ability_oracle_rain_of_destiny_damage"					"SCHADEN/HEILUNG PRO SEKUNDE:"
		"DOTA_Tooltip_ability_oracle_rain_of_destiny_heal_amp"					"%HEILUNGSVERSTÄRKUNG:"
		"DOTA_Tooltip_modifier_oracle_rain_of_destiny"					"Schicksalsregen"
		"DOTA_Tooltip_modifier_oracle_rain_of_destiny_Description"		"Erhöht die Heilungsverstärkung von Verbündeten und reduziert diese bei Gegnern jeweils um %dMODIFIER_PROPERTY_HEAL_AMPLIFY_PERCENTAGE_TARGET% %%."
		
		// TECHIES
		"DOTA_Tooltip_ability_techies_land_mines"						"Proximity Mines"
		"DOTA_Tooltip_ability_techies_land_mines_Lore"			"Der Fluch von Toterin!"
		"DOTA_Tooltip_ability_techies_land_mines_Description"			"Legt eine unsichtbare Mine, die nicht durch Klarsicht aufgedeckt werden kann, aber sichtbar wird, sobald ein Gegner ihren Wirkungsbereich von %radius% Einheiten betritt. Die Mine explodiert, wenn sich ein Gegner %proximity_threshold% Sekunden im Wirkungsbereich aufhält, fügt diesem Schaden zu und reduziert dessen Magieresistenz. Die Explosion verursacht im Umkreis von %min_distance% Einheiten den vollen Schaden. Der Schaden reduziert sich auf bis zu %outer_damage% %% am Rand des Wirkungsbereichs. Fügt Gebäuden %building_damage_pct% %% des Schadens zu."
		"DOTA_Tooltip_ability_techies_land_mines_damage"				"SCHADEN:"
		"DOTA_Tooltip_ability_techies_land_mines_radius"	            "RADIUS:"
		"DOTA_Tooltip_ability_techies_land_mines_building_damage_pct"   "%SCHADEN (GEBÄUDE):"
		"DOTA_Tooltip_ability_techies_land_mines_activation_delay"		"AKTIVIERUNGSVERZÖGERUNG:"
		"DOTA_Tooltip_ability_techies_land_mines_mres_reduction"		"%MAGIERESISTENZMALUS:"
		"DOTA_Tooltip_ability_techies_land_mines_burn_duration"			"SCHWÄCHUNGSDAUER:"
		"DOTA_Tooltip_ability_techies_land_mines_Note0"					"Kann nicht im Umkreis von %placement_radius% Einheiten um eine andere Annäherungsmine platziert werden."
		"DOTA_Tooltip_ability_techies_land_mines_Note1"					"Proximity Mines können nicht benutzt werden, um den Spawn neutraler Creep-Lager zu blockieren."
		"DOTA_Tooltip_ability_techies_land_mines_Note2"					"Minen bleiben aktiv, bis sie explodieren oder zerstört werden."
		"DOTA_Tooltip_ability_techies_land_mines_Note3"					"Minen werden von unsichtbaren Einheiten ausgelöst."
		"DOTA_Tooltip_ability_techies_land_mines_Note4"					"Minen werden von einigen fliegenden Einheiten nicht ausgelöst."
		"DOTA_Tooltip_ability_techies_land_mines_Note5"					"Gewährt 30 Gold, falls von einem gegnerischen Helden zerstört."
		"DOTA_Tooltip_ability_techies_land_mines_Note6"					"Minenschaden und Schwächungseffekt durchdringen Zauberimmunität."
		"DOTA_Tooltip_ability_techies_stasis_trap"						"Stasis Trap"
		"DOTA_Tooltip_ability_techies_stasis_trap_Description"			"Stellt eine unsichtbare Falle auf, die beim Auslösen in der Nähe befindliche gegnerische Einheiten festsetzt."
		"DOTA_Tooltip_ability_techies_stasis_trap_Lore"			"Die Plage von Trapper Town!"
		"DOTA_Tooltip_ability_techies_stasis_trap_activation_radius"	"DETONATIONSRADIUS:"
		"DOTA_Tooltip_ability_techies_stasis_trap_stun_duration"		"FESTSETZUNGSDAUER:"
		"DOTA_Tooltip_ability_techies_stasis_trap_stun_radius"		    "FESTSETZUNGSRADIUS:"
		"DOTA_Tooltip_ability_techies_stasis_trap_fade_time"		    "ÜBERGANGSZEIT (FALLE):"
		"DOTA_Tooltip_ability_techies_stasis_trap_cast_range_scepter_bonus"	"BONUSZAUBERREICHWEITE (ZEPTER):"
		"DOTA_Tooltip_ability_techies_stasis_trap_scepter_description"	"Erhöht Zauberreichweite."
		"DOTA_Tooltip_ability_techies_stasis_trap_Note0"				"Stasis Traps zerstören bei Detonation alle anderen Stasis Traps in ihrem Wirkradius."
