"lang"
{ 
	"Language" "thai" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"พลังชีวิต"					// $health
		"dota_ability_variable_mana"				"มานา"						// $mana
		"dota_ability_variable_armor"				"เกราะป้องกัน"						// $armor
		"dota_ability_variable_damage"				"พลังโจมตี"					// $damage
		"dota_ability_variable_str"					"Strength"					// $str
		"dota_ability_variable_int"					"Intelligence"				// $int
		"dota_ability_variable_agi"					"Agility"					// $agi
		"dota_ability_variable_all"					"ค่าคุณสมบัติทั้งหมด"			// $all
		"dota_ability_variable_primary_attribute"	"ค่าสถานะหลัก"			// $primary_attribute
		"dota_ability_variable_attack"				"ความเร็วในการโจมตี"				// $attack
		"dota_ability_variable_hp_regen"			"อัตราการฟื้นฟูพลังชีวิต"		// $hp_regen
		"dota_ability_variable_lifesteal"			"ดูดพลังชีวิต"					// $lifesteal
		"dota_ability_variable_mana_regen"			"อัตราฟื้นฟูมานา"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"ออราอัตราฟื้นฟูมานา"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"ความเสียหายสกิล"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"ระยะเวลาดีบัฟ"			// $debuff_amp
		"dota_ability_variable_move_speed"			"ความเร็วในการเคลื่อนที่"			// $move_speed
		"dota_ability_variable_evasion"				"อัตราหลบหลีก"					// $evasion
		"dota_ability_variable_spell_resist"		"ความต้านทานเวทมนตร์"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"สกิลดูดพลังชีวิต"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"สกิลดูดพลังชีวิต (ครีป)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"สกิลดูดพลังชีวิต (ฮีโร่)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"ค่าคุณสมบัติที่เลือก"		// $selected_attribute
		"dota_ability_variable_attack_range"		"ระยะการโจมตี <font color='#7d7d7d'>(เฉพาะระยะไกล)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"ระยะการโจมตี <font color='#7d7d7d'>(เฉพาะระยะประชิด)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"ระยะร่าย"				// $cast_range
		"dota_ability_variable_status_resist"		"ความต้านทานสถานะ"			// $status_resist
		"dota_ability_variable_projectile_speed"	"ความเร็วกระสุน"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"ลดมานาที่ใช้"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"ลดคูลดาวน์"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"เพิ่มมานาสูงสุด"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"พลังโจมตี (ฮีโร่ Intelligence)"
		"DOTA_Tooltip_ability_brewmaster_earth_pulverize_Description"				"สร้างความเสียหายพิเศษแก่สิ่งก่อสร้าง"
		"DOTA_Tooltip_ability_brewmaster_earth_pulverize_bonus_building_damage"     "ความเสียหายพิเศษต่อสิ่งก่อสร้าง:"
		"DOTA_Tooltip_ability_brewmaster_storm_dispel_magic"						"Dispel Magic"
		"DOTA_Tooltip_ability_brewmaster_storm_dispel_magic_Lore"					" "
		"DOTA_Tooltip_ability_brewmaster_storm_dispel_magic_Description"			"สร้างความเสียหายแก่ยูนิตอัญเชิญในพื้นที่ และลบล้างบัฟหรือดีบัฟเกือบทั้งหมด \n\nชนิดการลบล้าง: การลบล้างพื้นฐาน"
		"DOTA_Tooltip_ability_brewmaster_storm_dispel_magic_damage"					"ความเสียหายต่อยูนิตอัญเชิญ:"
		"DOTA_Tooltip_ability_brewmaster_storm_dispel_magic_radius"					"รัศมี:"
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone"								"Cyclone"
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone_Lore"						" "
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone_Description"					"ล้อมจับยูนิตด้วยทอร์นาโด นำมันออกจากการต่อสู้"
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone_duration_hero"				"ระยะเวลาต่อฮีโร่:"
		"DOTA_Tooltip_ability_brewmaster_storm_cyclone_duration_unit"				"ระยะเวลาต่อยูนิตที่ไม่ใช่ฮีโร่:"
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk"							"Wind Walk"
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_Lore"						" "
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_Description"				"ทำให้ล่องหนชั่วคราว เพิ่มความเร็วในการเคลื่อนที่ และความเสียหายเมื่อโจมตีขณะล่องหน"
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_bonus_damage"				"ความเสียหายพิเศษ:"
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_bonus_movement_speeed"		"เพิ่มความเร็วในการเคลื่อนที่:"
		"DOTA_Tooltip_ability_brewmaster_storm_wind_walk_duration"					"ระยะเวลา:"
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation"					"Permanent Immolation"
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation_Lore"			" "
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation_Description"		"เผายูนิตศัตรูที่อยู่ในบริเวณใกล้เคียง"
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation_damage"			"ความเสียหายต่อวินาที:"
		"DOTA_Tooltip_ability_brewmaster_fire_permanent_immolation_radius"			"รัศมี:"
		"DOTA_Tooltip_ability_brewmaster_fire_phase"								"Permanent Phase"
		"DOTA_Tooltip_ability_brewmaster_fire_phase_Description"					"ทำให้ Brewling สามารถเคลื่อนที่ทะลุผ่านยูนิต และได้รับความต้านทานสถานะเพิ่มเติม"
		"DOTA_Tooltip_ability_brewmaster_fire_phase_status_resistance"				"%ความต้านทานสถานะ:"
		"DOTA_Tooltip_ability_brewmaster_void_astral_pulse"							"Astral Pulse"
		"DOTA_Tooltip_ability_brewmaster_void_astral_pulse_Description"				"ปลดอาวุธและลดความเร็วในการเคลื่อนที่ของศัตรูใกล้เคียง"
		"DOTA_Tooltip_ability_brewmaster_void_astral_pulse_radius"					"รัศมี:"
		"DOTA_Tooltip_ability_brewmaster_void_astral_pulse_duration"				"ระยะเวลา:"
		"DOTA_Tooltip_ability_brewmaster_void_astral_pulse_slow"					"%ช้าลง:"

		"DOTA_Tooltip_modifier_brewmaster_thunder_clap"						"Thunder Clap"
		"DOTA_Tooltip_modifier_brewmaster_thunder_clap_Description"			"เคลื่อนที่ช้าลง %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% และโจมตีช้าลง %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
		"DOTA_Tooltip_modifier_brewmaster_drunken_haze"						"Drunken Haze"
		"DOTA_Tooltip_modifier_brewmaster_drunken_haze_Description"			"เคลื่อนที่ช้าลง %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% และมีโอกาสโจมตีพลาด %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_brewmaster_drunken_brawler"					"Drunken Brawler"
		"DOTA_Tooltip_modifier_brewmaster_drunken_brawler_Description"		"มีโอกาสเพิ่มเติมที่จะโจมตีติดคริติคอลและหลบหลีกการโจมตี เปลี่ยนความเร็วในการเคลื่อนที่"
		"DOTA_Tooltip_modifier_brewmaster_earth_pulverize"					"Demolish"
		"DOTA_Tooltip_modifier_brewmaster_earth_pulverize_Description"		"สร้างความเสียหายพิเศษแก่สิ่งก่อสร้าง"
		"DOTA_Tooltip_modifier_brewmaster_earth_spell_immunity"				"Spell Immunity"
		"DOTA_Tooltip_modifier_brewmaster_earth_spell_immunity_Description"	"ต้านทานต่อเวทมนตร์เกือบทุกชนิด"
		"DOTA_Tooltip_modifier_brewmaster_storm_wind_walk"					"Wind Walk"
		"DOTA_Tooltip_modifier_brewmaster_storm_wind_walk_Description"		"ล่องหน ความเร็วในการเคลื่อนที่เพิ่มขึ้น %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_brewmaster_storm_cyclone"					"Cyclone"
		"DOTA_Tooltip_modifier_brewmaster_storm_cyclone_Description"		"เป็นอมตะ ไม่สามารถทำอะไรได้"
		"DOTA_Tooltip_modifier_brewmaster_fire_permanent_immolation"		"Permanent Immolation"
		"DOTA_Tooltip_modifier_brewmaster_fire_permanent_immolation_Description"	"เผาไหม้ทำให้เกิดความเสียหาย %dfMODIFIER_PROPERTY_TOOLTIP% หน่วยต่อวินาที"
		"DOTA_Tooltip_modifier_brewmaster_primal_split_duration"			"Primal Split"
		"DOTA_Tooltip_modifier_brewmaster_primal_split_duration_Description" " "
		"DOTA_Tooltip_modifier_brewmaster_void_void_strike"		"Void Strike"
		"DOTA_Tooltip_modifier_brewmaster_void_void_strike_description"		"ได้รับเอฟเฟกต์การโจมตีจาก Brewmaster"
		"DOTA_Tooltip_modifier_brewmaster_void_astral_pulse"				"Astral Pulse"
		"DOTA_Tooltip_modifier_brewmaster_void_astral_pulse_description"	"ถูกปลดอาวุธและเคลื่อนที่ช้าลง %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

		"DOTA_Tooltip_modifier_brewmaster_void_brawler_slow"				"Void Brawler Slow"
		"DOTA_Tooltip_modifier_brewmaster_void_brawler_slow_Description"	"เคลื่อนที่ช้าลง %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

		"DOTA_Tooltip_modifier_brewmaster_cinder_brew"	"Cinder Brew"
		"DOTA_Tooltip_modifier_brewmaster_cinder_brew_Description"	"ช้าลง %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% จะเผาไหม้เมื่อได้รับความเสียหายสกิล"

		"DOTA_Tooltip_modifier_brewmaster_brew_up"							"เปียกชุ่มไปด้วย Cinder Brew"
		"DOTA_Tooltip_modifier_brewmaster_brew_up_Description"				"กระบวนท่า Drunken Brawler มีความแข็งแกร่งขึ้นด้วยเครื่องดื่มสุดเข้ม"
		
		"DOTA_Tooltip_modifier_brewmaster_cinder_brew_active"	"Cinder Brew Ignite"
		"DOTA_Tooltip_modifier_brewmaster_cinder_brew_active_Description"	"ได้รับความเสียหายอย่างต่อเนื่อง"
		"DOTA_Tooltip_modifier_brewmaster_fear"								"หวาดกลัวจาก Cinder Brew"
		"DOTA_Tooltip_modifier_brewmaster_fear_Description"					"หวาดกลัว"

		"DOTA_Tooltip_modifier_brewmaster_drunken_brawler_passive"					"Drunken Brawler"

		//SHADOW DEMON
		"DOTA_Tooltip_ability_shadow_demon_disruption"								"Disruption"
		"DOTA_Tooltip_ability_shadow_demon_disruption_Description"					"ขับไล่เป้าหมายให้หายไปจากสนามรบเป็นระยะเวลาหนึ่ง เมื่อกลับมาจะมีร่างเงาของเป้าหมาย 2 ตัวตามมาด้วย ซึ่งมันจะอยู่ภายใต้การควบคุมของ Shadow Demon"
		"DOTA_Tooltip_ability_shadow_demon_disruption_Lore"							"ความเจ็บปวดจากการถูกหลอกลวงนั้นไม่เคยมาพร้อมกับที่มันเกิดขึ้น หากแต่มาพร้อมกับที่มันถูกเปิดเผย"
		"DOTA_Tooltip_ability_shadow_demon_disruption_disruption_duration"			"ระยะเวลาขับไล่:"
		"DOTA_Tooltip_ability_shadow_demon_disruption_illusion_duration"			"ระยะเวลาของร่างเงา:"
		"DOTA_Tooltip_ability_shadow_demon_disruption_illusion_outgoing_tooltip"	"%ร่างเงาสร้างความเสียหาย:"
		"DOTA_Tooltip_ability_shadow_demon_disruption_tooltip_total_illusion_incoming_damage"		"%ร่างเงาได้รับความเสียหาย:"		
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher"							"Soul Catcher"
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_Description"				"ขังดวงวิญญาณของยูนิตศัตรูในพื้นที่ ทำให้สูญเสียเปอร์เซ็นต์ของพลังชีวิตที่เหลืออยู่ แต่ละดวงวิญญาณฮีโร่ที่ถูกขังจะเพิ่มความเสียหายสกิลของ Shadow Demon ชั่วคราว เมื่อดีบัฟถูกลบออก ยูนิตดังกล่าวจะได้รับพลังชีวิตคืนครึ่งหนึ่งของที่สูญเสียไป ยูนิตที่อยู่ในผลของสกิล Disruption ยังคงสามารถได้รับผลจาก Soul Catcher ได้"
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_Lore"						"การพยายามต่อต้านความชั่วร้ายของ Shadow Demon เป็นการพยายามที่เปล่าประโยชน์"
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_health_lost"			"%สูญเสียพลังชีวิตที่เหลืออยู่:"
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_radius"						"รัศมี:"
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_bonus_spell_amp"			"เพิ่มความเสียหายสกิลต่อฮีโร่:"
		"DOTA_Tooltip_ability_shadow_demon_soul_catcher_duration"			"ระยะเวลา:"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison"							"Shadow Poison"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_abilitydraft_note"			"ใน Ability Draft สกิล Shadow Poison Release ทำงานโดยการเปิด/ปิดการร่ายอัตโนมัติ ซึ่งทำได้โดยการคลิกขวาที่สกิลหรือใช้ปุ่มลัด Alt + ปุ่มสกิล สถานะการร่ายอัตโนมัติจะเปิดเสมอหากมียูนิตใดก็ตามที่กำลังได้รับผลจาก Shadow Poison"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_Description"				"สร้างความเสียหายในแนวเส้นตรงและทำให้ยูนิตศัตรูทรมานด้วย ผลของพิษ พิษสร้างความเสียหายได้ 1/2/4/8/16 เท่าตาม จำนวนครั้งที่ซ้อนทับเป้าหมาย คูณได้สูงสุด %max_multiply_stacks% ครั้ง นอกจากนี้ ยังสร้างความเสียหายเพิ่มอีก %bonus_stack_damage% หน่วยในแต่ละครั้งที่ซ้อนทับ ความเสียหายสะสมนี้จะเกิดขึ้นเมื่อหมดระยะเวลาของ Shadow Poison หรือสกิลย่อย Release ถูกใช้"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_Lore"						"แรงยั่วยวนที่คอยเพิ่มขึ้นตลอดเวลาจาก Shadow Demon สามารถทำให้แม้แต่นักรบที่กล้าหาญและบริสุทธิ์ที่สุดแปดเปื้อนได้"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_Note0"						"Shadow Poison มีผลกับยูนิตที่กำลังโดน Disruption"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_stack_damage"				"ความเสียหายสะสม:"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_abilityduration"			"ระยะเวลาดีบัฟ:"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_radius"					"รัศมี:"
		"DOTA_Tooltip_ability_shadow_demon_shadow_poison_max_multiply_stacks"		"ตัวคูณซ้อนทับสูงสุด:"
