"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"ฮ้า ฮ่า ฮาฮ่าฮ่าฮาฮะฮะฮ่ะฮ่ะฮ่ะฮ่ะ!"
"[english]dota_chatwheel_label_chen_1"	"Found unworthy."
"dota_chatwheel_message_chen_2"	"ช่างเหยียดหยามอะไรเยี่ยงนี้?"
"[english]dota_chatwheel_message_chen_2"	"What blasphemy is this?"
"dota_chatwheel_label_chen_2"	"ช่างเหยียดหยาม..."
"[english]dota_chatwheel_label_chen_2"	"What blasphemy..."
"dota_chatwheel_message_chen_3"	"เวลาใกล้เข้ามาแล้ว"
"[english]dota_chatwheel_message_chen_3"	"The time draws nigh."
"dota_chatwheel_label_chen_3"	"เวลาใกล้เข้ามาแล้ว"
"[english]dota_chatwheel_label_chen_3"	"The time draws nigh."
"dota_chatwheel_message_chen_4"	"ได้ฤกษ์เริ่มลงทัณฑ์!"
"[english]dota_chatwheel_message_chen_4"	"The persecution starts now!"
"dota_chatwheel_label_chen_4"	"เริ่มลงทัณฑ์..."
"[english]dota_chatwheel_label_chen_4"	"The persecution..."
"dota_chatwheel_message_chen_5"	"เดินแผนตามคำทำนาย"
"[english]dota_chatwheel_message_chen_5"	"A fulfillment of the prophecy."
"dota_chatwheel_label_chen_5"	"เดินแผนตามคำทำนาย"
"[english]dota_chatwheel_label_chen_5"	"A fulfillment of the prophecy."
"dota_chatwheel_message_spectre_laugh"	"ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า!"
"[english]dota_chatwheel_message_spectre_laugh"	"Ha ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_spectre_laugh"	"[หัวเราะ]"
"[english]dota_chatwheel_label_spectre_laugh"	"[Laugh]"
"dota_chatwheel_message_spectre_thank"	"ข้าจะอยู่เคียงข้างเจ้า"
"[english]dota_chatwheel_message_spectre_thank"	"I'll stand by you."
"dota_chatwheel_label_spectre_thank"	"ข้าจะอยู่เคียงข้างเจ้า"
"[english]dota_chatwheel_label_spectre_thank"	"I'll stand by you."
"dota_chatwheel_message_spectre_deny"	"พลาด"
"[english]dota_chatwheel_message_spectre_deny"	"Wrong."
"dota_chatwheel_label_spectre_deny"	"พลาด"
"[english]dota_chatwheel_label_spectre_deny"	"Wrong."
"dota_chatwheel_message_spectre_1"	"ข้าไม่เข้าใจ"
"[english]dota_chatwheel_message_spectre_1"	"I do not understand."
"dota_chatwheel_label_spectre_1"	"ข้าไม่เข้าใจ"
"[english]dota_chatwheel_label_spectre_1"	"I do not understand."
"dota_chatwheel_message_spectre_2"	"นี่มันอะไรกัน?"
"[english]dota_chatwheel_message_spectre_2"	"What is this?"
"dota_chatwheel_label_spectre_2"	"นี่มันอะไรกัน?"
"[english]dota_chatwheel_label_spectre_2"	"What is this?"
"dota_chatwheel_message_spectre_3"	"ทักษะมีประโยชน์"
"[english]dota_chatwheel_message_spectre_3"	"A useful skill."
"dota_chatwheel_label_spectre_3"	"ทักษะมีประโยชน์"
"[english]dota_chatwheel_label_spectre_3"	"A useful skill."
"dota_chatwheel_message_spectre_4"	"ไม่ต้องมีใครเข้าใจข้าจะได้ไหม?"
"[english]dota_chatwheel_message_spectre_4"	"Can no one understand me?"
"dota_chatwheel_label_spectre_4"	"ไม่ต้องมีใครเข้าใจข้าจะได้ไหม?"
"[english]dota_chatwheel_label_spectre_4"	"Can no one understand me?"
"dota_chatwheel_message_spectre_5"	"น่าสังเวชและโง่เขลา"
"[english]dota_chatwheel_message_spectre_5"	"Miserable and ignorant."
"dota_chatwheel_label_spectre_5"	"น่าสังเวชและโง่เขลา"
"[english]dota_chatwheel_label_spectre_5"	"Miserable and ignorant."
"dota_chatwheel_message_ancient_apparition_laugh"	"ฮื้ม ฮื้ม ฮื้ม ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า!"
"[english]dota_chatwheel_message_ancient_apparition_laugh"	"Hm hm hm ha ha ha ha ha ha ha!"
"dota_chatwheel_label_ancient_apparition_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_ancient_apparition_laugh"	"Laugh"
"dota_chatwheel_message_ancient_apparition_thank"	"น่าสนใจ"
"[english]dota_chatwheel_message_ancient_apparition_thank"	"Interesting."
"dota_chatwheel_label_ancient_apparition_thank"	"น่าสนใจ"
"[english]dota_chatwheel_label_ancient_apparition_thank"	"Interesting."
"dota_chatwheel_message_ancient_apparition_deny"	"ลมหนาวพัดมาเยือน"
"[english]dota_chatwheel_message_ancient_apparition_deny"	"A cold wind blows."
"dota_chatwheel_label_ancient_apparition_deny"	"ลมหนาวพัดมาเยือน"
"[english]dota_chatwheel_label_ancient_apparition_deny"	"A cold wind blows."
"dota_chatwheel_message_ancient_apparition_2"	"ฉันแก่เกินกว่าจะทำสิ่งนี้!"
"[english]dota_chatwheel_message_ancient_apparition_2"	"I'm too old for this!"
"dota_chatwheel_label_ancient_apparition_2"	"ฉันแก่เกินกว่าจะทำสิ่งนี้"
"[english]dota_chatwheel_label_ancient_apparition_2"	"I'm too old for this."
"dota_chatwheel_message_ancient_apparition_3"	"ข้ารอมาหลายชั่วอายุแต่ก็คุ้มค่า"
"[english]dota_chatwheel_message_ancient_apparition_3"	"I waited ages but it was worth it."
"dota_chatwheel_label_ancient_apparition_3"	"ข้ารอมาหลายชั่วอายุ..."
"[english]dota_chatwheel_label_ancient_apparition_3"	"I waited ages..."
"dota_chatwheel_message_ancient_apparition_4"	"ได้เวลาทำลายน้ำแข็ง!"
"[english]dota_chatwheel_message_ancient_apparition_4"	"Time to break the ice!"
"dota_chatwheel_label_ancient_apparition_4"	"ทำลายน้ำแข็ง"
"[english]dota_chatwheel_label_ancient_apparition_4"	"Break the ice."
"dota_chatwheel_message_ancient_apparition_5"	"หมอกน้ำแข็ง!"
"[english]dota_chatwheel_message_ancient_apparition_5"	"Icefog!"
"dota_chatwheel_label_ancient_apparition_5"	"หมอกน้ำแข็ง!"
"[english]dota_chatwheel_label_ancient_apparition_5"	"Icefog!"
"dota_chatwheel_message_doom_bringer_laugh"	"ฮี่ฮื่อ ฮื่อ ฮ่าา ฮื่อ ฮ่าา ฮ่าา ฮ่าา"
"[english]dota_chatwheel_message_doom_bringer_laugh"	"Heheh heh hah heh hah hah hah."
"dota_chatwheel_label_doom_bringer_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_doom_bringer_laugh"	"Laugh"
"dota_chatwheel_message_doom_bringer_thank"	"โอ้ ใช่"
"[english]dota_chatwheel_message_doom_bringer_thank"	"Oh, yes."
"dota_chatwheel_label_doom_bringer_thank"	"โอ้ ใช่"
"[english]dota_chatwheel_label_doom_bringer_thank"	"Oh, yes."
"dota_chatwheel_message_doom_bringer_3"	"โอ้ แย่จัง"
"[english]dota_chatwheel_message_doom_bringer_3"	"Oh, crap."
"dota_chatwheel_label_doom_bringer_3"	"โอ้ แย่จัง!"
"[english]dota_chatwheel_label_doom_bringer_3"	"Oh, crap!"
"dota_chatwheel_message_ursa_laugh"	"ฮ่าา! ฮ่าา! ฮ่าา-ฮ่าา-ฮ่าา!"
"[english]dota_chatwheel_message_ursa_laugh"	"Hah! Hah! Hah-hah-hah!"
"dota_chatwheel_label_ursa_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_ursa_laugh"	"Laugh"
"dota_chatwheel_message_ursa_thank"	"ถึงฤดูใบไม้ผลิแล้วหรือ?"
"[english]dota_chatwheel_message_ursa_thank"	"Is it spring already?"
"dota_chatwheel_label_ursa_thank"	"ถึงฤดูใบไม้ผลิแล้วหรือ?"
"[english]dota_chatwheel_label_ursa_thank"	"Is it spring already?"
"dota_chatwheel_message_ursa_deny"	"ความสูญเสียแค่เล็กน้อย โลกคงไม่จดจำหรอกนะ"
"[english]dota_chatwheel_message_ursa_deny"	"A loss so small, the world will hardly notice."
"dota_chatwheel_message_ursa_1"	"ป้องกันได้แย่"
"[english]dota_chatwheel_message_ursa_1"	"A poor defense."
"dota_chatwheel_message_ursa_2"	"หมีน้อยน่ารัก!"
"[english]dota_chatwheel_message_ursa_2"	"Fuzzy Wuzzy!"
"dota_chatwheel_label_ursa_2"	"หมีน้อยน่ารัก!"
"[english]dota_chatwheel_label_ursa_2"	"Fuzzy Wuzzy!"
"dota_chatwheel_message_ursa_3"	"เหตุใดเจ้าถึงไม่ได้ยินคำเตือนของข้า?"
"[english]dota_chatwheel_message_ursa_3"	"How is it you heard not my warnings?"
"dota_chatwheel_message_ursa_4"	"หวานปานน้ำผึ้ง"
"[english]dota_chatwheel_message_ursa_4"	"Sweet as honey."
"dota_chatwheel_label_ursa_4"	"หวานปานน้ำผึ้ง"
"[english]dota_chatwheel_label_ursa_4"	"Sweet as honey."
"dota_chatwheel_message_ursa_5"	"แจ๊บ แจ๊บ อื้ม ไม่เลวเลย! ซู้ด แจ๊บ แจ๊บ แจ๊บ"
"[english]dota_chatwheel_message_ursa_5"	"Mtlap tlap, not bad! Sllleup tlap tlap tlap."
"dota_chatwheel_label_ursa_5"	"อื้ม ไม่เลวเลย"
"[english]dota_chatwheel_label_ursa_5"	"Mm, not bad."
"dota_chatwheel_message_spirit_breaker_laugh"	"ฮั้วฮี่ฮี่ฮี่ฮ้าฮ้าฮ้า"
"[english]dota_chatwheel_message_spirit_breaker_laugh"	"Whoheheheahahah."
"dota_chatwheel_label_spirit_breaker_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_spirit_breaker_laugh"	"Laugh"
"dota_chatwheel_message_spirit_breaker_deny"	"มึนไปเลย ใช่ป่าว?"
"[english]dota_chatwheel_message_spirit_breaker_deny"	"Stunning, isn't it?"
"dota_chatwheel_label_spirit_breaker_deny"	"มึนไปเลย ใช่ป่าว"
"[english]dota_chatwheel_label_spirit_breaker_deny"	"Stunning, isn't it."
"dota_chatwheel_message_spirit_breaker_2"	"หนีข้าไม่ได้หรอก"
"[english]dota_chatwheel_message_spirit_breaker_2"	"There's no escaping me."
"dota_chatwheel_label_spirit_breaker_2"	"หนีข้าไม่ได้หรอก"
"[english]dota_chatwheel_label_spirit_breaker_2"	"There's no escaping me."
"dota_chatwheel_message_gyrocopter_laugh"	"ฮ้า ฮ่า! ฮ้าา ฮ่าฮ่า ฮ่า ฮ่า! ฮ้า ฮ่า ฮ่าาา"
"[english]dota_chatwheel_message_gyrocopter_laugh"	"Ah ha! Wah haha ha ha! Ah ha hhuh."
"dota_chatwheel_label_gyrocopter_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_gyrocopter_laugh"	"Laugh"
"dota_chatwheel_message_gyrocopter_deny"	"อ๊าก โธ่เว้ย!"
"[english]dota_chatwheel_message_gyrocopter_deny"	"Aaah phooey."
"dota_chatwheel_label_gyrocopter_deny"	"อ๊าก โธ่เว้ย!"
"[english]dota_chatwheel_label_gyrocopter_deny"	"Aaah phooey!"
"dota_chatwheel_message_gyrocopter_1"	"โชคดีไป!"
"[english]dota_chatwheel_message_gyrocopter_1"	"Lucky!"
"dota_chatwheel_label_gyrocopter_1"	"โชคดีไป!"
"[english]dota_chatwheel_label_gyrocopter_1"	"Lucky!"
"dota_chatwheel_message_alchemist_laugh"	"ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า!"
"[english]dota_chatwheel_message_alchemist_laugh"	"Ha ha ha ha ha!"
"dota_chatwheel_label_alchemist_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_alchemist_laugh"	"Laugh"
"dota_chatwheel_message_alchemist_1"	"ว่าไงทุกคน!"
"[english]dota_chatwheel_message_alchemist_1"	"Hey, everybody!"
"dota_chatwheel_label_alchemist_1"	"ว่าไงทุกคน"
"[english]dota_chatwheel_label_alchemist_1"	"Hey everybody."
"dota_chatwheel_message_alchemist_4"	"เละตุ้มเป๊ะ!"
"[english]dota_chatwheel_message_alchemist_4"	"What a mess!"
"dota_chatwheel_label_alchemist_4"	"เละตุ้มเป๊ะ!"
"[english]dota_chatwheel_label_alchemist_4"	"What a mess!"
"dota_chatwheel_message_invoker_laugh"	"ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า!"
"[english]dota_chatwheel_message_invoker_laugh"	"Ha ha ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_invoker_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_invoker_laugh"	"Laugh"
"dota_chatwheel_message_invoker_thank"	"ข้าจะเก็บสิ่งนี้ไว้ในความทรงจำ"
"[english]dota_chatwheel_message_invoker_thank"	"I will commit this to memory."
"dota_chatwheel_label_invoker_thank"	"ข้าจะเก็บสิ่งนี้ไว้ในความทรงจำ"
"[english]dota_chatwheel_label_invoker_thank"	"I will commit this to memory."
"dota_chatwheel_message_invoker_deny"	"หนึ่งในสิ่งที่ข้าชอบ"
"[english]dota_chatwheel_message_invoker_deny"	"One of my favorites."
"dota_chatwheel_message_invoker_1"	"ข้าได้ยินเสียงร้องใช่หรือเปล่า?"
"[english]dota_chatwheel_message_invoker_1"	"Did I hear a squeak?"
"dota_chatwheel_message_invoker_2"	"สู้ข้าสิ!"
"[english]dota_chatwheel_message_invoker_2"	"Fight me!"
"dota_chatwheel_label_invoker_2"	"สู้ข้าสิ!"
"[english]dota_chatwheel_label_invoker_2"	"Fight me!"
"dota_chatwheel_message_invoker_3"	"ข้าผสมเวทมนตร์หรือนี่?"
"[english]dota_chatwheel_message_invoker_3"	"Did I mix my magics?"
"dota_chatwheel_message_invoker_4"	"การสู้รบที่คุ้มค่า"
"[english]dota_chatwheel_message_invoker_4"	"Profitable engagement."
"dota_chatwheel_message_invoker_5"	"ตลอดชั่วนิรันดร ข้าเป็นที่รู้จักและได้รับการขนานนามในหลายชื่อ...แต่ชื่อแห่งพลังที่แท้จริงของข้า...คือคาร์ล"
"[english]dota_chatwheel_message_invoker_5"	"Throughout the aeons I have been known by many names...but my true name of power...is Carl."
"dota_chatwheel_message_silencer_laugh"	"ฮ้า ฮ่า ฮ่า"
"[english]dota_chatwheel_message_silencer_laugh"	"Ah ha ha."
"dota_chatwheel_label_silencer_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_silencer_laugh"	"Laugh"
"dota_chatwheel_message_silencer_1"	"สงบไว้พวกเจ้า"
"[english]dota_chatwheel_message_silencer_1"	"Calm yourselves."
"dota_chatwheel_label_silencer_1"	"สงบไว้พวกเจ้า"
"[english]dota_chatwheel_label_silencer_1"	"Calm yourselves"
"dota_chatwheel_message_silencer_3"	"เงียบเสีย เจ้าโง่!"
"[english]dota_chatwheel_message_silencer_3"	"Silence, fool!"
"dota_chatwheel_label_silencer_3"	"เงียบเสีย เจ้าโง่"
"[english]dota_chatwheel_label_silencer_3"	"Silence, fool."
"dota_chatwheel_message_silencer_5"	"ชู่ววว์ ได้ยินอะไรกันไหม?"
"[english]dota_chatwheel_message_silencer_5"	"Shhh, did you hear something?"
"dota_chatwheel_label_silencer_5"	"ชู่ววว์ ได้ยินอะไรกันไหม?"
"[english]dota_chatwheel_label_silencer_5"	"Shhh, did you hear something?"
"dota_chatwheel_message_obsidian_destroyer_laugh"	"ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า!"
"[english]dota_chatwheel_message_obsidian_destroyer_laugh"	"Ha ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_obsidian_destroyer_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_obsidian_destroyer_laugh"	"Laugh"
"dota_chatwheel_message_obsidian_destroyer_5"	"แกมันบ้า"
"[english]dota_chatwheel_message_obsidian_destroyer_5"	"You're insane."
"dota_chatwheel_label_obsidian_destroyer_5"	"แกมันบ้า"
"[english]dota_chatwheel_label_obsidian_destroyer_5"	"You're insane."
"dota_chatwheel_message_lycan_laugh"	"ฮ้า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า ฮ่า"
"[english]dota_chatwheel_message_lycan_laugh"	"Ah ha ha ha ha ha ha ha."
"dota_chatwheel_label_lycan_laugh"	"หัวเราะ"
"[english]dota_chatwheel_label_lycan_laugh"	"Laugh"
"dota_chatwheel_message_lycan_deny"	"เอาเลย ลองพยายามฆ่าข้าดูสิ!"
"[english]dota_chatwheel_message_lycan_deny"	"Go ahead, just try to kill me!"
