"lang"
{ 
	"Language" "polish" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"pkt. zdrowia"					// $health
		"dota_ability_variable_mana"				"pkt. many"						// $mana
		"dota_ability_variable_armor"				"pkt. pancerza"						// $armor
		"dota_ability_variable_damage"				"pkt. obrażeń"					// $damage
		"dota_ability_variable_str"					"pkt. Siły"					// $str
		"dota_ability_variable_int"					"pkt. Inteligencji"				// $int
		"dota_ability_variable_agi"					"pkt. Zręczności"					// $agi
		"dota_ability_variable_all"					"pkt. wszystkich atrybutów"			// $all
		"dota_ability_variable_primary_attribute"	"pkt. głównego atrybutu"			// $primary_attribute
		"dota_ability_variable_attack"				"jedn. szybkości ataku"				// $attack
		"dota_ability_variable_hp_regen"			"pkt. regeneracji zdrowia"			// $hp_regen
"dota_ability_variable_mana_regen"			"pkt. regeneracji many"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"jedn. aury regeneracji many"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"obrażeń od czarów"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"czasu trwanie negatywnych efektów"			// $debuff_amp
		"dota_ability_variable_move_speed"			"szybkości ruchu"			// $move_speed
		"dota_ability_variable_evasion"				"szansy na unik"					// $evasion
		"dota_ability_variable_spell_resist"		"odporności na magię"			// $spell_resist
"dota_ability_variable_spell_lifesteal_creep"	"kradzieży zdrowia z czarów (creepy)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"kradzieży zdrowia z czarów (bohaterowie)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"pkt. wybranego atrybutu"		// $selected_attribute
		"dota_ability_variable_attack_range"		"jedn. zasięgu ataku <font color='#7d7d7d'>(tylko dla dystansowych)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"jedn. zasięgu ataku <font color='#7d7d7d'>(tylko walczący wręcz)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"zasięgu rzutu"				// $cast_range
		"dota_ability_variable_status_resist"		"odporności na statusy"			// $status_resist
		"dota_ability_variable_projectile_speed"	"jedn. szybkości pocisku"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"redukcji kosztów many"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"Skrócenie czasów oczekiwania"		// $cooldown_reduction 

		//ATTRIBUTES
		"DOTA_Tooltip_modifier_ogre_magi_bloodlust_description"	"Zwiększenie szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, zwiększenie szybkości ataku o %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% jednostek."
		"DOTA_Tooltip_modifier_ogre_magi_ignite"				"Ignite"
		"DOTA_Tooltip_modifier_ogre_magi_ignite_description"	"Płoniesz! Otrzymywanie obrażeń okresowych oraz spowolnienie szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_ogre_magi_item_multicast"	"Multicast"
		"DOTA_Tooltip_modifier_ogre_magi_item_multicast_Description"	"Można używać umiejętności i czarów wielokrotnie wraz z każdym użyciem."

		//TREANT PROTECTOR
		"DOTA_Tooltip_ability_treant_natures_guise"						"Nature's Guise"
		"DOTA_Tooltip_ability_treant_natures_guise_Description"			"Zapewnia Treant Protectorowi swobodny ruch wśród drzew, jeżeli nie otrzymał obrażeń w ciągu ostatnich %cooldown_time% s. Zyskuje również premię do szybkości ruchu oraz wzmocnienie leczenia oraz regeneracji."
		"DOTA_Tooltip_ability_treant_natures_guise_Lore"				"Obrońcy nieczęsto ukazują się innym; naturalną rzeczą dla nich jest bycie wśród swoich liściastych pobratymców."
		"DOTA_Tooltip_ability_treant_natures_guise_Note0"				"Treant Protector pod wpływem Nature's Guise może swobodnie poruszać się przez inne drzewa."
		"DOTA_Tooltip_ability_treant_natures_guise_movement_bonus"   	"%SZYBKOŚĆ RUCHU:"
		"DOTA_Tooltip_ability_treant_natures_guise_regen_amp"   		"%WZMOCNIENIE LECZENIA SIEBIE I REGENERACJI:"
		"DOTA_Tooltip_ability_treant_natures_grasp"						"Nature's Grasp"
		"DOTA_Tooltip_ability_treant_natures_grasp_Description"			"Tworzy pnącza wijące się w kierunku wskazanego miejsca. Pnącza te spowalniają wrogów, którzy przez nie przejdą, i zadają im obrażenia. Pnącza zadają o 50% większe obrażenia, jeśli dotykają drzewa. Zadają połowiczne obrażenia creepom."
		"DOTA_Tooltip_ability_treant_natures_grasp_Lore"				"Obrońcy nie wchodzą często w dobrze widoczne miejsca. Ich naturalny stan to bycie zagnieżdżonym pomiędzy swoimi liściastymi braćmi."
		"DOTA_Tooltip_ability_treant_natures_grasp_damage_per_second"   "OBRAŻENIA NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_treant_natures_grasp_movement_slow"   	"%SPOWOLNIENIE RUCHU:"
		"DOTA_Tooltip_ability_treant_natures_grasp_vines_duration"   	"CZAR TRWANIA PNĄCZY:"
		"DOTA_Tooltip_ability_treant_leech_seed"						"Leech Seed"
		"DOTA_Tooltip_ability_treant_leech_seed_Description"			"Treant umieszcza pasożytnicze nasiono we wrogiej jednostce, wysysając jej zdrowie i równocześnie spowalniając ją. Nasiono leczy sojusznicze jednostki dookoła tej wrogiej jednostki."
		"DOTA_Tooltip_ability_treant_leech_seed_Lore"					"Rooftrellen kultywuje istoty pod jego opieką; żyją one dzięki siłom witalnym intruzów, którzy wdzierają się na święte ziemie."
		"DOTA_Tooltip_ability_treant_leech_seed_leech_damage"			"OBRAŻENIA/LECZENIE NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_treant_leech_seed_movement_slow"			"%SPOWOLNIENIE RUCHU:"
		"DOTA_Tooltip_ability_treant_leech_seed_slow_duration"			"CZAS TRWANIA SPOWOLNIENIA RUCHU:"
		"DOTA_Tooltip_ability_treant_leech_seed_radius"					"PROMIEŃ:"
		"DOTA_Tooltip_ability_treant_leech_seed_duration"				"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_treant_living_armor"						"Living Armor"
		"DOTA_Tooltip_ability_treant_living_armor_Description"			"Spowija bohatera lub budynek ochronną powłoką, która leczy cel i zapewnia premię do pancerza."
		"DOTA_Tooltip_ability_treant_living_armor_Lore"					"Korzenie i pnącza wypuszczane przez lud Treant Protectora sięgają bardzo daleko, pobudzając wzrost i odmłodzenie całej roślinności."
		"DOTA_Tooltip_ability_treant_living_armor_total_heal"			"CAŁKOWITE LECZENIE:"
		"DOTA_Tooltip_ability_treant_living_armor_bonus_armor"			"PREMIA DO PANCERZA:"
		"DOTA_Tooltip_ability_treant_living_armor_duration"				"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_treant_overgrowth"						"Overgrowth"
		"DOTA_Tooltip_ability_treant_overgrowth_Description"			"Wywołuje wokół Treanta nagły rozrost konarów i pnączy, które zadają obrażenia oplątanym wrogom oraz uniemożliwiają im poruszanie się, blinkowanie, stanie się niewidzialnym oraz atakowanie."
		"DOTA_Tooltip_ability_treant_overgrowth_Lore"					"Rooftrellen przywołuje rodowego ducha natury, wyzwalając jego moc poprzez jego przodków."
		"DOTA_Tooltip_ability_treant_overgrowth_Note0"					"Działa na jednostki niewrażliwe na czary, ale jednostka uwolni się, jeżeli zdobędzie niewrażliwość na czary po tym, jak zostanie oplątana."
		"DOTA_Tooltip_ability_treant_overgrowth_duration"				"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_treant_overgrowth_radius"					"PROMIEŃ:"
		"DOTA_Tooltip_ability_treant_overgrowth_damage"					"OBRAŻENIA NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_treant_eyes_in_the_forest"						"Eyes In The Forest"
		"DOTA_Tooltip_ability_treant_eyes_in_the_forest_Description"			"Treant Protector zaklina drzewo, co daje mu nieograniczoną widoczność dookoła drzewa. Jeżeli zostanie rzucone Overgrowth, wrogowie w pewnym promieniu od zaklętego drzewa zostaną unieruchomieni i otrzymają obrażenia. Pasywnie sprawia, że wszystkie drzewa odradzają się znacznie szybciej."
		"DOTA_Tooltip_ability_treant_eyes_in_the_forest_vision_aoe"		"PROMIEŃ WIDOCZNOŚCI WOKÓŁ DRZEWA:"
		"DOTA_Tooltip_ability_treant_eyes_in_the_forest_overgrowth_aoe"	"PROMIEŃ DRZEW Z OVERGROWTH:"
		"DOTA_Tooltip_ability_treant_eyes_in_the_forest_damage"	"OBRAŻENIA NA SEKUNDĘ OD DRZEW Z OVERGROWTH:"
		"DOTA_Tooltip_ability_treant_eyes_in_the_forest_Note0"					"Unieruchomienie przez Overgrowth poprzez drzewo zaklęte dzięki Eyes In The Forest zada obrażenia."
		"DOTA_Tooltip_ability_treant_eyes_in_the_forest_Note1"					"True Sight pokaże przeciwnikom, które drzewa zostały zaklęte."
		"DOTA_Tooltip_ability_treant_eyes_in_the_forest_Lore"						"Nigdy nie można być zbyt pewnym kto lub co może potrzebować pomocy."

		"DOTA_Tooltip_modifier_treant_natures_guise_near_tree_display"				"Nature's Guise"
		"DOTA_Tooltip_modifier_treant_natures_guise"								"Nature's Guise"
		"DOTA_Tooltip_modifier_treant_natures_guise_Description"					"Niewidzialność, gdy blisko drzew.\nZwiększenie szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_treant_natures_guise_grace_time"						"Nature's Guise Grace Time"
		"DOTA_Tooltip_modifier_treant_natures_guise_grace_time_Description"			"Nature's Guise przestanie działać, kiedy oddalisz się od drzew."
		"DOTA_Tooltip_modifier_treant_leech_seed_slow"								"Leech Seed - spowolnienie"
		"DOTA_Tooltip_modifier_treant_leech_seed_slow_Description"					"Otrzymywanie obrażeń okresowych.\nSpowolniono o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_treant_leech_seed"									"Leech Seed"
		"DOTA_Tooltip_modifier_treant_leech_seed_Description"						"Spowolnienie. Wysysanie życia z pobliskiej losowej wrogiej jednostki."
		"DOTA_Tooltip_modifier_treant_living_armor"									"Living Armor"
		"DOTA_Tooltip_modifier_treant_living_armor_Description"						"Leczenie i otrzymywanie premii %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% pkt. pancerza."
		"DOTA_Tooltip_modifier_treant_overgrowth"									"Overgrowth"
		"DOTA_Tooltip_modifier_treant_overgrowth_Description"						"Nie można się poruszać, atakować ani blinkować."
		"DOTA_Tooltip_modifier_treant_natures_guise_root"							"Nature's Guise"
		"DOTA_Tooltip_modifier_treant_natures_guise_root_Description"				"Brak możliwości ruchu podczas ukorzenienia."
		"DOTA_Tooltip_modifier_treant_natures_grasp_damage"							"Nature's Grasp"
		"DOTA_Tooltip_modifier_treant_natures_grasp_damage_Description"				"Spowolnienie o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% i otrzymywanie obrażeń."
		"DOTA_Tooltip_modifier_treant_natures_grasp_damage_bonus"					"Nature's Grasp"
		"DOTA_Tooltip_modifier_treant_natures_grasp_damage_bonus_Description"		"Spowolnienie o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% i otrzymywanie obrażeń."
		
		//MEEPO
		"DOTA_Tooltip_ability_meepo_earthbind"							"Earthbind"
		"DOTA_Tooltip_ability_meepo_earthbind_Description"				"Rzuca siecią we wskazany punkt, ukorzeniając wszystkie trafione wrogie jednostki na obszarze dookoła niego."
		"DOTA_Tooltip_ability_meepo_earthbind_Lore"						"Złapanie kolacji w ruinach Cienia Szczelin może być sporym wyzwaniem."
		"DOTA_Tooltip_ability_meepo_earthbind_Note0"					"Wpływa na niewidzialne jednostki, ujawniając je."
		"DOTA_Tooltip_ability_meepo_earthbind_Note1"					"Nie działa na jednostki niewrażliwe na czary i Roshana."
		"DOTA_Tooltip_ability_meepo_earthbind_duration"					"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_meepo_earthbind_radius"					"PROMIEŃ:"
		"DOTA_Tooltip_ability_meepo_earthbind_abilitycastrange"			"ZASIĘG RZUTU:"
		"DOTA_Tooltip_ability_meepo_poof"								"Poof"
		"DOTA_Tooltip_ability_meepo_poof_Description"					"Poprzez przywołanie mistycznych energii ziemi Meepo może teleportować się do innego Meepo albo do siebie samego po inkantacji trwającej %abilitycastpoint% s. Meepo zadaje obrażenia w miejscach rozpoczęcia i zakończenia teleportacji."
		"DOTA_Tooltip_ability_meepo_poof_abilitydraft_note"					"W trybie Ability Draft można wykonać Poof do dowolnej sojuszniczej jednostki w zasięgu 2000 jednostek."
		"DOTA_Tooltip_ability_meepo_poof_Lore"							"Czasem stłuczenie jednego z kryształów Cienia Szczelin może być sztuczką pozwalającą ci wydostać się z potrzasku. Albo temu drugiemu tobie."
		"DOTA_Tooltip_ability_meepo_poof_Note0"							"Można używać na minimapie."
		"DOTA_Tooltip_ability_meepo_poof_Note1"							"Pozwala na teleportację do iluzji Meepo."
		"DOTA_Tooltip_ability_meepo_poof_radius"						"PROMIEŃ:"
		"DOTA_Tooltip_ability_meepo_poof_poof_damage"					"OBRAŻENIA OD PUFNIĘCIA:"
		"DOTA_Tooltip_ability_meepo_geostrike"							"Geostrike"
		"DOTA_Tooltip_ability_meepo_geostrike_Lore"						"Lekki plecak i posiadanie kilku uniwersalnych narzędzi to najlepszy sposób, żeby przetrwać."
		"DOTA_Tooltip_ability_meepo_geostrike_gold_steal"				"KRADZIEŻ ZŁOTA:"
		"DOTA_Tooltip_ability_meepo_geostrike_hp_steal"					"KRADZIEŻ ZDROWIA:"
		"DOTA_Tooltip_ability_meepo_ransack"							"Ransack"
		"DOTA_Tooltip_ability_meepo_ransack_Description"				"Z każdym uderzeniem wykrada zdrowie wrogów i leczy wszystkich Meepo tą samą wartością."
		"DOTA_Tooltip_ability_meepo_ransack_shard_description"			"Ransack od teraz ma 30%% szansy na nałożenie negatywnego efektu Geostrike, który spowalnia wrogów o 20%% i zadaje 20 pkt. obrażeń na sekundę przez 4 sekundy. Instancje z wielu Meepo kumulują się."
		"DOTA_Tooltip_ability_meepo_ransack_Lore"				"No to będzie ci to potrzebne, czy...?"
		"DOTA_Tooltip_ability_meepo_ransack_health_steal_heroes"		"KRADZIEŻ ZDROWIA (BOHATEROWIE):"
		"DOTA_Tooltip_ability_meepo_ransack_health_steal_creeps"		"KRADZIEŻ ZDROWIA (CREEPY):"
		"DOTA_Tooltip_ability_meepo_divided_we_stand"					"Divided We Stand"
		"DOTA_Tooltip_ability_meepo_divided_we_stand_Lore"				"Czy my się znamy?"
		"DOTA_Tooltip_ability_meepo_divided_we_stand_Note0"				"Klony nie mogą używać Arcane Boots ani Guardian Greaves."
		"DOTA_Tooltip_ability_meepo_divided_we_stand_tooltip_clones"	"LICZBA KLONÓW:"
		"DOTA_Tooltip_ability_meepo_divided_we_stand_tooltip_scepter_bonus_meepo"	"DODATKOWI MEEPO:"
		"DOTA_Tooltip_ability_meepo_petrify"	                        "Dig"
		"DOTA_Tooltip_ability_meepo_petrify_Description"	            "Wykonuje 0,75-sekundową inkantację i wkopuje się w ziemię na 3,5 sekundy, rozpraszając Meepo i powodując, że staje się nietykalny i nieobieralny za cel na %duration% s. Przywraca %hp_restore%%% jego maksymalnego zdrowia w czasie trwania. Nie można rzucać, gdy jest ukorzeniony."
		"DOTA_Tooltip_ability_meepo_petrify_duration"	                "CZAS TRWANIA:"
		"DOTA_Tooltip_ability_meepo_petrify_hp_restore"	                "%PRZYWRÓCENIE ZDROWIA:"

		"DOTA_Tooltip_modifier_meepo_earthbind"							"Earthbind"
		"DOTA_Tooltip_modifier_meepo_earthbind_Description"				"Uwięzienie w sieci Meepo. Nie można się poruszać ani blinkować."
		"DOTA_Tooltip_modifier_meepo_geostrike_debuff"					"Geostrike"
		"DOTA_Tooltip_modifier_meepo_geostrike_debuff_Description"		"Spowolnienie i otrzymywanie obrażeń okresowych."
		"DOTA_Tooltip_modifier_meepo_petrify"							"Dig"
		"DOTA_Tooltip_modifier_meepo_petrify_Description"				"Nietykalność i brak możliwości bycia obranym za cel, a także premia do regeneracji zdrowia."
		//VISAGE
		"DOTA_Tooltip_ability_visage_grave_chill"						"Grave Chill"
		"DOTA_Tooltip_ability_visage_grave_chill_Description"			"Visage wysysa ze wskazanej jednostki szybkość ruchu i ataku, przywłaszczając je sobie i pobliskim chowańcom."
		"DOTA_Tooltip_ability_visage_grave_chill_Lore"					"Ciepło słońca nigdy nie dociera w chłodny mrok Wąskiego Labiryntu."
		"DOTA_Tooltip_ability_visage_grave_chill_Note0"					"Dwa efekty mogą zostać usunięte osobno przez oczyszczenie."
		"DOTA_Tooltip_ability_visage_grave_chill_Note1"					"Uzyskana szybkość jest niezależna od szybkości utraconej przez cel."
		"DOTA_Tooltip_ability_visage_grave_chill_Note2"					"Familiary w promieniu %radius% jednostek od Visage'a będą otrzymywać obecną redukcję obrażeń z Grave Chill."
		"DOTA_Tooltip_ability_visage_grave_chill_movespeed_bonus"		"%WYSYSANIE SZYBKOŚCI RUCHU:"
		"DOTA_Tooltip_ability_visage_grave_chill_attackspeed_bonus"		"WYSYSANIE SZYBKOŚCI ATAKU:"
		"DOTA_Tooltip_ability_visage_grave_chill_chill_duration"		"CZAS TRWANIA:"
		"DOTA_Tooltip_ability_visage_soul_assumption"					"Soul Assumption"
		"DOTA_Tooltip_ability_visage_soul_assumption_Description"		"Visage zbiera ładunki esencji duszy za każdym razem, gdy pobliscy bohaterowie otrzymają obrażenia większe niż %damage_limit%. Gdy esencja jest uwolniona, zadaje podstawowe obrażenia oraz dodatkowe za każdy zebrany ładunek."
		"DOTA_Tooltip_ability_visage_soul_assumption_Lore"				"Zebrane dusze umarłych wyciągają ręce, aby wciągnąć kolejne w swój krąg."
		"DOTA_Tooltip_ability_visage_soul_assumption_Note0"				"Ładunki są przyznawane tylko za instancje obrażeń większe niż %damage_min% pkt. i mniejsze niż %damage_max% pkt. zadane przez graczy lub Roshana. Samookaleczanie ani obrażenia z Soul Assumption nie są uznawane."
		"DOTA_Tooltip_ability_visage_soul_assumption_Note1"					"Soul Assumption nie może zostać rozłączone."
		"DOTA_Tooltip_ability_visage_soul_assumption_soul_base_damage"	"BAZOWE OBRAŻENIA:"
		"DOTA_Tooltip_ability_visage_soul_assumption_soul_charge_damage"	"OBRAŻENIA NA ŁADUNEK:"
		"DOTA_Tooltip_ability_visage_soul_assumption_stack_limit"		"MAKS. ŁADUNKÓW:"
		"DOTA_Tooltip_ability_visage_soul_assumption_stack_duration"	"CZAS TRWANIA ŁADUNKU:"
		"DOTA_Tooltip_ability_visage_soul_assumption_damage_limit"		"PRÓG OBRAŻEŃ:"
		"DOTA_Tooltip_ability_visage_soul_assumption_radius"			"PROMIEŃ ZBIERANIA:"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak"				"Gravekeeper's Cloak"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_Description"	"Visage wytwarza wielowarstwową barierę chroniącą przed obrażeniami. Gdy otrzymuje obrażenia od gracza, pojedyncza warstwa ulega zniszczeniu. Warstwy odnawiają się z czasem."
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_Lore"			"Twarde łuski Visage'a łączą właściwości duchów i kamienia, stając się niemal niewrażliwymi na ostrza i ataki magiczne."
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_Note0"			"Warstwa jest zdejmowana za każdym razem, gdy bohater otrzyma obrażenia większe niż minimalne, które nie zostały zadane sobie samodzielnie oraz zostały zadane przez jednostkę kontrolowaną przez gracza."
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_Note1"			"Familiary w zasięgu %radius% jednostek od Visage'a będą otrzymywać obecną redukcję obrażeń z Gravekeeper's Cloak."
		
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_damage_reduction""%REDUKCJA OBRAŻEŃ NA WARSTWĘ:"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_max_layers"		"MAKS. WARSTW:"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_recovery_time"	"CZAS ODNAWIANIA WARSTWY:"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_minimum_damage"	"MINIMALNE OBRAŻENIA:"
		"DOTA_Tooltip_ability_visage_gravekeepers_cloak_max_damage_reduction"	"%MAKS. REDUKCJA OBRAŻEŃ:"
		"DOTA_Tooltip_ability_visage_summon_familiars"						"Summon Familiars"
		"DOTA_Tooltip_ability_visage_summon_familiars_Description"			"Przywołuje dwa Familiary, które walczą dla Visage'a. Familiary posiadają umiejętność Stone Form, która zamienia je w skałę, ogłuszając wrogów po wylądowaniu. Podczas bycia w Stone Form Familiary są nietykalne oraz szybko regenerują zdrowie. Zabicie Familiara zapewnia dużą ilość złota."
		"DOTA_Tooltip_ability_visage_summon_familiars_Lore"					"Strażnicy Wąskiego Labiryntu - chowańce Necro'lica - trzymają pieczę nad jego domeną."
		"DOTA_Tooltip_ability_visage_summon_familiars_Note0"				"Ponowne użycie tej umiejętności zastąpi obecnie przyzwane Familiary."
		"DOTA_Tooltip_ability_visage_summon_familiars_Note1"				"Familiary w zasięgu Visage'a będą otrzymywać premie z Gravekeeper's Cloak i Grave Chill."
		"DOTA_Tooltip_ability_visage_summon_familiars_familiar_speed"		"SZYBKOŚĆ FAMILIARA:"
		"DOTA_Tooltip_ability_visage_summon_familiars_familiar_attack_damage"	"OBRAŻENIA OD ATAKU FAMILIARÓW:"
		"DOTA_Tooltip_ability_visage_summon_familiars_familiar_hp"			"ZDROWIE:"

		"DOTA_Tooltip_ability_visage_summon_familiars_stone_form"					"Stone Form"
		"DOTA_Tooltip_ability_visage_summon_familiars_stone_form_Description"		"Po krótkiej chwili Familiar zamienia się w skałę i roztrzaskuje o ziemię, ogłuszając i zadając obrażenia wszystkim celom w zasięgu. Familiar stanie się nietykalny i zacznie odzyskiwać zdrowie w szybkim tempie. Po %stone_duration% s Familiar automatycznie przestanie być skałą."
		"DOTA_Tooltip_ability_visage_summon_familiars_stone_form_stun_duration"		"CZAS TRWANIA OGŁUSZENIA:"
		"DOTA_Tooltip_ability_visage_summon_familiars_stone_form_stun_radius"		"PROMIEŃ OGŁUSZENIA:"
		"DOTA_Tooltip_ability_visage_summon_familiars_stone_form_stun_damage"		"OBRAŻENIA:"
		"DOTA_Tooltip_ability_visage_summon_familiars_stone_form_stone_duration"	"CZAS TRWANIA SKAMIENIENIA:"
		"DOTA_Tooltip_ability_visage_summon_familiars_stone_form_hp_regen"			"PREMIA DO REGENERACJI:"
		"DOTA_Tooltip_ability_visage_stone_form_self_cast"					"Stone Form"
		"DOTA_Tooltip_ability_visage_stone_form_self_cast_Description"		"Po krótkiej chwili najbliższy Familiar zamienia się w skałę i roztrzaskuje o ziemię, ogłuszając i zadając obrażenia wszystkim celom w zasięgu. Familiar stanie się nietykalny i zacznie odzyskiwać zdrowie w szybkim tempie. Po %stone_duration% s Familiar automatycznie przestanie być skałą."
		"DOTA_Tooltip_ability_visage_stone_form_self_cast_stun_duration"		"CZAS TRWANIA OGŁUSZENIA:"
		"DOTA_Tooltip_ability_visage_stone_form_self_cast_stun_radius"		"PROMIEŃ OGŁUSZENIA:"
		"DOTA_Tooltip_ability_visage_stone_form_self_cast_stun_damage"		"OBRAŻENIA:"
		"DOTA_Tooltip_ability_visage_stone_form_self_cast_form_stone_duration"	"CZAS TRWANIA SKAMIENIENIA:"
		"DOTA_Tooltip_ability_visage_stone_form_self_cast_hp_regen"			"PREMIA DO REGENERACJI:"	
		"DOTA_Tooltip_ability_visage_stone_form_self_cast_Note0"			"Chociaż Stone Form nie można rozproszyć, to ogłuszenie przez nie spowodowane może zostać usunięte przez silne rozproszenia."
		"DOTA_Tooltip_ability_visage_silent_as_the_grave"					"Silent as the Grave"
		"DOTA_Tooltip_ability_visage_silent_as_the_grave_bonus_duration"	"CZAS TRWANIA PREMII DO OBRAŻEŃ:"
		"DOTA_Tooltip_ability_visage_silent_as_the_grave_bonus_damage"		"%PREMIA DO OBRAŻEŃ:"
		"DOTA_Tooltip_modifier_visage_grave_chill_buff"									"Grave Chill"
		"DOTA_Tooltip_modifier_visage_grave_chill_buff_Description"						"Zwiększenie szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, zwiększenie szybkości ataku o %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% jednostek."
		"DOTA_Tooltip_modifier_visage_grave_chill_debuff"								"Grave Chill"
		"DOTA_Tooltip_modifier_visage_grave_chill_debuff_Description"					"Spowolnienie szybkości ruchu o %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% i ataku o %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% jednostek."
		"DOTA_Tooltip_modifier_visage_soul_assumption"									"Soul Assumption – licznik"
		"DOTA_Tooltip_modifier_visage_soul_assumption_Description"						"Liczba dusz zebranych dzięki Soul Assumption."
		"DOTA_Tooltip_modifier_visage_gravekeepers_cloak"								"Gravekeeper's Cloak"
		"DOTA_Tooltip_modifier_visage_gravekeepers_cloak_Description"					"Zyskiwanie dodatkowej redukcji obrażeń za każdą instancję."
		"DOTA_Tooltip_modifier_visage_summon_familiars_damage_charge"					"Familiar Damage"
		"DOTA_Tooltip_modifier_visage_summon_familiars_damage_charge_Description"		"Zwiększenie obrażeń od ataku o %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% pkt."
		"DOTA_Tooltip_modifier_visage_summon_familiars_stone_form_buff"					"Stone Form"
		"DOTA_Tooltip_modifier_visage_summon_familiars_stone_form_buff_Description"		"Nietykalność. Regeneracja zdrowia zwiększona o %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT% pkt."
		"DOTA_Tooltip_modifier_visage_gravekeepers_cloak_secondary"						"Gravekeeper's Cloak"
		"DOTA_Tooltip_modifier_visage_gravekeepers_cloak_secondary_Description"			"Redukcja otrzymywanych obrażeń."
		"DOTA_Tooltip_modifier_visage_silent_as_the_grave"					"Silent as the Grave"
		"DOTA_Tooltip_modifier_visage_silent_as_the_grave_Description"		"Przyznaje niewidzialność, premię do szybkości ruchu oraz lot."
		//UNDYING
		"DOTA_Tooltip_ability_undying_decay"							"Decay"
		"DOTA_Tooltip_ability_undying_decay_scepter_description"		"Zwiększa liczbę wykradanych punktów Siły."
		"DOTA_Tooltip_ability_undying_decay_Lore"						"Siła żywych wywodzi się z siły martwych."
