"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"Ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_ancient_apparition_5"	"Icefog!"
"dota_chatwheel_label_ancient_apparition_5"	"Icefog!"
"[english]dota_chatwheel_label_ancient_apparition_5"	"Icefog!"
"dota_chatwheel_message_doom_bringer_laugh"	"Хе-хех-хех-хах-хех-хах-хах-хах."
"[english]dota_chatwheel_message_doom_bringer_laugh"	"Heheh heh hah heh hah hah hah."
"dota_chatwheel_label_doom_bringer_laugh"	"Смях"
"[english]dota_chatwheel_label_doom_bringer_laugh"	"Laugh"
"dota_chatwheel_message_doom_bringer_thank"	"О, да."
"[english]dota_chatwheel_message_doom_bringer_thank"	"Oh, yes."
"dota_chatwheel_label_doom_bringer_thank"	"О, да."
"[english]dota_chatwheel_label_doom_bringer_thank"	"Oh, yes."
"dota_chatwheel_message_doom_bringer_deny"	"Аз рискувах, а Вие загубихте."
"[english]dota_chatwheel_message_doom_bringer_deny"	"I gambled, you lost."
"dota_chatwheel_label_doom_bringer_deny"	"Аз рискувах, а Вие загубихте."
"[english]dota_chatwheel_label_doom_bringer_deny"	"I gambled, you lost."
"dota_chatwheel_message_doom_bringer_1"	"Хе-хе-хех-хех-хе, дяволски съм красив, нали?"
"[english]dota_chatwheel_message_doom_bringer_1"	"He he heh heh he, handsome devil, aren't I?"
"dota_chatwheel_label_doom_bringer_1"	"Дяволски съм красив, нали?"
"[english]dota_chatwheel_label_doom_bringer_1"	"Handsome devil, aren't I?"
"dota_chatwheel_message_doom_bringer_2"	"Е, адските камбани ехтят."
"[english]dota_chatwheel_message_doom_bringer_2"	"Well, hell's bells."
"dota_chatwheel_label_doom_bringer_2"	"Е, адските камбани ехтят."
"[english]dota_chatwheel_label_doom_bringer_2"	"Well, hell's bells!"
"dota_chatwheel_message_doom_bringer_3"	"О, гадост."
"[english]dota_chatwheel_message_doom_bringer_3"	"Oh, crap."
"dota_chatwheel_label_doom_bringer_3"	"О, гадост!"
"[english]dota_chatwheel_label_doom_bringer_3"	"Oh, crap!"
"dota_chatwheel_message_doom_bringer_4"	"Хе-ммехм, този път имахте късмет."
"[english]dota_chatwheel_message_doom_bringer_4"	"Hemmehm, you were lucky this time."
"dota_chatwheel_label_doom_bringer_4"	"Този път имахте късмет."
"[english]dota_chatwheel_label_doom_bringer_4"	"You were lucky this time."
"dota_chatwheel_message_doom_bringer_5"	"Всичко отива по дяволите."
"[english]dota_chatwheel_message_doom_bringer_5"	"All hell's broken loose."
"dota_chatwheel_label_doom_bringer_5"	"Всичко отива по дяволите."
"[english]dota_chatwheel_label_doom_bringer_5"	"All hell's broken loose."
"dota_chatwheel_message_ursa_laugh"	"Хах! Хах! Хах-хах-хах!"
"[english]dota_chatwheel_message_ursa_laugh"	"Hah! Hah! Hah-hah-hah!"
"dota_chatwheel_label_ursa_laugh"	"Смях"
"[english]dota_chatwheel_label_ursa_laugh"	"Laugh"
"dota_chatwheel_message_ursa_thank"	"Пролет ли е вече?"
"[english]dota_chatwheel_message_ursa_thank"	"Is it spring already?"
"dota_chatwheel_label_ursa_thank"	"Пролет ли е вече?"
"[english]dota_chatwheel_label_ursa_thank"	"Is it spring already?"
"dota_chatwheel_message_ursa_deny"	"Толкова малка загуба, че светът едва ли би забелязал."
"[english]dota_chatwheel_message_ursa_deny"	"A loss so small, the world will hardly notice."
"dota_chatwheel_label_ursa_deny"	"Толкова малка загуба."
"[english]dota_chatwheel_label_ursa_deny"	"A loss so small."
"dota_chatwheel_message_ursa_1"	"Жалка отбрана."
"[english]dota_chatwheel_message_ursa_1"	"A poor defense."
"dota_chatwheel_label_ursa_1"	"Жалка отбрана."
"[english]dota_chatwheel_label_ursa_1"	"A poor defense."
"dota_chatwheel_message_ursa_2"	"Пухчо-мухчо!"
"[english]dota_chatwheel_message_ursa_2"	"Fuzzy Wuzzy!"
"dota_chatwheel_label_ursa_2"	"Пухчо-мухчо!"
"[english]dota_chatwheel_label_ursa_2"	"Fuzzy Wuzzy!"
"dota_chatwheel_message_ursa_3"	"Как така не чухте моите предупреждения?"
"[english]dota_chatwheel_message_ursa_3"	"How is it you heard not my warnings?"
"dota_chatwheel_label_ursa_3"	"Как така не чухте моите предупреждения?"
"[english]dota_chatwheel_label_ursa_3"	"How is it you heard not my warnings?"
"dota_chatwheel_message_ursa_4"	"Сладко като мед."
"[english]dota_chatwheel_message_ursa_4"	"Sweet as honey."
"dota_chatwheel_label_ursa_4"	"Сладко като мед."
"[english]dota_chatwheel_label_ursa_4"	"Sweet as honey."
"dota_chatwheel_message_ursa_5"	"Мляс, мляс, не е зле! Сърбане, мляс, мляс, мляс."
"[english]dota_chatwheel_message_ursa_5"	"Mtlap tlap, not bad! Sllleup tlap tlap tlap."
"dota_chatwheel_label_ursa_5"	"Мм, не е зле."
"[english]dota_chatwheel_label_ursa_5"	"Mm, not bad."
"dota_chatwheel_message_spirit_breaker_laugh"	"Уохо-хе-хе-хе-ах-ах-ах."
"[english]dota_chatwheel_message_spirit_breaker_laugh"	"Whoheheheahahah."
"dota_chatwheel_label_spirit_breaker_laugh"	"Смях"
"[english]dota_chatwheel_label_spirit_breaker_laugh"	"Laugh"
"dota_chatwheel_message_spirit_breaker_thank"	"Хах, всичко си идва на мястото!"
"[english]dota_chatwheel_message_spirit_breaker_thank"	"Hah, it's all coming together!"
"dota_chatwheel_label_spirit_breaker_thank"	"Всичко си идва на мястото."
"[english]dota_chatwheel_label_spirit_breaker_thank"	"All coming together."
"dota_chatwheel_message_spirit_breaker_deny"	"Зашеметяващо, нали така?"
"[english]dota_chatwheel_message_spirit_breaker_deny"	"Stunning, isn't it?"
"dota_chatwheel_label_spirit_breaker_deny"	"Зашеметяващо, нали така."
"[english]dota_chatwheel_label_spirit_breaker_deny"	"Stunning, isn't it."
"dota_chatwheel_message_spirit_breaker_1"	"Търпението ми е възнаградено."
"[english]dota_chatwheel_message_spirit_breaker_1"	"My patience is rewarded."
"dota_chatwheel_label_spirit_breaker_1"	"Търпението ми е възнаградено"
"[english]dota_chatwheel_label_spirit_breaker_1"	"My patience is rewarded"
"dota_chatwheel_message_spirit_breaker_2"	"Няма как да ми избягате."
"[english]dota_chatwheel_message_spirit_breaker_2"	"There's no escaping me."
"dota_chatwheel_label_spirit_breaker_2"	"Няма как да ми избягате."
"[english]dota_chatwheel_label_spirit_breaker_2"	"There's no escaping me."
"dota_chatwheel_message_spirit_breaker_3"	"Това са пълни и абсолютни глупости!"
"[english]dota_chatwheel_message_spirit_breaker_3"	"This is complete and utter bullshit!"
"dota_chatwheel_label_spirit_breaker_3"	"Това са глупости!"
"[english]dota_chatwheel_label_spirit_breaker_3"	"This is bullshit."
"dota_chatwheel_message_spirit_breaker_4"	"Само в този дух."
"[english]dota_chatwheel_message_spirit_breaker_4"	"That's the spirit."
"dota_chatwheel_label_spirit_breaker_4"	"Само в този дух."
"[english]dota_chatwheel_label_spirit_breaker_4"	"That's the spirit."
"dota_chatwheel_message_spirit_breaker_5"	"Това не се разви според очакваното."
"[english]dota_chatwheel_message_spirit_breaker_5"	"That did not go as expected."
"dota_chatwheel_label_spirit_breaker_5"	"Това не се разви според очакваното."
"[english]dota_chatwheel_label_spirit_breaker_5"	"That did not go as expected."
"dota_chatwheel_message_gyrocopter_laugh"	"Ах-ха! Уах-хаха-ха-ха! Ах-ха-ххух."
"[english]dota_chatwheel_message_gyrocopter_laugh"	"Ah ha! Wah haha ha ha! Ah ha hhuh."
"dota_chatwheel_label_gyrocopter_laugh"	"Смях"
"[english]dota_chatwheel_label_gyrocopter_laugh"	"Laugh"
"dota_chatwheel_message_gyrocopter_thank"	"По нещо за всекиго!"
"[english]dota_chatwheel_message_gyrocopter_thank"	"Something for everybody!"
"dota_chatwheel_label_gyrocopter_thank"	"По нещо за всекиго!"
"[english]dota_chatwheel_label_gyrocopter_thank"	"Something for everybody!"
"dota_chatwheel_message_gyrocopter_deny"	"Ааах, как пък не."
"[english]dota_chatwheel_message_gyrocopter_deny"	"Aaah phooey."
"dota_chatwheel_label_gyrocopter_deny"	"Ааах, как пък не!"
"[english]dota_chatwheel_label_gyrocopter_deny"	"Aaah phooey!"
"dota_chatwheel_message_gyrocopter_1"	"Късметлия!"
"[english]dota_chatwheel_message_gyrocopter_1"	"Lucky!"
"dota_chatwheel_label_gyrocopter_1"	"Късметлия!"
"[english]dota_chatwheel_label_gyrocopter_1"	"Lucky!"
"dota_chatwheel_message_gyrocopter_2"	"Ставам твърде стар за тези глупости."
"[english]dota_chatwheel_message_gyrocopter_2"	"I'm getting too old for this horse shit."
"dota_chatwheel_label_gyrocopter_2"	"Ставам твърде стар за тези глупости."
"[english]dota_chatwheel_label_gyrocopter_2"	"I'm getting too old for this horse shit."
"dota_chatwheel_message_gyrocopter_3"	"Разкарайте се от ливадата ми!"
"[english]dota_chatwheel_message_gyrocopter_3"	"Get off my lawn!"
"dota_chatwheel_label_gyrocopter_3"	"Разкарайте се от ливадата ми!"
"[english]dota_chatwheel_label_gyrocopter_3"	"Get off my lawn!"
"dota_chatwheel_message_gyrocopter_4"	"Т’ва ще Ви научи!"
"[english]dota_chatwheel_message_gyrocopter_4"	"That'll learn ya!"
"dota_chatwheel_label_gyrocopter_4"	"Т’ва ще Ви научи!"
"[english]dota_chatwheel_label_gyrocopter_4"	"That'll learn ya!"
"dota_chatwheel_message_gyrocopter_5"	"Аз принадлежа на небето, а Вие на земята."
"[english]dota_chatwheel_message_gyrocopter_5"	"I belong in the sky, and you belong in the ground."
"dota_chatwheel_label_gyrocopter_5"	"Вие принадлежите на земята."
"[english]dota_chatwheel_label_gyrocopter_5"	"You belong in the ground."
"dota_chatwheel_message_alchemist_laugh"	"Ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_alchemist_laugh"	"Ha ha ha ha ha!"
"dota_chatwheel_label_alchemist_laugh"	"Смях"
"[english]dota_chatwheel_label_alchemist_laugh"	"Laugh"
"dota_chatwheel_message_alchemist_thank"	"Между нас се получава доста добра химия."
"[english]dota_chatwheel_message_alchemist_thank"	"We've got pretty good chemistry."
"dota_chatwheel_label_alchemist_thank"	"Добра химия!"
"[english]dota_chatwheel_label_alchemist_thank"	"Good chemistry!"
"dota_chatwheel_message_alchemist_deny"	"Това беше гениално!"
"[english]dota_chatwheel_message_alchemist_deny"	"That was genius!"
"dota_chatwheel_label_alchemist_deny"	"Това беше гениално!"
"[english]dota_chatwheel_label_alchemist_deny"	"That was genius!"
"dota_chatwheel_message_alchemist_1"	"Хей, всички!"
"[english]dota_chatwheel_message_alchemist_1"	"Hey, everybody!"
"dota_chatwheel_label_alchemist_1"	"Хей, всички."
"[english]dota_chatwheel_label_alchemist_1"	"Hey everybody."
"dota_chatwheel_message_alchemist_2"	"Като говорим за преиграване."
"[english]dota_chatwheel_message_alchemist_2"	"Talk about overreacting."
"dota_chatwheel_label_alchemist_2"	"Като говорим за преиграване."
"[english]dota_chatwheel_label_alchemist_2"	"Talk about overreacting."
"dota_chatwheel_message_alchemist_3"	"Не мога да повярвам, че виждам това със собствените си очи!"
"[english]dota_chatwheel_message_alchemist_3"	"I can't believe I'm seeing this with my own eyes!"
"dota_chatwheel_label_alchemist_3"	"Не мога да повярвам, че виждам това."
"[english]dota_chatwheel_label_alchemist_3"	"Can't believe I'm seeing this."
"dota_chatwheel_message_alchemist_4"	"Каква бъркотия!"
"[english]dota_chatwheel_message_alchemist_4"	"What a mess!"
"dota_chatwheel_label_alchemist_4"	"Каква бъркотия!"
"[english]dota_chatwheel_label_alchemist_4"	"What a mess!"
"dota_chatwheel_message_alchemist_5"	"Неуспехът просто е друг вид успех. Грешният вид."
"[english]dota_chatwheel_message_alchemist_5"	"Failure is just another kind of success. The wrong kind."
"dota_chatwheel_label_alchemist_5"	"Грешният вид успех!"
"[english]dota_chatwheel_label_alchemist_5"	"Wrong kind of success!"
"dota_chatwheel_message_invoker_laugh"	"Ха-ха-ха-ха-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_invoker_laugh"	"Ha ha ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_invoker_laugh"	"Смях"
"[english]dota_chatwheel_label_invoker_laugh"	"Laugh"
"dota_chatwheel_message_invoker_thank"	"Ще запаметя това."
"[english]dota_chatwheel_message_invoker_thank"	"I will commit this to memory."
"dota_chatwheel_label_invoker_thank"	"Ще запаметя това."
"[english]dota_chatwheel_label_invoker_thank"	"I will commit this to memory."
"dota_chatwheel_message_invoker_deny"	"Едно от любимите ми."
"[english]dota_chatwheel_message_invoker_deny"	"One of my favorites."
"dota_chatwheel_label_invoker_deny"	"Едно от любимите ми!"
"[english]dota_chatwheel_label_invoker_deny"	"One of my favorites!"
"dota_chatwheel_message_invoker_1"	"Нима чух писукане?"
"[english]dota_chatwheel_message_invoker_1"	"Did I hear a squeak?"
"dota_chatwheel_label_invoker_1"	"Нима чух писукане?"
"[english]dota_chatwheel_label_invoker_1"	"Did I hear a squeak?"
"dota_chatwheel_message_invoker_2"	"Сражавайте се с мен!"
"[english]dota_chatwheel_message_invoker_2"	"Fight me!"
"dota_chatwheel_label_invoker_2"	"Сражавайте се с мен!"
"[english]dota_chatwheel_label_invoker_2"	"Fight me!"
"dota_chatwheel_message_invoker_3"	"Нима обърках магиите си?"
"[english]dota_chatwheel_message_invoker_3"	"Did I mix my magics?"
"dota_chatwheel_label_invoker_3"	"Нима обърках магиите си?"
"[english]dota_chatwheel_label_invoker_3"	"Did I mix my magics?"
"dota_chatwheel_message_invoker_4"	"Доходоносен ангажимент."
"[english]dota_chatwheel_message_invoker_4"	"Profitable engagement."
"dota_chatwheel_label_invoker_4"	"Доходоносен ангажимент."
"[english]dota_chatwheel_label_invoker_4"	"Profitable engagement."
"dota_chatwheel_message_invoker_5"	"През вековете съм бил познат под много имена… Но истинското име на моята мощ… е Карл."
