"lang"
{ 
	"Language" "japanese" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"HP"					// $health
		"dota_ability_variable_mana"				"マナ"						// $mana
		"dota_ability_variable_armor"				"アーマー"						// $armor
		"dota_ability_variable_damage"				"ダメージ"					// $damage
		"dota_ability_variable_str"					"Strength"					// $str
		"dota_ability_variable_int"					"Intelligence"				// $int
		"dota_ability_variable_agi"					"Agility"					// $agi
		"dota_ability_variable_all"					"すべての属性"			// $all
		"dota_ability_variable_attack"				"攻撃速度"				// $attack
		"dota_ability_variable_mana_regen"			"マナ自然回復"			// $mana_regen
		"dota_ability_variable_spell_amp"			"スペルダメージ"				// $spell_amp
		"dota_ability_variable_move_speed"			"移動速度"			// $move_speed
		"dota_ability_variable_evasion"				"回避"					// $evasion
		"dota_ability_variable_selected_attrib"		"選択中の属性"		// $selected_attribute
		"dota_ability_variable_attack_range"		"攻撃範囲 <font color='#7d7d7d'>(Ranged のみ)</font>"	// $attack_range
		"dota_ability_variable_cast_range"			"キャスト範囲"				// $cast_range
//ATTRIBUTES
		"DOTA_Tooltip_ability_attribute_bonus"											"属性値ボーナス"
		"DOTA_Tooltip_modifier_shredder_chakram_disarm_Description"			"Chakram が空中にある間、攻撃はできない。"
		//BRISTLEBACK
		"DOTA_Tooltip_ability_bristleback_viscous_nasal_goo"					"Viscous Nasal Goo"
		"DOTA_Tooltip_ability_bristleback_viscous_nasal_goo_Lore"				"雪の中で立ち往生して風邪を引いてしまっても、Bristleback はそれを強みに変えてしまう。"
		"DOTA_Tooltip_ability_bristleback_viscous_nasal_goo_goo_duration"		"持続時間："
		"DOTA_Tooltip_ability_bristleback_viscous_nasal_goo_base_move_slow"		"%基本移動減速："
		"DOTA_Tooltip_ability_bristleback_viscous_nasal_goo_move_slow_per_stack"	"%移動減速／スタック："
		"DOTA_Tooltip_ability_bristleback_viscous_nasal_goo_stack_limit"		"限界スタック数："
		"DOTA_Tooltip_ability_bristleback_quill_spray"							"Quill Spray"
		"DOTA_Tooltip_ability_bristleback_quill_spray_Lore"						"執行人の栄誉と彼のとげはどちらも、チクチク痛むし厄介だ。"
		"DOTA_Tooltip_ability_bristleback_quill_spray_Note0"					"Quill Spray のダメージはダメージブロックアビリティにより減退しません。"
		"DOTA_Tooltip_ability_bristleback_quill_spray_radius"					"範囲："
		"DOTA_Tooltip_ability_bristleback_quill_spray_quill_base_damage"		"QUILL の基本ダメージ："
		"DOTA_Tooltip_ability_bristleback_quill_spray_quill_stack_damage"		"QUILL スタックダメージ:"
		"DOTA_Tooltip_ability_bristleback_quill_spray_quill_stack_duration"		"スタック持続時間："
		"DOTA_Tooltip_ability_bristleback_quill_spray_max_damage"				"最大ダメージ："
		"DOTA_Tooltip_ability_bristleback_bristleback"							"Bristleback"
		"DOTA_Tooltip_ability_bristleback_bristleback_Description"				"横あるいは後ろからの受ける攻撃のダメージは軽減される。背後から %quill_release_threshold% ダメージを受けた場合、現在のレベルの Quill Spray を放出する。"
		"DOTA_Tooltip_ability_bristleback_bristleback_Lore"						"戦闘中に背を向けるのは、打ってつけのスタイルかもしれない。"
		"DOTA_Tooltip_ability_bristleback_bristleback_side_damage_reduction"	"%側面ダメージ軽減："
		"DOTA_Tooltip_ability_bristleback_bristleback_back_damage_reduction"	"%後側のダメージ軽減："
		"DOTA_Tooltip_ability_bristleback_bristleback_quill_release_threshold"	"ダメージ限界:"
		"DOTA_Tooltip_ability_bristleback_warpath"								"Warpath"
		"DOTA_Tooltip_ability_bristleback_warpath_Lore"							"「カッカしないの」と子供時代に母親にたしなめられたが、戦闘において怒りは役立つ。"
		"DOTA_Tooltip_ability_bristleback_warpath_Note1"						"アイテムは Warpath を誘発しない。"
		"DOTA_Tooltip_ability_bristleback_warpath_damage_per_stack"				"ダメージ／スタック:"
		"DOTA_Tooltip_ability_bristleback_warpath_move_speed_per_stack"			"%移動速度／スタック："
		"DOTA_Tooltip_ability_bristleback_warpath_stack_duration"				"スタック持続時間："
		"DOTA_Tooltip_ability_bristleback_warpath_max_stacks"					"最高スタック数："
		"DOTA_Tooltip_modifier_bristleback_viscous_nasal_goo"				"Viscous Nasal Goo"
		"DOTA_Tooltip_modifier_bristleback_viscous_nasal_goo_Description"	"%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% アーマーを失い、%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%の減速を受ける。"
		"DOTA_Tooltip_modifier_bristleback_quill_spray"						"Quill Spray"
		"DOTA_Tooltip_modifier_bristleback_warpath"							"Warpath"
		"DOTA_Tooltip_modifier_bristleback_warpath_Description"				"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% 早く移動し、%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% のボーナスダメージを与える。"									

		//TUSK
		"DOTA_Tooltip_ability_tusk_ice_shards"							"Ice Shards"
		"DOTA_Tooltip_ability_tusk_ice_shards_Note0"					"通過できないバリアを作る。"
		"DOTA_Tooltip_ability_tusk_ice_shards_shard_width"				"範囲："
		"DOTA_Tooltip_ability_tusk_ice_shards_shard_damage"				"SHARD ダメージ："
		"DOTA_Tooltip_ability_tusk_ice_shards_shard_duration"			"SHARD 持続時間："
		"DOTA_Tooltip_ability_tusk_ice_shards_stop_Description"		"Stop."	
		 
		"DOTA_Tooltip_ability_tusk_snowball"							"Snowball"
		"DOTA_Tooltip_ability_tusk_snowball_Note2"						"幻覚は対象外となるが、Meepo のクローンと Tusk の支配下にある他のユニットを転がす。"
		"DOTA_Tooltip_ability_tusk_snowball_snowball_damage"			"基本ダメージ："
		"DOTA_Tooltip_ability_tusk_snowball_stun_duration"				"スタン持続時間："
		"DOTA_Tooltip_ability_tusk_frozen_sigil"						"Frozen Sigil"
		"DOTA_Tooltip_ability_tusk_frozen_sigil_Note0"					"特別に指示しなければ、Sigil は Tusk を追いかける。"
		"DOTA_Tooltip_ability_tusk_frozen_sigil_Note2"					"ヒーローはSigil に 1 ダメージを与えるが、非ヒーローユニットが与えるのは 0.25 ダメージ。"
		"DOTA_Tooltip_ability_tusk_frozen_sigil_sigil_duration"			"持続時間："
		"DOTA_Tooltip_ability_tusk_frozen_sigil_move_slow"				"%移動減速："
		"DOTA_Tooltip_ability_tusk_frozen_sigil_attack_slow"			"攻撃減速："
		"DOTA_Tooltip_ability_tusk_walrus_punch"						"Walrus PUNCH!"
		"DOTA_Tooltip_ability_tusk_walrus_punch_air_time"				"打ち上げ時間："
		"DOTA_Tooltip_ability_tusk_walrus_punch_slow_duration"			"減速持続時間："
		"DOTA_Tooltip_ability_tusk_walrus_punch_move_slow"			"%移動減速："
		"DOTA_Tooltip_ability_tusk_walrus_kick_move_slow"			"%移動減速:"
		"DOTA_Tooltip_ability_tusk_walrus_kick_slow_duration"		"減速 持続時間:"
		"DOTA_Tooltip_ability_tusk_walrus_kick_damage"				"ダメージ:"

		
		"DOTA_Tooltip_modifier_tusk_snowball_movement_friendly_Description"	"Tusk の雪玉の中。"
		"DOTA_Tooltip_modifier_tusk_frozen_sigil_aura_Description"			"周囲の敵の攻撃速度と移動速度を減速させる。"
		"DOTA_Tooltip_modifier_tusk_walrus_punch"							"Walrus Punch"
		"DOTA_Tooltip_modifier_tusk_walrus_punch_Description"				"次のユニットがパンチを受ける！"
		"DOTA_Tooltip_modifier_tusk_walrus_punch_slow"						"Walrus Punch を受けた"
		"DOTA_Tooltip_modifier_tusk_walrus_punch_slow_Description"			"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%減速される。"
		"DOTA_Tooltip_modifier_tusk_walrus_punch_air_time"				"POW!"
		"DOTA_Tooltip_modifier_tusk_walrus_kick_slow_Description"			"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% の減速。"
		"DOTA_Tooltip_modifier_tusk_walrus_kick_air_time"				"BAM!"
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt"					"Arcane Bolt"
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_Description"		"低速で動く秘法魔法のボルトを発射し、自身の Intelligence に基づいて敵ユニットにダメージを与える。"
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_bolt_damage"		"基本ダメージ："
		"DOTA_Tooltip_ability_skywrath_mage_arcane_bolt_int_multiplier"		"INT ダメージ乗数："
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot"				"Concussive Shot"
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_Description"	"射程の長い攻撃を発射し、最も近くに居るヒーローを攻撃する。衝撃時、範囲内にダメージと減速を与える。"
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_launch_radius"	"射程："
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_slow_radius"	"ダメージ範囲："
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_damage"			"ダメージ："
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_slow_duration"	"減速持続時間："
		"DOTA_Tooltip_ability_skywrath_mage_concussive_shot_movement_speed_pct"	"%減速："
		"DOTA_Tooltip_ability_skywrath_mage_ancient_seal"					"Ancient Seal"
		"DOTA_Tooltip_ability_skywrath_mage_ancient_seal_Description"		"標的ユニットを古代ルーンで封じ、サイレンスを与え、魔法からの受けるダメージを増加させる。"
		"DOTA_Tooltip_ability_skywrath_mage_ancient_seal_Note0"				"魔法耐性低下はクリープには影響しない。"
		"DOTA_Tooltip_ability_skywrath_mage_ancient_seal_resist_debuff"		"%魔法ダメージ増幅:"
		"DOTA_Tooltip_ability_skywrath_mage_ancient_seal_seal_duration"		"持続時間："
		"DOTA_Tooltip_ability_skywrath_mage_mystic_flare"					"Mystic Flare"
		"DOTA_Tooltip_ability_skywrath_mage_mystic_flare_radius"			"範囲："
		"DOTA_Tooltip_ability_skywrath_mage_mystic_flare_duration"			"持続時間："
		"DOTA_Tooltip_ability_skywrath_mage_mystic_flare_damage"			"ダメージ："

		"DOTA_Tooltip_modifier_skywrath_mage_concussive_shot_slow"			"Concussive Shot"
		"DOTA_Tooltip_modifier_skywrath_mage_concussive_shot_slow_Description"	 "%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% の減速。"
		"DOTA_Tooltip_modifier_skywrath_mage_ancient_seal"						"Ancient Seal"
		"DOTA_Tooltip_modifier_skywrath_mage_ancient_seal_Description"	 "サイレンスされ、魔法ダメージが %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_ボーナス%%% 増える。"
		//ABADDON
		"DOTA_Tooltip_ability_abaddon_death_coil"					"Mist Coil"
		"DOTA_Tooltip_ability_abaddon_death_coil_Description"		"自身のヘルスを消費して致死性の霧のコイルを放ち、敵ユニット1体にダメージを与えるか、 味方ユニット1体を回復させる。"
		"DOTA_Tooltip_ability_abaddon_death_coil_target_damage"		"ダメージ／回復："
		"DOTA_Tooltip_ability_abaddon_aphotic_shield"				"Aphotic Shield"
		"DOTA_Tooltip_ability_abaddon_aphotic_shield_duration"		"持続時間："
		"DOTA_Tooltip_ability_abaddon_aphotic_shield_damage_absorb"	"吸収される最大ダメージ："
		"DOTA_Tooltip_ability_abaddon_aphotic_shield_radius"		"BURST 範囲:"
		"DOTA_Tooltip_ability_abaddon_frostmourne"					"Curse of Avernus"
		"DOTA_Tooltip_ability_abaddon_borrowed_time"				"Borrowed Time"
		"DOTA_Tooltip_ability_abaddon_borrowed_time_hp_threshold"	"HP しきい値："
		"DOTA_Tooltip_ability_abaddon_borrowed_time_duration"		"持続時間："
		"DOTA_Tooltip_modifier_abaddon_borrowed_time"					"Borrowed Time"
		"DOTA_Tooltip_modifier_abaddon_borrowed_time_Description"		"Abaddon に与えられたダメージは、代わりに彼を回復する。"
		"DOTA_Tooltip_modifier_abaddon_aphotic_shield"					"Aphotic Shield"
		"DOTA_Tooltip_modifier_abaddon_aphotic_shield_Description"		"ダメージを吸収する;最高量のダメージを吸収すると、爆発し周囲にダメージを与える。"
		"DOTA_Tooltip_modifier_abaddon_frostmourne_debuff"				"Curse of Avernus"
		"DOTA_Tooltip_modifier_abaddon_frostmourne_buff"				"Curse of Avernus"
		//ELDER TITAN
		"DOTA_Tooltip_ability_elder_titan_echo_stomp"							"Echo Stomp"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_Lore"						"地面を踏み鳴らす音の中には未だに、創造の力が響き渡る。"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_cast_time"					"キャスト時間："
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_radius"					"範囲："
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_stomp_damage"				"STOMP ダメージ："
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_sleep_duration"			"SLEEP 持続時間："
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit"					"Echo Stomp"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_Description"		"Astral Spirit と共に地面を踏み鳴らして周囲の敵ユニットにダメージとショックを与えて気絶させる。Elder Titan の足踏みは物理的ダメージを、精霊の足踏みは魔法ダメージを与える。気絶した敵は、ダメージを受けると目を覚ます。"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_Lore"				"地面を踏み鳴らす音の中には未だに、創造の力が響き渡る。"
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_cast_time"			"キャスト時間："
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_radius"				"範囲："
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_stomp_damage"		"STOMP ダメージ："
		"DOTA_Tooltip_ability_elder_titan_echo_stomp_spirit_sleep_duration"		"SLEEP 持続時間："
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit"						"Astral Spirit"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_Lore"				"他の4人の Fundamental と同じく、 Elder Titan は全ての次元に一度に存在し、必要に応じて別の次元に居る彼自身呼び出すことが出来る。"
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_spirit_duration"		"持続時間："
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_buff_duration"		"バフ持続時間："
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_pass_damage"			"ダメージ："
		"DOTA_Tooltip_ability_elder_titan_ancestral_spirit_radius"				"範囲："
		"DOTA_Tooltip_ability_elder_titan_return_spirit"						"Return Astral Spirit"
		"DOTA_Tooltip_ability_elder_titan_return_spirit_Description"			"Astral Spirit を Elder Titan の元に返す。"
		"DOTA_Tooltip_ability_elder_titan_natural_order"						"Natural Order"
		"DOTA_Tooltip_ability_elder_titan_natural_order_Lore"					"まるでその始まりであるかのように、 Elder Titan は基に戻す。"
		"DOTA_Tooltip_ability_elder_titan_natural_order_radius"					"範囲："
		"DOTA_Tooltip_ability_elder_titan_natural_order_armor_reduction_pct"	"%基本アーマー低下："
		"DOTA_Tooltip_ability_elder_titan_natural_order_magic_resistance_pct"	"%ベース耐性軽減："
		"DOTA_Tooltip_ability_elder_titan_natural_order_spirit_radius"					"射程:"
		"DOTA_Tooltip_ability_elder_titan_natural_order_spirit_armor_reduction_pct"	"%基本アーマー低下:"
		"DOTA_Tooltip_ability_elder_titan_natural_order_spirit_magic_resistance_pct"	"%基本耐性減少:"
		"DOTA_Tooltip_ability_elder_titan_earth_splitter"						"Earth Splitter"
		"DOTA_Tooltip_ability_elder_titan_earth_splitter_Lore"					"かつて作り出した物をバラバラに引き裂く。"
		"DOTA_Tooltip_ability_elder_titan_earth_splitter_crack_width"			"ひび割れの幅："
		"DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_duration"			"減速持続時間："
		"DOTA_Tooltip_ability_elder_titan_earth_splitter_damage_pct"			"%ダメージとしての最高HP:"
		"DOTA_Tooltip_ability_elder_titan_earth_splitter_slow_pct"				"%移動減速："		

		"DOTA_Tooltip_modifier_elder_titan_echo_stomp"					"Echo Stomp"
		"DOTA_Tooltip_modifier_elder_titan_echo_stomp_Description"		"Elder Titan に気絶させられた。"
		"DOTA_Tooltip_modifier_elder_titan_ancestral_spirit"			"Astral Spirit"
		"DOTA_Tooltip_modifier_elder_titan_ancestral_spirit_buff"		"Astral Titan バフ"
		"DOTA_Tooltip_modifier_elder_titan_natural_order"				"Natural Order"
		"DOTA_Tooltip_modifier_elder_titan_natural_order_magic_resistance_Description"	"基本魔法ダメージ耐性が %dMODIFIER_PROPERTY_TOOLTIP%%%減少中。"
		"DOTA_Tooltip_modifier_elder_titan_earth_splitter"				"Earth Splitter"
		"DOTA_Tooltip_modifier_elder_titan_earth_splitter_Description"	"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%減速されている。"
		"DOTA_Tooltip_modifier_elder_titan_earth_splitter_scepter"		"Earth Splitter"
		//LEGION COMMANDER
		"DOTA_Tooltip_ability_legion_commander_overwhelming_odds"				"Overwhelming Odds"
		"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_radius"		"範囲："
		"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_damage"		"基本ダメージ："
		"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_illusion_dmg_pct"	"%分身のダメージ："
		"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_creeps"	"%ボーナス速度（クリープ）："
		"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_bonus_speed_heroes"	"%ボーナス速度（ヒーロー）："
		"DOTA_Tooltip_ability_legion_commander_overwhelming_odds_duration"		"速度 持続時間："
		"DOTA_Tooltip_ability_legion_commander_press_the_attack"				"Press The Attack"
		"DOTA_Tooltip_ability_legion_commander_press_the_attack_duration"		"持続時間："
		"DOTA_Tooltip_ability_legion_commander_press_the_attack_attack_speed"	"ボーナス攻撃速度："
		"DOTA_Tooltip_ability_legion_commander_press_the_attack_hp_regen"		"HP 回復："
		"DOTA_Tooltip_ability_legion_commander_moment_of_courage"				"Moment of Courage"
		"DOTA_Tooltip_ability_legion_commander_moment_of_courage_hp_leech_percent" "%ライフ吸収："
		
		"DOTA_Tooltip_ability_legion_commander_duel"							"Duel"
		"DOTA_Tooltip_ability_legion_commander_duel_duration"					"持続時間："
		"DOTA_Tooltip_ability_legion_commander_duel_reward_damage"				"ボーナスダメージ："
		"DOTA_Tooltip_modifier_legion_commander_overwhelming_odds"				"Overwhelming Odds"
		"DOTA_Tooltip_modifier_legion_commander_overwhelming_odds_Description"	"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% の移動速度を得る。"
		"DOTA_Tooltip_modifier_legion_commander_press_the_attack"				"Press the Attack"
		"DOTA_Tooltip_modifier_legion_commander_duel"							"Duel"
		"DOTA_Tooltip_modifier_legion_commander_duel_Description"				"相手が死ぬか効果が終わるまで Duel を続ける。"
		"DOTA_Tooltip_modifier_legion_commander_duel_damage_boost_Description"	"勝利した Duel から永久的にボーナスダメージを獲得。"
		"DOTA_Tooltip_modifier_legion_commander_moment_of_courage_lifesteal"							"Moment of Courage"
		"DOTA_Tooltip_ability_ember_spirit_searing_chains_duration"				"持続時間："
		"DOTA_Tooltip_ability_ember_spirit_searing_chains_radius"				"範囲:"
		"DOTA_Tooltip_ability_ember_spirit_sleight_of_fist_radius"				"範囲:"
		"DOTA_Tooltip_ability_ember_spirit_sleight_of_fist_bonus_hero_damage"	"ボーナスヒーローダメージ："
		"DOTA_Tooltip_ability_ember_spirit_sleight_of_fist_attack_interval"		"攻撃間隔:"
		"DOTA_Tooltip_ability_ember_spirit_flame_guard_duration"				"持続時間："
		"DOTA_Tooltip_ability_ember_spirit_flame_guard_radius"					"範囲:"
		"DOTA_Tooltip_ability_ember_spirit_flame_guard_damage_per_second"		"ダメージ／秒："
		"DOTA_Tooltip_ability_ember_spirit_fire_remnant_damage"					"ダメージ："
		"DOTA_Tooltip_ability_ember_spirit_fire_remnant_radius"					"範囲:"
		"DOTA_Tooltip_ability_ember_spirit_fire_remnant_duration"				"持続時間："
		"DOTA_Tooltip_modifier_ember_spirit_searing_chains"						"Searing Chains"
