"lang"
{ 
	"Language" "schinese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"特价！"
	"Debut_Earthshaker_Arcana_Title"		"全新撼地者至宝物品"
	"Debut_Earthshaker_Arcana_BP"		"勇士令状<b>365级</b>奖励"

	"Debut_Earthshaker_Arcana_Feature_Combo_Title"		"<b>展示你的力量</b>"
	"Debut_Earthshaker_Arcana_Feature_Combo"		"短时间内对敌人发动连环技能，提升撼地者头上的连招计数。连招结束后，可以看到这个震撼的总伤害，这样敌人能明白你在战斗中是怎么样的存在。"
	"Debut_Earthshaker_Arcana_Feature_Immmortal"		"撼地者的不朽图腾<b><i>天外裁决</i></b>，来自今年的勇士令状，现在拥有额外款式，使其呈现至宝物品所选款式相同的奥术色彩。"

	"ESArcana_Feature_One_Title"  "<b>全新模型和基座</b>"
    "ESArcana_Feature_One_Desc"   "撼地者的模型和展示基座已经天翻地覆，对应他获得的天星之礼，以及这样的赠礼需要的代价。"
    "ESArcana_Feature_Two_Title"  "<b>自定义动作和特效</b>"
    "ESArcana_Feature_Two_Desc"  "拥有全套新动作，连招计数，全新回音击特效，自定义回音击击杀英雄特效，全新周身特效，增强版神杖强化图腾特效，自定义闪烁匕首特效和自定义眩晕特效。"
    "ESArcana_Feature_Three_Title"  "<b>自定义英雄资源</b>"
    "ESArcana_Feature_Three_Desc"  "包含两个款式的全套英雄肖像，技能图标和小地图图标。"
    "ESArcana_Feature_Four_Title"  "<b>500+全新至宝专属语音台词</b>"
    "ESArcana_Feature_Five_Title"  "<b>自定义闪烁匕首图标</b>"
    "ESArcana_Feature_Six_Title"  "全新聊天表情"
    "ESArcana_Feature_Seven_Title"  "<b>可解锁第二款式</b>"
    "ESArcana_Feature_Seven_Desc"  "施放回音击获得的击杀和助攻达到500将解锁<i>炽炎血统</i>额外款式。"

	//Debut page for Young Invoker Persona
	"Debut_Persona_kidInvoker_Intro"				"小祈求者身心"
	"Debut_Persona_KidInvoker_Lore"					"<b><span class='intro-text'>在被认定为世上最危险魔法师的数万年前...</span></b> <br><br> ...祈求者作为一所古老法师学院的少年明星学生，他的学生生活并不如意。虽然他能出色地完成眼前每个任务，沐浴在自己的天资带来的赞美声中，但年轻的祈求者梦寐以求的是一个只需要听命于自己的未来，可以凭自己的意愿随意挥洒自己日益见长的力量。
<br><br>
现在，利用学院院长的秘密档案室中偷得的危险魔法，小卡尔已经发现了穿越自己时间线的方法。渴望着提前进入他的至高成就时刻，卡尔决定向当今或未来的世界证明，祈求者的辉煌奇艺无人可以超越。"

	"Debut_Persona_KidInvoker_Feature_One_Title"  	"<b>全新模型和熔炉精灵</b>"
    "Debut_Persona_KidInvoker_Feature_One_Desc"   	"祈求者、技能天球和他的熔炉精灵模型都已替换成自己早年作为一名高明魔法师的版本。"
    "Debut_Persona_KidInvoker_Feature_Two_Title"  	"<b>自定义动作和特效</b>"
    "Debut_Persona_KidInvoker_Feature_Two_Desc"  	"身心拥有全新动作，将时光拨回至几千年前，让少年祈求者身形矫健，随时能够出战。体内充盈着强大的魔法，他还拥有自定义攻击特效，可以根据当前操控的技能天球而改变。"
    "Debut_Persona_KidInvoker_Feature_Three_Title"  "<b>自定义英雄资源</b>"
    "Debut_Persona_KidInvoker_Feature_Three_Desc"  	"包含全新英雄肖像，技能图标和小地图图标。"
    "Debut_Persona_KidInvoker_Feature_Four_Title"  	"<b>全新配音演绎</b>"
    "Debut_Persona_KidInvoker_Feature_Six_Title"  	"全新聊天表情"

	"Debut_DuelingFates_Title"							"血战之命"
	"Debut_DuelingFates_SubTitle"						"7.07 更新"
	"Debut_DuelingFates_Bundle_Title"					"血战之命纹章捆绑包"
	"Debut_DuelingFates_Bundle_SubTitle"				"不朽捆绑包"

	"Debut_DuelingFates_DarkWillow_Mireska"		"米瑞斯嘉"
	"Debut_DuelingFates_DarkWillow_Name"		"邪影芳灵"
	"Debut_DuelingFates_AlsoAvailable"			"新品上架："
	"Debut_DuelingFates_BundleName"				"血战之命纹章捆绑包"
	"Debut_DuelingFates_33Off"					"66折特惠"
	"Debut_DuelingFates_SaleDate"				"截至2017年11月30日"

	"Debut_DuelingFates_DarkWillow_Bundle" 				"<br><br>晴风之承 & <br><br>嘲讽：荆棘至上"
	"Debut_DuelingFates_DarkWillow_Bundle_Desc"			"物品和自定义嘲讽 邪影芳灵专属"
	"Debut_DuelingFates_PartOf"							"血战之命纹章捆绑包内含："

	"Debut_DuelingFates_DarkWillow_Item_Desc1"			"晴风之承 — 不朽腰带物品，拥有周身特效和邪影芳灵的荆棘迷宫自定义技能特效"
	"Debut_DuelingFates_DarkWillow_Item_Desc2"			"复仇之铳 — 不朽副手物品，拥有周身特效和石鳞剑士的虚张声势自定义技能特效和音效"
	"Debut_DuelingFates_DarkWillow_Item_Desc3"			"侍卫波利 — 忠诚的信使，自封为石鳞剑士唐特的侍卫"
	"Debut_DuelingFates_DarkWillow_Item_Desc4"			"古怪陷阱 — 曾经只有瑞文特尔皇室才能栽培的品种"

	"Debut_DuelingFates_DarkWillow_Item_Desc5"			"新英雄的嘲讽动作 — 邪影芳灵的“荆棘至上”和石鳞剑士的“愚者无畏”"

	"Debut_DuelingFates_TheresMore"						"血战之命纹章捆绑包还包含："

	"Debut_DuelingFates_Pangolier_Donte"		"唐特"
	"Debut_DuelingFates_Pangolier_Bundle" 				"<br><br>复仇之铳 & <br><br>嘲讽：愚者无畏"
	"Debut_DuelingFates_Pangolier_Bundle_Desc"			"物品和嘲讽动作 石鳞剑士专属"

	"Debut_Grimstroke_Title"					"天涯墨客"
	"Debut_Grimstroke_Lore"					"擅长从远处操控战斗，天涯墨客洞察所有动向，评定所有路线，决定何时从如墨的黑暗中现身控制对手，挥毫将他们一同束缚。他喜爱释放幻影的奴隶侵扰对手，而自己就慎重考虑，怎样给众多敌人写下最后一笔。"

	"FrontPage_Debut_Armadillo_Desc"                    "渴望随时冲入危险，石鳞剑士擅长干扰敌人的行动，将自己置身于混乱之中。巧妙地运剑刺入护甲的缝隙之中，再利用他厚实的鳞片摆脱攻击，这位优雅的剑客时刻准备着滚进战场。"

	"FrontPage_VideoStream_Live"						"直播"
	"FrontPage_VideoStream_Teams"						"{s:team_1} vs {s:team_2}"
	"FrontPage_VideoStream_GameState"					"{s:stage_name}"
	"FrontPage_VideoStream_GameState_Series"			"{s:stage_name} -  第{i:game_number}局 / 共{i:games_total}局"
	"FrontPage_VideoStream_Watch"						"游戏内观看"
	"FrontPage_VideoStream_OpenInDpcTab"    		    "查看锦标赛主页"
	"FrontPage_VideoStream_WatchInBrowser"				"浏览器内观看"
    "FrontPage_VideoStream_MatchesResumeIn"             "{s:matches_resumes_in}后比赛继续"
	"FrontPage_VideoStream_PrevDayWatchInBrowser"		"在浏览器中观看之前的比赛"
	"FrontPage_VideoStream_BroadcastInProgress"			"直播正在进行中"
	"FrontPage_VideoStream_BroadcastWillResume"			"比赛开始后直播将会继续"
	"FrontPage_VideoStream_WatchLiveInGame"				"游戏内观看直播"
	"FrontPage_VideoStream_BroadcastUpcoming"			"距离直播开始："
	"FrontPage_VideoStream_BroadcastUpcomingTime"		"{t:r:m:upcoming_broadcast_time}"
	"FrontPage_VideoStream_BroadcastUpcomingSoon"		"马上开始"
	"FrontPage_VideoStream_UpcomingMatch"				"<span class=\"UpcomingMatchPrefix\">下一场比赛：</span> {s:stage_name} - {s:team_1} vs {s:team_2}"
	"FrontPage_VideoStream_UpcomingMatchSpoilerBlock"	"<span class=\"UpcomingMatchPrefix\">下一场比赛：</span> {s:stage_name}"
	"FrontPage_VideoStream_ViewBrackets"				"查看当前赛况"
    "FrontPage_VideoStream_SpoilersBlocked"             "这场比赛可能为实时"
    "FrontPage_VideoStream_SpoilerReveal"               "显示"

	"FrontPage_VideoStream_Boston2016_Line1"				"主赛事：2016年12月7-11日"
	"FrontPage_VideoStream_Boston2016_Line2"				"美国波士顿市王安剧场"

	"FrontPage_VideoStream_Manila2016_Line1"				"主赛事：2016年6月6日 - 6月12日"
	"FrontPage_VideoStream_Manila2016_Line2"				"菲律宾马尼拉，亚洲商业中心体育馆"

	"FrontPage_VideoStream_International2016_Line1"		"<b><font color='#838383'>外卡赛： </font></b>2016年8月2日<b> <font color='#838383'>小组赛阶段：</font></b>2016年8月3日—5日"
	"FrontPage_VideoStream_International2016_Line2"		"<b><font color='#838383'>主要赛事：</font></b>2016年8月8日—13日 <i><font color='#838383'>美国西雅图 - 钥匙体育馆</font></i>"

	"FrontPage_VideoStream_Kiev2017_Line1"				"小组赛：2017年4月24日 - 4月25日"
	"FrontPage_VideoStream_Kiev2017_Line2"				"主赛事：2017年4月27日 - 4月30日"

	"FrontPage_VideoStream_International2017_Line1"		"小组赛：2017年8月2日 - 8月5日"
	"FrontPage_VideoStream_International2017_Line2"		"主赛事：2017年8月8日 - 8月13日"

	"FrontPage_Dotapit_5_Treasure_Title"				"冰封之渊的珍藏"
	"FrontPage_Dotapit_5_Treasure_Description"			"10%的珍藏销售额将进入Dota之渊联赛第5赛季的总奖金"

	"FrontPage_Winter_2017_Treasure2_Header"				"全新珍藏"
	"FrontPage_Winter_2017_Treasure2_Title"			"2017年冬季珍藏 II"

	"FrontPage_Winter_2017_Treasure3_Header"				"全新珍藏"
	"FrontPage_Winter_2017_Treasure3_Title"			"2017年冬季珍藏 III"

	"FrontPage_DAC_2017_Treasure_Header"			"全新珍藏"
	"FrontPage_DAC_2017_Treasure_Title"				"荧煌之礼的珍藏"
	"FrontPage_DAC_2017_Treasure_Description"		"20%的珍藏销售额将直接进入2017年亚洲邀请赛总奖金。"

	"FrontPage_NewHeroItems"			"全新英雄物品"
	"FrontPage_New_Treasure_Header"		"全新珍藏"

	"FrontPage_Carmine_Cascade_Title"					"赤紫之瀑的珍藏"
	"FrontPage_Carmine_Cascade_Description"				"包含先知、撼地者、邪影芳灵、维萨吉、神谕者等众多英雄的全新物品。"

	"FrontPage_November_2018_Treasure_Title"			"苍碧之忱的珍藏"
	"FrontPage_November_2018_Treasure_Description"		"包含露娜、巨魔战将、巫妖、敌法师和斯拉达等等英雄的全新物品。"

	"FrontPage_Frostivus_2018_Treasure1_Header"			"活动珍藏"
	"FrontPage_Frostivus_2018_Treasure1_Name"			"2018年迎霜节珍藏 I"
	"FrontPage_Frostivus_2018_Treasure1_Desc"			"发掘今年冬天降临的两款迎霜节主题珍藏之一。内含成捆全新物品套装外还有一个信使和守卫捆绑包。"
	"FrontPage_Frostivus_2018_Treasure2_Name"			"2018年迎霜节珍藏 II"
	"FrontPage_Frostivus_2018_Treasure2_Desc"			"迎霜节主题的第二款珍藏现已到来。内含主宰、德鲁伊、昆卡等等多名英雄的全新套装。"


	"FrontPage_Elemental_Fury_Music_Pack_Header"			"全新音乐包"
	"FrontPage_Elemental_Fury_Music_Pack_Title"				"真元之怒"
	"FrontPage_Elemental_Fury_Music_Pack_Description"		"由社区艺术家Daniel Sadowski谱曲创作"

	"DOTA_ViolatorNew"									"新"
	"DOTA_ViolatorUpdated"								"已更新"

	"DOTA_SplashAd_AxeImmortal_Title" 					"国际邀请赛斧王不朽物品"
	"DOTA_SplashAd_AxeImmortal_Body"					"全新的斧王不朽物品已发送给2015年国际邀请赛互动指南玩家。<br>另外，获得斧王不朽物品的同时还将额外获得一件鹰翔九天宝瓶！"

	"DOTA_SplashAd_FallMajorCompendium_AddedTitle"		"获得专属内容和游戏性的特权"
	"DOTA_SplashAd_FallMajorCompendium_List1"			"<font color='#B3E432'>-</font> 完成挑战可赢得金币"
	"DOTA_SplashAd_FallMajorCompendium_List2"			"<font color='#B3E432'>-</font> 使用金币预测胜利"
	"DOTA_SplashAd_FallMajorCompendium_List3"			"<font color='#B3E432'>-</font> 使用金币兑换独家奖励"
	"DOTA_SplashAd_FallMajorCompendium_Purchase"		"现在仅售<font color='#FFFFFF'>{g:dota_item_price:compendium_itemdef_lvl1}</font>"

	"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure3"	"冬季珍藏III已推出"
	"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure3Desc"	"冬季勇士令状的第三款珍藏已经推出。仅对勇士令状玩家开放购买，内含7款全新套装，其中包括死亡先知的全新套装，极其稀有的“蛸皇之秘”。"
	"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure3Desc_Owns"	"冬季勇士令状的第三款珍藏已经推出。仅对勇士令状玩家开放购买，内含7款全新套装，其中包括死亡先知的全新套装，极其稀有的“蛸皇之秘”。如果之前获得过这款珍藏，现在兵器库内该珍藏已经解锁。"

	"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure4"	"冬季珍藏IV现已推出 & 互动指南内容更新"
	"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure4Desc"	"冬季勇士令状的最后一款珍藏已经到来。仅对冬季勇士令状玩家开放购买，内含七款英雄套装，包括极其稀有的戴泽套装“黑爪密使”。另外，上海特级锦标赛互动指南已经更新了战队信息和赛事预测。正确预测上海特锦赛的多个比赛结果可以赢取勇士积分！"
	"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure4Desc_Owns"	"冬季勇士令状的最后一款珍藏已经到来。仅对冬季勇士令状玩家开放购买，内含七款英雄套装，包括极其稀有的戴泽套装“黑爪密使”。另外，上海特级锦标赛互动指南已经更新了战队信息和赛事预测。正确预测上海特锦赛的多个比赛结果可以赢取勇士积分！"

	"DOTA_SplashAd_WinterMajorBattlePass_AddedTitle"	"专享内容、任务和奖励"
	"DOTA_SplashAd_WinterMajorBattlePass_List1"			"<font color='#8AAED0'>-</font> 着手冬季任务入手奖励"
	"DOTA_SplashAd_WinterMajorBattlePass_List2"			"<font color='#8AAED0'>-</font> 预测并赢得比赛即可升级勇士令状"
	"DOTA_SplashAd_WinterMajorBattlePass_List3"			"<font color='#8AAED0'>-</font> 附赠介绍上海特级锦标赛相关信息和活动的互动指南"

	"DOTA_SplashAd_WinterMajorBattlePass_View"			"前往勇士令状"
	"DOTA_SplashAd_WinterMajorBattlePass_Preview"		"预览勇士令状"


	"DOTA_RecentArmoryItems_Header"			"兵器库内现已收入"
	"DOTA_RecentArmoryItems_Title_New"		"新"
	"DOTA_RecentArmoryItems_Title_Recent"	"近期"
	"DOTA_RecentArmoryItems_Title_RecentlyUnbundled"	"近期解开"
	"DOTA_RecentArmoryItems_ItemType"		"{s:item_type}"
	"DOTA_RecentArmoryItems_PartOfSet"		"属于<span class=\"SetName\">{s:item_set_name}</span>"
	"DOTA_RecentArmoryItems_EmptyTitle"		"近期没有物品"
	"DOTA_RecentArmoryItems_EmptyMessage"	"点击剑盾图标，查看完整的兵器库。"
 	"DOTA_RecentArmoryItems_ItemStrangeGemType"		"{s:gem_description} - {s:strange_count}"

	"DOTA_RecentTreasures"		"近期珍藏"

	"DOTA_Store_FailedToLoad"	"无法载入商店信息。请稍候重试。"
	"DOTA_Store_TopSellers"		"热销商品"
	"DOTA_Store_NewReleases"	"新品上架"
	"DOTA_Store_SpotlightTreasure"	"特色珍藏"
	"DOTA_Store_SpotlightSale"		"特惠聚焦"
	"DOTA_Store_SpotlightDuration"	"还剩{t:r:m:spotlight_end_time}"
	"DOTA_Store_ViewBundle"			"查看捆绑包"

	"DOTA_SeasonPass_SecondaryTabHeader_Home"			"主页"
	"DOTA_SeasonPass_SecondaryTabHeader_Campaign"		"任务"
	"DOTA_SeasonPass_SecondaryTabHeader_CampaignDetails"	"战役"
	"DOTA_SeasonPass_SecondaryTabHeader_Rewards"		"奖赏"
	"DOTA_SeasonPass_SecondaryTabHeader_Wagering"		"预测"
	"DOTA_SeasonPass_SecondaryTabHeader_Tournament"		"总奖金"
	"DOTA_SeasonPass_SecondaryTabHeader_Achievements"	"成就"
	"DOTA_SeasonPass_SecondaryTabHeader_BattleCup"		"勇士联赛"
	"DOTA_SeasonPass_SecondaryTabHeader_DoubleDown"		"天梯双倍投入"
	"DOTA_SeasonPass_SecondaryTabHeader_ProCircuitPredictions"	"职业巡回赛预测"


	"DOTA_Compendium_SecondaryTabHeader_Overview"		"概览"
	"DOTA_Compendium_SecondaryTabHeader_Recap"			"回顾"
	"DOTA_Compendium_SecondaryTabHeader_PlayerCards"	"选手卡片"
	"DOTA_Compendium_SecondaryTabHeader_Predictions"	"赛事预测"
	"DOTA_Compendium_SecondaryTabHeader_Bracket"		"赛况"
	"DOTA_Compendium_SecondaryTabHeader_Fantasy"		"梦幻挑战"
	"DOTA_Compendium_SecondaryTabHeader_FavTeam"		"最喜爱战队"
	"DOTA_Compendium_SecondaryTabHeader_Teams"			"战队"
	"DOTA_Compendium_SecondaryTabHeader_Players"		"选手"
	"DOTA_Compendium_SecondaryTabHeader_Casters"		"解说"
	"DOTA_Compendium_SecondaryTabHeader_AllStars"		"全明星赛"
	"DOTA_Compendium_SecondaryTabHeader_Qualifiers"		"预选赛"
	"DOTA_Compendium_SecondaryTabHeader_RegionalQualifiers"		"地区预选赛"
	"DOTA_Compendium_SecondaryTabHeader_GroupStage"		"小组赛"
	"DOTA_Compendium_SecondaryTabHeader_Playoffs"		"淘汰赛"
	"DOTA_Compendium_SecondaryTabHeader_RegionalPredictions"	"出线队伍预测"
	"DOTA_Compendium_SecondaryTabHeader_InvitePredictions"	"直邀队伍预测"
	"DOTA_Compendium_SecondaryTabHeader_Invites"		"邀请队伍"
	"DOTA_Compendium_SecondaryTabHeader_Tickets"		"门票"
	"DOTA_Compendium_SecondaryTabHeader_TI6ComingSoon"	"2016年国际邀请赛"
	"DOTA_Compendium_SecondaryTabHeader_International2017ComingSoon"	"2017年国际邀请赛"
	"DOTA_Compendium_SecondaryTabHeader_FallComingSoon"	"波士顿特级锦标赛"
	"DOTA_Compendium_SecondaryTabHeader_Winter2017ComingSoon"	"基辅特锦赛"
	"DOTA_Compendium_SecondaryTabHeader_TrueSight"		"真视界"
	"DOTA_Compendium_SecondaryTabHeader_ManilaPredictions"	"马尼拉 >>"
	"DOTA_Compendium_MakePrediction"					"进行预测"
	"DOTA_Compendium_ChangePrediction"					"更改预测"
	"DOTA_Compendium_ShowRanking"						"显示当前结果"
	"DOTA_Compendium_RevealStandings"					"显示当前排名"
	"DOTA_Compendium_HideStandings"						"隐藏当前排名"
	"DOTA_Compendium_ChooseTeam"						"选择一支队伍"
	"DOTA_Compendium_ChoosePlayer"						"选择一名选手"
	"DOTA_Compendium_ChooseHero"						"选择一名英雄"
	"DOTA_Compendium_ChooseBackground"					"选择背景"
