"lang"
{ 
	"Language" "italian" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"di salute"					// $health
		"dota_ability_variable_mana"				"di mana"						// $mana
		"dota_ability_variable_armor"				"di armatura"						// $armor
		"dota_ability_variable_damage"				"di danno"					// $damage
		"dota_ability_variable_str"					"di Forza"					// $str
		"dota_ability_variable_int"					"di Intelligenza"				// $int
		"dota_ability_variable_agi"					"di Agilità"					// $agi
		"dota_ability_variable_all"					"a tutti gli attributi"			// $all
		"dota_ability_variable_primary_attribute"	"all'attributo primario"			// $primary_attribute
		"dota_ability_variable_attack"				"di velocità di attacco"				// $attack
		"dota_ability_variable_hp_regen"			"di rigenerazione della salute"		// $hp_regen
		"dota_ability_variable_lifesteal"			"di prosciugamento della salute"					// $lifesteal
		"dota_ability_variable_mana_regen"			"di rigen. del mana"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"di rigen. del mana (aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"di danno degli incantesimi"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"alla durata degli effetti negativi"			// $debuff_amp
		"dota_ability_variable_move_speed"			"di velocità di movimento"			// $move_speed
		"dota_ability_variable_evasion"				"di elusività"					// $evasion
		"dota_ability_variable_spell_resist"		"di resistenza alla magia"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"di prosciugamento dagli incantesimi"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"di prosciugamento dagli incantesimi (creep)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"di prosciugamento dagli incantesimi (Eroi)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"all'attributo selezionato"		// $selected_attribute
		"dota_ability_variable_attack_range"		"di gittata d'attacco <font color='#7d7d7d'>(solo a distanza)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"di gittata d'attacco <font color='#7d7d7d'>(solo da mischia)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"di gittata di lancio"				// $cast_range
		"dota_ability_variable_status_resist"		"di resistenza agli stati"			// $status_resist
		"dota_ability_variable_projectile_speed"	"di velocità dei proiettili"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"di riduzione dei costi in mana"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"di riduzione dei tempi di ricarica"		// $cooldown_reduction 

		"dota_ability_variable_damage_int_hero"	"di danno (Eroi Intelligenza)"
		"DOTA_Tooltip_ability_wisp_tether_shard_description"					"I nemici che toccano il Legame verranno storditi per 1,75 secondi e subiranno 150 danni. La stessa Unità non può essere colpita più di una volta ogni 7 secondi. Aumenta dell'8%% la velocità di movimento."
		"DOTA_Tooltip_ability_wisp_tether_Lore"									"Il tocco benevolo di Io infonde forza attraverso le dimensioni."
		"DOTA_Tooltip_ability_wisp_tether_Note0"								"Provare a stabilire un Legame con un'Unità che si trova oltre la distanza di 700 unità dell'abilità creerà il collegamento e farà avvicinare velocemente Io all'Unità legata (fino a una distanza di 300 unità)."
		"DOTA_Tooltip_ability_wisp_tether_Note1"								"L'Unità legata si curerà più velocemente e anche se la salute di Io è al massimo."
		"DOTA_Tooltip_ability_wisp_tether_Note2"								"La velocità di movimento di Io sarà la stessa dell'Unità legata."
		"DOTA_Tooltip_ability_wisp_tether_radius"								"DISTANZA MASSIMA DEL LEGAME:"
		"DOTA_Tooltip_ability_wisp_tether_movespeed"							"%VELOCITÀ DI MOVIMENTO AGGIUNTIVA:"
		"DOTA_Tooltip_ability_wisp_tether_tether_heal_amp"						"AMPLIFICAZIONE DI SALUTE/MANA:"
		"DOTA_Tooltip_ability_wisp_tether_slow"									"%RALLENTAMENTO:"
		"DOTA_Tooltip_ability_wisp_tether_break"								"Recidi il Legame"
		"DOTA_Tooltip_ability_wisp_tether_break_Description"					"Nome in inglese: <font color='#F2A93E'>Break Tether</font>\n \nRompe il collegamento con l'Unità legata."
		"DOTA_Tooltip_ability_wisp_spirits"										"Spiriti"
		"DOTA_Tooltip_ability_wisp_spirits_Description"							"Nome in inglese: <b><font color='#F2A93E'>Spirits</font></b>\n\nEvoca cinque particelle spiritiche che danzano in cerchio intorno a Io. Se una particella colpisce un Eroe nemico, essa esploderà, danneggiando tutte le Unità nemiche che le si trovano intorno. I creep subiscono danni lievi quando toccano le particelle, ma non le fanno esplodere. Al termine dell'effetto, gli spiriti rimasti esploderanno."
		"DOTA_Tooltip_ability_wisp_spirits_Lore"								"Io intreccia le particelle dell'universo con i suoi poteri inimmaginabili."
		"DOTA_Tooltip_ability_wisp_spirits_Note0"								"Dopo averli invocati, Io può far avvicinare o allontanare gli spiriti."
		"DOTA_Tooltip_ability_wisp_spirits_scepter_description"					"Gli spiriti compaiono passivamente intorno ad Io ogni secondo, fino a raggiungere il massimo numero consentito. Gli Eroi che entrano in contatto con uno spirito subiscono un rallentamento per un breve periodo."
		"DOTA_Tooltip_ability_wisp_spirits_scepter_slow_duration"				"DURATA DEL RALLENTAMENTO CON SCETTRO:"
		"DOTA_Tooltip_ability_wisp_spirits_scepter_slow_pct"					"%RIDUZIONE DELLA VELOCITÀ (SCETTRO):"
		"DOTA_Tooltip_ability_wisp_spirits_creep_damage"						"DANNO AI CREEP:"
		"DOTA_Tooltip_ability_wisp_spirits_hero_damage"							"DANNO AGLI EROI:"
		"DOTA_Tooltip_ability_wisp_spirits_max_range"							"RAGGIO DELL'OSCILLAZIONE:"
		"DOTA_Tooltip_ability_wisp_spirits_explode_radius"						"RAGGIO DELL'ESPLOSIONE:"
		"DOTA_Tooltip_ability_wisp_spirits_spirit_duration"						"DURATA:"
		"DOTA_Tooltip_ability_wisp_spirits_in"									"Avvicina gli Spiriti"
		"DOTA_Tooltip_ability_wisp_spirits_in_Description"						"Nome in inglese: <b><font color='#F2A93E'>Spirits Movement</font></b>\n \nAvvicina gli spiriti a Io. L'abilità può essere attivata/disattivata manualmente."
		"DOTA_Tooltip_ability_wisp_spirits_out"									"Allontana gli Spiriti"
		"DOTA_Tooltip_ability_wisp_spirits_out_Description"						"Nome in inglese: <font color='#F2A93E'>Spirits Out</font>\n \nFa allontanare gli spiriti da te. Può essere attivata o disattivata a piacimento."
		"DOTA_Tooltip_ability_wisp_overcharge"									"Sovraccarico"
		"DOTA_Tooltip_ability_wisp_overcharge_Lore"								"Estraendo l'energia della materia da tutti i mondi, Io comincia a districare il tempo."
		"DOTA_Tooltip_ability_wisp_overcharge_Description"						"Nome in inglese: <b><font color='#F2A93E'>Overcharge</font></b>\n \nIo ottiene velocità di attacco, amplificazione degli incantesimi e rigenerazione della salute aggiuntive in base alla sua salute massima. Se Io ha instaurato un Legame con un alleato, anche quell'Unità riceverà questi benefici."
		"DOTA_Tooltip_ability_wisp_overcharge_shard_description"				"Aumenta l'amplificazione degli incantesimi di Sovraccarico. Io ottiene prosciugamento della salute dagli incantesimi e la possibilità di condividere tale attributo con il bersaglio di Legame."
		"DOTA_Tooltip_ability_wisp_overcharge_shard_bonus_spell_amp"			"%AMPLIFICAZIONE DEGLI INCANTESIMI (FRAMMENTO):"
		"DOTA_Tooltip_ability_wisp_overcharge_shard_bonus_spell_lifesteal"		"%PROSCIUGAMENTO DAGLI INCANTESIMI (FRAMMENTO):"

		"DOTA_Tooltip_ability_wisp_overcharge_bonus_attack_speed"				"VELOCITÀ DI ATTACCO:"
		"DOTA_Tooltip_ability_wisp_overcharge_bonus_spell_amp"					"%AMPLIFICAZIONE DEGLI INCANTESIMI:"
		"DOTA_Tooltip_ability_wisp_overcharge_hp_regen"							"%RIGENERAZIONE DELLA SALUTE MASSIMA:"
		"DOTA_Tooltip_ability_wisp_overcharge_duration"							"DURATA:"
		"DOTA_Tooltip_ability_wisp_relocate"									"Trasferimento"
		"DOTA_Tooltip_ability_wisp_relocate_Lore"								"Io è l'incarnazione dei misteri dell'universo."
		"DOTA_Tooltip_ability_wisp_relocate_Description"						"Nome in inglese: <font color='#F2A93E'>Relocate</font>\n \nTeletrasporta Io e qualsiasi alleato con cui ha instaurato un <font color='#F2A93E'>Legame</font> in qualsiasi punto della mappa. Al termine dell'effetto farai ritorno, assieme agli alleati legati, al punto di partenza del teletrasporto. Fai doppio clic sull'abilità per teletrasportarti alla fontana della tua base."
		"DOTA_Tooltip_ability_wisp_relocate_Note0"								"I nemici vedranno un indicatore visivo nel mondo del gioco e sulla minimappa per tutto il tempo necessario al lancio che indicherà la destinazione del Trasferimento."
		"DOTA_Tooltip_ability_wisp_relocate_Note1"								"Il Trasferimento verrà annullato se Io viene disabilitato mentre lo sta attivando."
		"DOTA_Tooltip_ability_wisp_relocate_Note2"								"Ogni Eroe con il quale si è legati verrà teletrasportato insieme a te. Puoi recidere il legame in qualunque momento per evitare che l'Eroe si teletrasporti."
		"DOTA_Tooltip_ability_wisp_relocate_cast_delay"							"TEMPO DI LANCIO:"
		"DOTA_Tooltip_ability_wisp_relocate_return_time"						"TEMPO PER IL RITORNO:"
		"DOTA_Tooltip_ability_wisp_empty1"										"Avvicina gli Spiriti"
		"DOTA_Tooltip_ability_wisp_empty1_Description"							"Richiama gli spiriti vicino a te. Può essere attivata e disattivata. Disponibile soltanto quando Spiriti è attiva."
		"DOTA_Tooltip_ability_wisp_empty2"										"Allontana gli Spiriti"
		"DOTA_Tooltip_ability_wisp_empty2_Description"							"Allontana gli spiriti da te. Può essere attivata e disattivata. Disponibile soltanto quando Spiriti è attiva."

		"DOTA_Tooltip_modifier_wisp_tether"									"Legato"
		"DOTA_Tooltip_modifier_wisp_tether_Description"						"Velocità di movimento uguale a quella del bersaglio legato. Rigenera salute e mana del bersaglio."
		"DOTA_Tooltip_modifier_wisp_tether_haste"							"Legato"
		"DOTA_Tooltip_modifier_wisp_tether_haste_Description"				"Velocità di movimento aumentata del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% e riceve salute e mana da Io."
		"DOTA_Tooltip_modifier_wisp_tether_slow"							"Legame"
		"DOTA_Tooltip_modifier_wisp_tether_slow_description"				"Velocità di movimento ridotta del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% e velocità d'attacco ridotta di %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_wisp_spirits_slow"							"Spiriti (Rallentamento)"
		"DOTA_Tooltip_modifier_wisp_spirits_slow_Description"				"Velocità di movimento ridotta del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_wisp_overcharge"								"Sovraccaricato"
		"DOTA_Tooltip_modifier_wisp_overcharge_Description"					"Velocità di attacco aumentata di %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, rigenerazione della salute aumentata di %dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."
		"DOTA_Tooltip_modifier_wisp_spirits"								"Spiriti"
		"DOTA_Tooltip_modifier_wisp_spirits_Description"					"È circondato da spiriti alleati."
		"DOTA_Tooltip_modifier_wisp_relocate_return"						"Ritorno"
		"DOTA_Tooltip_modifier_wisp_relocate_return_Description"			"Sta per ritornare alla vecchia posizione."
		"DOTA_Tooltip_modifier_wisp_tether_scepter"				"Bonus Scettro (Legame)"
		"DOTA_Tooltip_modifier_wisp_tether_scepter_Description"				"Riceve i benefici dello Scettro di Aghanim durante Legame."
		
		// SLARK
		"DOTA_Tooltip_ability_slark_dark_pact"									"Patto oscuro"
		"DOTA_Tooltip_ability_slark_dark_pact_Description"						"Nome in inglese: <b><font color='#F2A93E'>Dark Pact</font></b>\n \nDopo un breve ritardo, Slark sacrifica parte della sua salute per rimuovere la maggior parte degli effetti negativi e infliggere danni a se stesso e alle Unità nemiche che gli si trovano intorno. Slark subisce solo il 30% del danno.\n\nTIPO DI DISSIPAZIONE: Dissipazione potente"
		"DOTA_Tooltip_ability_slark_dark_pact_Lore"								"I Viscidosi possono farsi ricrescere gli arti velocemente, in caso di ferite gravi, per salvarsi la vita."
		"DOTA_Tooltip_ability_slark_dark_pact_Note0"							"%delay% secondi dopo l'attivazione, i danni verranno inflitti da una serie di %total_pulses% impulsi ad intervalli di %pulse_interval% secondi."
		"DOTA_Tooltip_ability_slark_dark_pact_Note1"							"Ciascun impulso rimuoverà anche gli effetti negativi da Slark."
		"DOTA_Tooltip_ability_slark_dark_pact_Note2"							"Non puoi suicidarti con questa abilità."
		"DOTA_Tooltip_ability_slark_dark_pact_Note3"							"Gli impulsi si fermano se Slark muore."
		"DOTA_Tooltip_ability_slark_dark_pact_delay"							"RITARDO:"
		"DOTA_Tooltip_ability_slark_dark_pact_radius"							"RAGGIO:"
		"DOTA_Tooltip_ability_slark_dark_pact_total_damage"						"DANNO:"
		"DOTA_Tooltip_ability_slark_pounce"										"Balzo"
		"DOTA_Tooltip_ability_slark_pounce_Description"							"Nome in inglese: <b><font color='#F2A93E'>Pounce</font></b>\n \nSlark balza in avanti, afferrando il primo Eroe su cui atterra e danneggiandolo. Tale Unità viene incatenata e può muoversi soltanto in un raggio limitato intorno alla zona di atterraggio di Slark."
		"DOTA_Tooltip_ability_slark_pounce_Lore"								"Il tempo speso nella Scogliera Profonda ha reso Slark un assassino pericoloso, aggressivo e senza timori."
		"DOTA_Tooltip_ability_slark_pounce_Note0"								"All'utilizzo dell'abilità, Slark balza in avanti a una velocità di %pounce_speed%, fermandosi quando si aggrappa ad un Eroe nemico o quando percorre %pounce_distance% unità."
		"DOTA_Tooltip_ability_slark_pounce_Note1"								"Le Unità dotate di immunità agli incantesimi non possono essere incatenate."
		"DOTA_Tooltip_ability_slark_pounce_Note2"								"Gli alberi intorno alla zona di atterraggio di Slark verranno distrutti."
		"DOTA_Tooltip_ability_slark_pounce_pounce_damage"						"DANNO:"
		"DOTA_Tooltip_ability_slark_pounce_pounce_distance"						"DISTANZA:"
		"DOTA_Tooltip_ability_slark_pounce_pounce_distance_scepter"				"DISTANZA:"
		"DOTA_Tooltip_ability_slark_pounce_max_charges"							"CARICHE:"
		"DOTA_Tooltip_ability_slark_pounce_charge_restore_time"					"TEMPO DI RIGENERAZIONE DELLE CARICHE:"
		"DOTA_Tooltip_ability_slark_pounce_leash_duration"						"DURATA DELL'INCATENAMENTO:"
		"DOTA_Tooltip_ability_slark_pounce_leash_radius"						"RAGGIO DELL'INCATENAMENTO:"
		"DOTA_Tooltip_ability_slark_pounce_scepter_description"					"Fa ottenere delle cariche e aumenta la gittata."
		"DOTA_Tooltip_ability_slark_essence_shift"								"Furto d'essenza"
		"DOTA_Tooltip_ability_slark_essence_shift_Description"					"Nome in inglese: <b><font color='#F2A93E'>Essence Shift</font></b>\n \nSlark ruba l'essenza vitale degli Eroi nemici con i suoi attacchi, sottraendo ciascuno dei loro attributi e convertendoli in Agilità aggiuntiva. Se uccide un Eroe nemico che si trova sotto l'effetto di questa abilità, Slark gli ruberà %stat_loss% di Agilità in modo permanente."
		"DOTA_Tooltip_ability_slark_essence_shift_Lore"							"Con ogni colpo che infligge ai suoi avversari, la conoscenza di Slark sulle loro debolezze aumenta."
		"DOTA_Tooltip_ability_slark_essence_shift_Note0"						"Gli attributi non possono scendere al di sotto di 1 punto."
		"DOTA_Tooltip_ability_slark_essence_shift_Note1"						"Le statistiche rubate dal Furto d'essenza tornano alla normalità alla morte. Il ritorno delle statistiche per Slark è separato da quello dell'Eroe nemico interessato."
		"DOTA_Tooltip_ability_slark_essence_shift_Note2"						"Per sottrarre l'Agilità in modo permanente, non è necessario che Slark infligga il colpo di grazia. È sufficiente che l'Eroe nemico affetto da Furto d'essenza venga ucciso entro un raggio di 300 unità da Slark."
		"DOTA_Tooltip_ability_slark_essence_shift_agi_gain"						"AGILITÀ GUADAGNATA:"
		"DOTA_Tooltip_ability_slark_essence_shift_stat_loss"					"PERDITA PER CIASCUN ATTRIBUTO:"
		"DOTA_Tooltip_ability_slark_essence_shift_duration"						"DURATA:"
		"DOTA_Tooltip_ability_slark_shadow_dance"								"Danza delle ombre"
		"DOTA_Tooltip_ability_slark_shadow_dance_Description"					"Nome in inglese: <b><font color='#F2A93E'>Shadow Dance</font></b>\n \nSlark si nasconde in una nuvola di ombre, diventando irrilevabile. Attaccare o usare abilità e oggetti non rivelerà Slark. Quando non è visibile dalla squadra nemica, Slark otterrà passivamente velocità di movimento e rigenerazione della salute aggiuntive."
		"DOTA_Tooltip_ability_slark_shadow_dance_Lore"							"L'ignoto tredicesimo è un nemico molto elusivo."
		"DOTA_Tooltip_ability_slark_shadow_dance_Note0"							"Se Slark viene danneggiato da un'Unità neutrale, i bonus passivi alla velocità di movimento e alla rigenerazione della salute verranno persi per %neutral_disable% secondi."
		"DOTA_Tooltip_ability_slark_shadow_dance_Note1"							"I bonus passivi alla velocità di movimento e alla rigenerazione della salute hanno un ritardo per l'attivazione/disattivazione pari a %activation_delay% secondi."
		"DOTA_Tooltip_ability_slark_shadow_dance_duration"						"DURATA:"
		"DOTA_Tooltip_ability_slark_shadow_dance_bonus_movement_speed"			"%VELOCITÀ DI MOVIMENTO AGGIUNTIVA:"
		"DOTA_Tooltip_ability_slark_shadow_dance_bonus_regen_pct"				"%SALUTE OTTENUTA AL SECONDO:"
		
		"DOTA_Tooltip_ability_slark_fish_bait"				"Esca"
		"DOTA_Tooltip_ability_slark_fish_bait_Description"  "Nome in inglese: <b><font color='#F2A93E'>Fish Bait</font></b>\n\nRiduce del %movement_speed%%% la velocità di movimento di un nemico per %slow_duration% secondi e applica l'effetto di Vera visione sul bersaglio. Se Slark utilizza Balzo sul nemico, la sua velocità di attacco aumenterà di %attack_speed% per tutta la durata dell'incatenamento."


		"DOTA_Tooltip_ability_slark_depth_shroud"				"Velo delle profondità"
		"DOTA_Tooltip_ability_slark_depth_shroud_Description"  "Nome in inglese: <b><font color='#F2A93E'>Depth Shroud</font></b>\n\nCrea una nuvola nel punto bersagliato. Tutti gli alleati nella nuvola sono invisibili e ricevono gli effetti di Danza delle ombre. Gittata di lancio: %abilitycastrange%. Tempo di ricarica: %abilitycooldown%."
		"DOTA_Tooltip_ability_slark_depth_shroud_duration" 		"DURATA:"
		"DOTA_Tooltip_ability_slark_depth_shroud_radius"		"RAGGIO:"

		"DOTA_Tooltip_modifier_slark_pounce_leash"							"Incatenato"
		"DOTA_Tooltip_modifier_slark_pounce_leash_Description"				"È incatenato a Slark, si può allontanare solo fino a una certa distanza."
		"DOTA_Tooltip_modifier_slark_essence_shift"							"Furto d'essenza"					
		"DOTA_Tooltip_modifier_slark_essence_shift_Description"				"Sta rubando %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS% punti di Agilità."
		"DOTA_Tooltip_modifier_slark_essence_shift_debuff_counter"			"Furto d'essenza"
		"DOTA_Tooltip_modifier_slark_essence_shift_debuff_counter_Description"	"Sta subendo un furto di punti per ciascun attributo pari a %dMODIFIER_PROPERTY_TOOLTIP%."
		"DOTA_Tooltip_modifier_slark_shadow_dance_passive_regen"				"Rigenerazione (Danza delle ombre)"
		"DOTA_Tooltip_modifier_slark_shadow_dance_passive_regen_Description"	"Velocità di movimento aumentata del %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, rigenera il %dMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%% della sua salute massima ogni secondo."
		"DOTA_Tooltip_modifier_slark_shadow_dance"							"Danza delle ombre"
		"DOTA_Tooltip_modifier_slark_shadow_dance_Description"				"È invisibile nella sua nuvola di fumo."
		
		"DOTA_Tooltip_modifier_slark_essence_shift_permanent_buff"	"Agilità permanente"
		"DOTA_Tooltip_modifier_slark_essence_shift_permanent_buff_Description"	"Ha ottenuto un bonus permanente di Agilità pari a %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS%."
		"DOTA_Tooltip_modifier_slark_essence_shift_permanent_buff_PostGame"		"Ha ottenuto un bonus di Agilità permanente."
		
		"DOTA_Tooltip_modifier_slark_essence_shift_permanent_debuff"	"Agilità persa"
		"DOTA_Tooltip_modifier_slark_essence_shift_permanent_debuff_Description"	"Ha perso in modo permanente una quantità di Agilità pari a %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS%."
		
		"DOTA_Tooltip_modifier_slark_fish_bait_post"		"Bonus di Esca"
		"DOTA_Tooltip_modifier_slark_fish_bait_post_Description"		"Velocità di attacco aumentata di 50."

		"DOTA_Tooltip_modifier_slark_depth_shroud"		"Velo delle profondità"
		"DOTA_Tooltip_modifier_slark_depth_shroud_Description"		"Nascosto nel Velo delle profondità di Slark."
		
		// MEDUSA
		"DOTA_Tooltip_ability_medusa_split_shot"								"Colpo diviso"
		"DOTA_Tooltip_ability_medusa_split_shot_Description"					"Nome in inglese: <b><font color='#F2A93E'>Split Shot</font></b>\n \nMedusa divide magicamente il suo colpo in molteplici frecce. Queste frecce infliggono una percentuale di danno minore rispetto a quello normale.\n\nI bersagli aggiuntivi non attiveranno altri effetti di attacco (come i colpi critici)."
		"DOTA_Tooltip_ability_medusa_split_shot_Lore"							"Tutti coloro che incontrano la Gorgone maledetta ne sentiranno la rabbia."
		"DOTA_Tooltip_ability_medusa_split_shot_Note0"							"I bersagli secondari saranno le Unità nemiche più vicine, escludendo il bersaglio primario."
		"DOTA_Tooltip_ability_medusa_split_shot_Note1"							"Le illusioni di Medusa avranno il Colpo diviso attivo se Medusa le crea mentre ha l'abilità attiva."
		"DOTA_Tooltip_ability_medusa_split_shot_damage_modifier_tooltip"		"%DANNO INFLITTO:"
		"DOTA_Tooltip_ability_medusa_split_shot_arrow_count"				"BERSAGLI AGGIUNTIVI:"
		"DOTA_Tooltip_ability_medusa_mystic_snake"								"Serpente mistico"
		"DOTA_Tooltip_ability_medusa_mystic_snake_Description"					"Nome in inglese: <b><font color='#F2A93E'>Mystic Snake</font></b>\n \nMedusa lancia un serpente mistico fatto di energia che balza di Unità in Unità, danneggiando i bersagli. Dopo aver raggiunto il suo ultimo bersaglio, il serpente tornerà indietro per ripristinare il mana di Medusa. Il serpente infligge più danni ad ogni salto e ripristina il %snake_mana_steal%%% del mana in base al mana totale delle vittime."
		"DOTA_Tooltip_ability_medusa_mystic_snake_scepter_description"			"Serpente mistico pietrifica gli avversari colpiti. La durata della pietrificazione aumenta per ogni rimbalzo del Serpente mistico."
		"DOTA_Tooltip_ability_medusa_mystic_snake_Lore"							"La maledizione della Gorgone è la sua forza più grande."
		"DOTA_Tooltip_ability_medusa_mystic_snake_Note0"						"Serpente mistico non può essere evitato."
		"DOTA_Tooltip_ability_medusa_mystic_snake_radius"						"RAGGIO DEL BALZO:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_snake_jumps"					"BALZI:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_snake_damage"					"DANNO:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_snake_scale"					"%AUMENTO DEL DANNO AD OGNI BALZO:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_snake_mana_steal"				"%MANA OTTENUTO:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_movement_slow"			"%RIDUZIONE DELLA VELOCITÀ DI MOVIMENTO:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_turn_slow"				"%RIDUZIONE DELLA VELOCITÀ DI ROTAZIONE:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_slow_duration"			"DURATA DEL RALLENTAMENTO:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_stone_form_scepter_base"		"DURATA DI BASE CON SCETTRO:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_stone_form_scepter_increment"	"AUMENTO DELLA DURATA AD OGNI SALTO CON SCETTRO:"
		"DOTA_Tooltip_ability_medusa_mystic_snake_abilitydraft_note"			"<span class=\"ADBlue\">Frammento di Aghanim:</span> L'abilità <span class=\"ADWhite\"><b>Sangue freddo</b></span> viene nascosta nel pannello delle abilità una volta acquisito il Frammento di Aghanim, ma l'icona dell'effetto positivo comparirà comunque.<br><br><span class=\"ADWarning\">Il miglioramento dello Scettro di Aghanim funziona soltanto se viene scelta l'abilità <b>Sguardo pietrificante</b>.</span>"
