"dota"
{
"DOTA_Accept"	"Αποδοχή"
"DOTA_SoaringCacheTreasure_Description"	"Για κάθε Soaring Cache που ανοίξετε πριν την 1 Ιανουαρίου, θα κερδίσετε ένα ΕΠΙΠΛΕΟΝ CACHE που περιέχει επίπεδα compendium ή ένα rare αντικείμενο."
"DOTA_FlutteringCacheTreasure_Title"	"Κερδίστε ένα επιπλέον cache!"
"DOTA_FlutteringCacheTreasure_Description"	"Για κάθε Fluttering Cache που ανοίξετε πριν την 1 Ιανουαρίου, θα κερδίσετε ένα ΕΠΙΠΛΕΟΝ CACHE που περιέχει επίπεδα compendium ή ένα rare αντικείμενο."
"DOTA_SoaringCacheTreasure_Bonus"	"Επιπλέον"
"DOTA_CacheTreasure_UntilReward"	"Ανοίξτε {d:action_score} ακόμα για να πάρετε ένα επιπλέον Cache"
"DOTA_CacheTreasure_Open3"	"Ανοίξτε {d:action_score} ακόμα και κερδίστε ένα επίπεδο Compendium"
"DOTA_CacheTreasure_Open7"	"Ανοίξτε {d:action_score} ακόμα και κερδίστε τρία επίπεδα Compendium"
"FrontPage_VideoStream_Live"	"Τώρα"
"FrontPage_VideoStream_Teams"	"{s:team_1} vs {s:team_2}"
"FrontPage_VideoStream_GameState"	"{s:stage_name}"
"FrontPage_VideoStream_GameState_Series"	"{s:stage_name} - Παιχνίδι {i:game_number} / {i:games_total}"
"FrontPage_VideoStream_Watch"	"Παρακολούθηση εντός παιχνιδιού"
"FrontPage_VideoStream_WatchInBrowser"	"ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΣΤΟΝ ΠΕΡΙΗΓΗΤΗ"
"FrontPage_VideoStream_BroadcastInProgress"	"ΖΩΝΤΑΝΗ ΜΕΤΑΔΟΣΗ"
"FrontPage_VideoStream_WatchLiveInGame"	"Παρακολούθηση ζωντανά εντός παιχνιδιού"
"FrontPage_VideoStream_BroadcastUpcoming"	"Η μετάδοση συνεχίζει σε:"
"FrontPage_VideoStream_BroadcastUpcomingTime"	"{t:r:m:upcoming_broadcast_time}"
"FrontPage_VideoStream_BroadcastUpcomingSoon"	"Σύντομα"
"FrontPage_VideoStream_UpcomingMatch"	"<span class=\"UpcomingMatchPrefix\">Επόμενο παιχνίδι:</span> {s:stage_name} - {s:team_1} vs {s:team_2}"
"FrontPage_VideoStream_ViewBrackets"	"Προβολή τρέχοντων ομίλων"
"DOTA_SplashAd_FallMajorCompendium_Cache2"	"Fluttering Cache"
"DOTA_SplashAd_FallMajorCompendium_Cache2_Owned"	"Νέα σετ και μια πιθανότητα να κερδίσετε τον μεταφορέα Bloodseeker μόνο με <font color='#FFFFFF'>{g:dota_item_price:treasure_itemdef}</font>."
"DOTA_SplashAd_FallMajorCompendium_Cache2_NotOwned"	"Περιέχει νέα σετ και τον μεταφορέα Bloodseeker για τους κατόχους φθινοπωρινού Compendium!"
"DOTA_LobbySeriesTeamMismatchHeader"	"ΟΙ ΟΜΑΔΕΣ ΔΕΝ ΑΝΤΙΣΤΟΙΧΟΥΝ ΣΤΙΣ ΠΛΗΡΟΦΟΡΙΕΣ ΣΕΙΡΑΣ"
"DOTA_LobbySeriesTeamMismatchMessage"	"Τουλάχιστον μία από τις ομάδες δεν αντιστοιχεί σε κάποιο id ομάδας που έχει καθοριστεί στις πληροφορίες σειράς. Αδύνατη η εκκίνηση του αγώνα."
"DOTA_TournamentBracket_Sidebar_Soon"	"Αρχίζει σύντομα"
"DOTATournamentSpoilerToolip"	"Η ενεργοποίηση αποκλεισμού spoiler θα κρύβει τα αποτελέσματα των αγώνων στις σελίδες του προγράμματος και θα χρειαστεί να τα εμφανίσετε χειροκίνητα στη σελίδα ομίλων."
"DOTATournamentUpcomingMatchesBlocked"	"Οι επερχόμενοι αγώνες έχουν ενεργό αποκλεισμό spoiler"
"DOTATournamentMatchReveal"	"Αποκάλυψη"
"DOTATournamentGameWinner"	"Νικητής"
"DOTATournamentMatch_BestOf2"	"ΣΤΗ ΜΙΑ ΝΙΚΗ"
"DOTATournamentMatch_BestOf3"	"ΣΤΙΣ ΔΥΟ ΝΙΚΕΣ"
"DOTATournamentMatch_BestOf4"	"ΣΤΙΣ 3 ΝΙΚΕΣ Ή ΙΣΟΠΑΛΙΑ"
"DOTATournamentMatch_BestOf5"	"ΣΤΙΣ ΤΡΕΙΣ ΝΙΚΕΣ"
"DOTA_SplashAd_AxeImmortal_Title"	"The International Axe Immortal"
"DOTA_SplashAd_AxeImmortal_Body"	"Το νέο Axe Immortal είναι πλέον διαθέσιμο στους κατόχους του International 2015 Compendium.<br>Όσοι λάβουν το Axe Immortal θα λάβουν επίσης ένα επιπλέον Soaaring Cache!"
"UI_month_0"	"Ιανουαρίου"
"UI_month_1"	"Φεβρουαρίου"
"UI_month_2"	"Μαρτίου"
"UI_month_3"	"Απριλίου"
"UI_month_4"	"Μαΐου"
"UI_month_5"	"Ιουνίου"
"UI_month_6"	"Ιουλίου"
"UI_month_7"	"Αυγούστου"
"UI_month_8"	"Σεπτεμβρίου"
"UI_month_9"	"Οκτωβρίου"
"UI_month_10"	"Νοεμβρίου"
"UI_month_11"	"Δεκεμβρίου"
"UI_month_short_0"	"Ιαν"
"UI_month_short_1"	"Φεβ"
"UI_month_short_2"	"Μαρ"
"UI_month_short_3"	"Απρ"
"UI_month_short_4"	"Μαΐ"
"UI_month_short_5"	"Ιουν"
"UI_month_short_6"	"Ιουλ"
"UI_month_short_7"	"Αυγ"
"UI_month_short_8"	"Σεπ"
"UI_month_short_9"	"Οκτ"
"UI_month_short_10"	"Νοε"
"UI_month_short_11"	"Δεκ"
"UI_day_1"	"Κυριακή"
"UI_day_2"	"Δευτέρα"
"UI_day_3"	"Τρίτη"
"UI_day_4"	"Τετάρτη"
"UI_day_5"	"Πέμπτη"
"UI_day_6"	"Παρασκευή"
"UI_day_7"	"Σάββατο"
"UI_day_short_1"	"Κυρ"
"UI_day_short_2"	"Δευ"
"UI_day_short_3"	"Τρι"
"UI_day_short_4"	"Τετ"
"UI_day_short_5"	"Πεμ"
"UI_day_short_6"	"Παρ"
"UI_day_short_7"	"Σαβ"
"UI_day_shorter_1"	"Κυ"
"UI_day_shorter_2"	"Δε"
"UI_day_shorter_3"	"Τρ"
"UI_day_shorter_4"	"Τε"
"UI_day_shorter_5"	"Πε"
"UI_day_shorter_6"	"Πα"
"UI_day_shorter_7"	"Σα"
"DOTATournamentDetailsDatesYearDiff"	"{s:start_day} {s:start_month} {s:start_year} - {s:end_day} {s:end_month} {s:end_year}"
"DOTATournamentDetailsDatesMonthDiff"	"{s:start_day} {s:start_month} - {s:end_day} {s:end_month} {s:end_year}"
"DOTATournamentDetailsDatesDayDiff"	"{s:start_day} - {s:end_day} {s:start_month} {s:end_year}"
"DOTATournamentDetailsDates"	"{s:start_day} {s:start_month} {s:end_year}"
"DOTA_TeamTransferAdmin_Confirm_Header"	"ΑΛΛΑΓΗ ΔΙΑΧΕΙΡΙΣΤΗ ΟΜΑΔΑΣ"
"DOTA_TeamTransferAdmin_Confirm_Message"	"Επιθυμείτε να γίνει ο {s:player_name} διαχειριστής ομάδας; Αν συνεχίσετε, δε θα μπορείτε πλέον να διαχειρίζεστε αυτή την ομάδα."
"DOTA_TeamTransferAdmin_Success_Header"	"ΕΠΙΤΥΧΙΑ"
"DOTA_TeamTransferAdmin_Success_Message"	"Έχετε μεταφέρει επιτυχώς τη διαχείριση ομάδας."
"DOTA_TeamTransferAdmin_Failure_Header"	"ΣΦΑΛΜΑ"
"DOTA_TeamTransferAdmin_Failure_Message_NotAdmin"	"Δεν είστε ο διαχειριστής αυτής της ομάδας."
"DOTA_TeamTransferAdmin_Failure_Message_OnOtherTeam"	"Ο {s:player_name} ανήκει στους παίκτες άλλης ομάδας."
"DOTA_TeamTransferAdmin_Failure_Message_AdminOfOtherTeam"	"Ο {s:player_name} είναι διαχειριστής άλλης ομάδας."
"DOTA_TeamTransferAdmin_Failure_Message_Unspecified"	"Αποτυχία αλλαγής διαχειριστή ομάδας."
"DOTA_TeamTransferAdmin_Notification_Header"	"ΔΙΑΧΕΙΡΙΣΗ ΟΜΑΔΑΣ"
"DOTA_TeamTransferAdmin_Notification_Message"	"Έχετε γίνει ο διαχειριστής της ομάδας {s:team_name}"
"DOTA_TeamMakeAdmin"	"Ορισμός διαχειριστή"
"UI_Cancel"	"Άκυρο"
"DOTA_MainMenu_Store"	"ΚΑΤΑΣΤΗΜΑ"
"DOTA_TabName_Browse"	"ΠΕΡΙΗΓΗΣΗ"
"DOTA_ProfileCard_Slot_Clear"	"Εκκαθάριση"
"npc_dota_hero_arc_warden_hype"	"Ένα θρυμματισμένο κομμάτι της ίδιας αρχέγονης δύναμης όπως και ίδιοι οι Αρχαίοι, ο Zet, ο Arc Warden υποσχέθηκε να δει τη μάχη μεταξύ των Radiant και των Dire να τελειώνει επιτέλους, μέσω επανένωσης ή αφανισμού.

Επιτεθείτε σε απομονωμένους εχθρούς με διάχυτη ενέργεια, ή διαστρεβλώστε το χώρο για να παραγάγετε ένα προστατευτικό πεδίο γύρω από σύμμαχους. Καλέστε ένα Spark Wraith για να περιπολεί μια περιοχή για εχθρούς και να τους κτυπάει με επιβλαβή μαγεία, έπειτα δημιουργήστε ένα κλώνο του Zet, συμπεριλαμβανομένου αντικειμένων κτλ, για να νικήσετε τους αντιπάλους σας."
"DOTA_JoinChatChannel_Private"	"ΙΔΙΩΤΙΚΑ"
"DOTA_PrivateChatChannel"	"Ιδιωτικό κανάλι συνομιλίας"
"DOTA_JoinChatChannel_PrivateCreateFailed"	"Αποτυχία δημιουργίας ιδιωτικού καναλιού συνομιλίας."
"DOTA_JoinChatChannel_PrivateJoinFailed"	"Δεν έχετε άδεια σύνδεσης σε αυτό το ιδιωτικό κανάλι συνομιλίας."
"DOTA_JoinChatChannel_Kicked"	"Διωχθήκατε από το ιδιωτικό κανάλι «{s:private_channel_name}»."
"DOTA_Chat_Autocomplete_PrivateChatInvite"	"Πρόσκληση χρήστη"
"DOTA_ChatCommand_PrivateChatInvite"	"privatechatinvite"
"DOTA_ChatCommand_PrivateChatInvite_Name"	"Πρόσκληση σε ιδιωτική συνομιλία"
"DOTA_ChatCommand_PrivateChatInvite_Description"	"Πρόσκληση ενός χρήστη σε αυτό το ιδιωτικό κανάλι συνομιλίας χρησιμοποιώντας όνομα φίλου ή id."
"DOTA_ChatCommand_PrivateChatInvite_Fail_Message"	"<span class=\"UserMessageType\">Πρόσκληση ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Αποτυχία εκτέλεσης εντολής πρόσκλησης</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_UnknownUser"	"<span class=\"UserMessageType\">Πρόσκληση ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Άγνωστος χρήστης</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_AlreadyMember"	"<span class=\"UserMessageType\">Πρόσκληση ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Ο <span class=\"UserMessageUser\">%s</span> είναι ήδη μέλος</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_NoPermission"	"<span class=\"UserMessageType\">Πρόσκληση ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Δεν έχετε άδεια πρόσκλησης</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_NoRoom"	"<span class=\"UserMessageType\">Πρόσκληση ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Το δωμάτιο ιδιωτικής συνομιλίας είναι γεμάτο</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_Unknown"	"<span class=\"UserMessageType\">Πρόσκληση ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Άγνωστο σφάλμα</span>"
"DOTA_ChatCommand_PrivateChatInvite_Success"	"<span class=\"UserMessageType\">Πρόσκληση ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Ο <span class=\"UserMessageUser\">%s</span> προσκλήθηκε στο κανάλι</span>"
"DOTA_Chat_Autocomplete_PrivateChatKick"	"Διώξιμο ενός χρήστη"
"DOTA_ChatCommand_PrivateChatKick"	"privatechatkick"
"DOTA_ChatCommand_PrivateChatKick_Name"	"Διώξιμο ιδιωτικής συνομιλίας"
"DOTA_ChatCommand_PrivateChatKick_Description"	"Αφαιρέστε έναν χρήστη από αυτό το ιδιωτικό κανάλι χρησιμοποιώντας όνομα φίλου ή id."
"DOTA_ChatCommand_PrivateChatKick_Fail_Message"	"<span class=\"UserMessageType\">Διώξιμο από ιδιωτική συνομιλία:</span> <span class=\"UserMessage\">Αποτυχία εκτέλεσης εντολής διωξίματος</span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_UnknownUser"	"<span class=\"UserMessageType\">Διώξιμο από ιδιωτική συνομιλία:</span> <span class=\"UserMessage\">Άγνωστος χρήστης</span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_NotAMember"	"<span class=\"UserMessageType\">Διώξιμο από ιδιωτική συνομιλία:</span> <span class=\"UserMessage\">Ο <span class=\"UserMessageUser\">%s</span> δεν είναι μέλος</span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_CantKickAdmin"	"<span class=\"UserMessageType\">Διώξιμο από ιδιωτική συνομιλία:</span> <span class=\"UserMessage\">Ο <span class=\"UserMessageUser\">%s</span> είναι διαχειριστής και δεν μπορεί να διωχθεί</span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_NoPermission"	"<span class=\"UserMessageType\">Διώξιμο από ιδιωτική συνομιλία:</span> <span class=\"UserMessage\">Δεν έχετε την άδεια να διώξετε τον <span class=\"UserMessageUser\">%s</span></span>"
"DOTA_ChatCommand_PrivateChatKick_Fail_Unknown"	"<span class=\"UserMessageType\">Διώξιμο από ιδιωτική συνομιλία:</span> <span class=\"UserMessage\">Άγνωστο σφάλμα</font>"
"DOTA_ChatCommand_PrivateChatKick_Success"	"<span class=\"UserMessageType\">Διώξιμο από ιδιωτική συνομιλία:</span> Ο <span class=\"UserMessage\"><span class=\"UserMessageUser\">%s</span> δεν είναι πλέον προσκεκλημένος στο κανάλι</span>"
"DOTA_Chat_Autocomplete_PrivateChatPromote"	"Προαγωγή ενός χρήστη"
"DOTA_ChatCommand_PrivateChatPromote"	"privatechatpromote"
"DOTA_ChatCommand_PrivateChatPromote_Name"	"Προαγωγή ιδιωτικής συνομιλίας"
"DOTA_ChatCommand_PrivateChatPromote_Description"	"Δώστε δικαιώματα πρόσκλησης/διωξίματος σε έναν χρήστη χρησιμοποιώντας όνομα φίλου ή id."
"DOTA_ChatCommand_PrivateChatPromote_Fail_Message"	"<span class=\"UserMessageType\">Προαγωγή ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Αποτυχία αποστολής εντολής προαγωγής</span>"
"DOTA_ChatCommand_PrivateChatPromote_Fail_UnknownUser"	"<span class=\"UserMessageType\">Προαγωγή ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Άγνωστος χρήστης</span>"
"DOTA_ChatCommand_PrivateChatPromote_Success"	"<span class=\"UserMessageType\">Προαγωγή ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Προαγωγή του <span class=\"UserMessageUser\">%s</span> σε διαχειριστή</span>"
"DOTA_ChatCommand_PrivateChatPromote_Fail_NoPermission"	"<span class=\"UserMessageType\">Προαγωγή ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Δεν έχετε δικαίωμα προαγωγής του <span class=\"UserMessageUser\">%s</span></span>"
"DOTA_ChatCommand_PrivateChatPromote_Fail_AlreadyAdmin"	"<span class=\"UserMessageType\">Προαγωγή ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Ο χρήστης <span class=\"UserMessageUser\">%s</span> είναι ήδη διαχειριστής</span>"
"DOTA_Chat_Autocomplete_PrivateChatDemote"	"Υποβίβαση ενός χρήστη"
"DOTA_ChatCommand_PrivateChatDemote"	"privatechatdemote"
"DOTA_ChatCommand_PrivateChatDemote_Name"	"Υποβίβαση ιδιωτικής συνομιλίας"
"DOTA_ChatCommand_PrivateChatDemote_Description"	"Υποβιβάστε έναν χρήστη από το να έχει δικαιώματα πρόσκλησης/διωξίματος χρησιμοποιώντας είτε όνομα φίλου είτε id."
"DOTA_ChatCommand_PrivateChatDemote_Fail_Message"	"<span class=\"UserMessageType\">Υποβίβαση ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Αποτυχία αποστολής εντολής υποβίβασης</span>"
"DOTA_ChatCommand_PrivateChatDemote_Fail_UnknownUser"	"<span class=\"UserMessageType\">Υποβίβαση ιδιωτικής συνομιλίας:</span> <span class=\"UserMessage\">Άγνωστος χρήστης</span>"
