"dota"
{
"DOTA_Accept"	"Accepter"
"DOTA_TournamentBracket_Sidebar_Live"	"En cours"
"DOTA_TournamentBracket_Sidebar_TimeRemaining"	"Débute : {t:m:r:duration}"
"DOTA_TournamentBracket_Sidebar_WinnerGoes"	"Le vainqueur progresse vers les/la {s:winner_goes}"
"DOTA_TournamentBracket_Sidebar_LoserGoes"	"Le perdant ira vers {s:loser_goes}"
"DOTA_TournamentBracket_Sidebar_LoserEliminated"	"Le perdant est éliminé"
"DOTA_TournamentBracket_Sidebar_WinnerChampion"	"Le vainqueur deviendra le champion"
"DOTA_TournamentBracket_Sidebar_PreviousMatch"	"Match précédent de {s:name} contre {s:prevopponent} {s:prevscore}"
"DOTA_MatchDetailsGame_DownloadProgress"	"Téléchargement...{i:download_pct}%"
"DOTA_MatchDetailsGame_DecompressProgress"	"Décompression...{i:decompress_pct}%"
"DOTA_WatchTournamentBracket_PrizePoolLabel"	"Prize pool total"
"DOTATournamentUpcomingMatches"	"Matchs à venir"
"DOTATournamentBracketFormat"	"Format"
"DOTATournamentBracketLANPlayoffs"	"Playoffs LAN"
"DOTATournamentBracketLANGroupStage"	"Phase de groupes LAN"
"DOTA_WatchTournamentBracket_StartDate"	"Date de commencement"
"DOTA_WatchTournamentBracket_EndDate"	"Date de fin"
"DOTA_WatchTournamentBracket_Dates"	"Dates"
"DOTA_WatchTournamentBracket_Location"	"Lieu"
"DOTA_WatchTournamentBracket_Organizer"	"Organisateur"
"DOTA_WatchTournamentBracket_Tier"	"Niveau"
"DOTA_TournamentNewsDate"	"{t:r:m:date}"
"DOTATournamentBracket_MatchDate"	"{t:s:date}"
"DOTA_TournamentBracket_RowRank"	"{i:rank}"
"DOTA_TournamentBracket_RowTeamName"	"{s:team_name}"
"DOTA_TournamentBracket_RowGamesPlayed"	"{i:played}"
"DOTA_TournamentBracket_RowPoints"	"{i:won} - {i:tied} - {i:lost}"
"DOTA_TournamentBracket_Score"	"{i:score}"
"DOTA_TournamentDetails_Spoiler"	"Blocage de spoiler"
"DOTA_TournamentDetails_SpoilerOff"	"Blocage de spoiler"
"DOTA_TournamentMatchList_All"	"Tous les jours"
"DOTA_TournamentMatchListTime"	"{t:s:time}"
"DOTA_TournamentMatchListTeam1"	"{s:team1}"
"DOTA_TournamentMatchListTeam2"	"{s:team2}"
"DOTA_TournamentMatchListScore"	"{i:score1} - {i:score2}"
"DOTA_TournamentButtonExpand"	"Agrandir"
"DOTA_TournamentButtonHide"	"Masquer"
"DOTA_TournamentButtonWatch"	"Regarder"
"DOTA_TournamentButtonDetails"	"Détails"
"DOTA_TournamentButtonMatchDetails"	"Détails du match"
"DOTATournamentBracketPlayoffs"	"Playoffs"
"DOTATournamentBracketGroupPhase"	"Phase de groupe"
"DOTATournamentBracketWildcards"	"Wild Cards"
"DOTATournamentDetailsPhase"	"{s:phase}"
"DOTATournamentDetailsSchedule"	"Programme"
"DOTATournamentDetailsGrid"	"Grille des matchs"
"DOTATournamentDetailsStandings"	"Classement"
"DOTATournamentDetailsBracket"	"Bracket"
"DOTATournamentBracketOverview"	"Vue d'ensemble"
"DOTATournamentBracketTeams"	"Équipes"
"DOTATournamentStageAndGame"	"{s:stage_name} - Partie {i:game_number}"
"DOTATournamentStage"	"{s:stage_name}"
"DOTATournamentTeamUnknown"	"AD"
"DOTATournamentTeamVersus"	"VS"
"DOTATournamentTeamGameInProgress"	"En cours - Regarder le direct"
"DOTATournamentMatchListWatch"	"Regarder"
"DOTATournamentMatchListDetails"	"Détails"
"DOTATournamentMatchListWatchLive"	"Direct"
"DOTA_WatchTournament_Recent"	"Parties récentes"
"DOTA_WatchTournament_Live"	"Matchs en cours"
"DOTA_Tournament_Major"	"Tournoi principal"
"DOTA_ReplayDownload_Error"	"Erreur lors du téléchargement de la rediffusion : {s:download_error}"
"dota_settings_chat_allow_global"	"Les messages d'un canal apparaissent dans les autres canaux"
"DOTA_econ_item_details_item_creation_date"	"Date de sortie : {t:l:creation_date}"
"DOTA_store_item_details_included"	"Inclus dans ce bundle"
"DOTA_Workshop_SubmissionType_TeamLogo"	"Logo de l'équipe"
"DOTA_Workshop_SubmissionType_TeamLogo_Desc"	"Un logo pour une équipe professionnelle de Dota"
"DOTA_Workshop_LogoMarketingImage"	"Logo de l'équipe"
"DOTA_Workshop_LogoMarketingImage_Desc"	"Une image ou un logo pour être utilisé en association avec votre équipe. Doit être un carré d'au moins 600x600, et doit avoir un arrière-plan transparent approprié à la superposition sur d'autres images. Vous devez avoir les droits d'utilisation sur cette image."
"DOTA_Workshop_MoreInfoURL"	"(Plus d'informations)"
"DOTA_Workshop_SubmissionType_MusicPack"	"Pack de musiques"
"DOTA_Workshop_SubmissionType_MusicPack_Desc"	"Remplace toutes les musiques du jeu, y compris celle du menu principal, ainsi que toutes les musiques que vous pouvez entendre durant un match."
"DOTA_Workshop_Music_Section_UI"	"Musiques de l'interface"
"DOTA_Workshop_Music_Section_PreGame"	"Musiques d'avant-match"
"DOTA_Workshop_Music_Section_Laning"	"Tracé des lanes et layers"
"DOTA_Workshop_Music_Section_Battle"	"Musiques de bataille"
"DOTA_Workshop_Music_Section_Roshan"	"Musique de Roshan"
"DOTA_Workshop_Music_Section_Smoke"	"Musique de Smoke"
"DOTA_Workshop_Music_Section_Gank"	"Transitions des ganks"
"DOTA_Workshop_Music_Section_Killed"	"Musiques des victimes"
"DOTA_Workshop_Music_Section_EndOfMatch"	"Transitions de fin de match"
"DOTA_Workshop_MusicMarketingImage"	"Artwork du pack de musiques"
"DOTA_Workshop_MusicMarketingImageDesc"	"Une image ou un logo pour être utilisé en association avec votre pack de musique. Doit être un carré d'au moins 600x600, et doit avoir un arrière-plan transparent approprié à la superposition sur d'autres images. Vous devez avoir les droits d'utilisation sur cette image."
"DOTA_Workshop_Music_ui_startup"	"Lancement de l'interface"
"DOTA_Workshop_Music_ui_main"	"Menu principal"
"DOTA_Workshop_Music_ui_hero_select"	"Sélection du héros"
"DOTA_Workshop_Music_countdown"	"Compte à rebours"
"DOTA_Workshop_Music_laning_01_layer_01"	"Lane #1, Layer 1"
"DOTA_Workshop_Music_laning_01_layer_02"	"Lane #1, Layer 2"
"DOTA_Workshop_Music_laning_01_layer_03"	"Lane #1, Layer 3"
"DOTA_Workshop_Music_laning_02_layer_01"	"Lane #2, Layer 1"
"DOTA_Workshop_Music_laning_02_layer_02"	"Lane #2, Layer 2"
"DOTA_Workshop_Music_laning_02_layer_03"	"Lane #2, Layer 3"
"DOTA_Workshop_Music_laning_03_layer_01"	"Lane #3, Layer 1"
"DOTA_Workshop_Music_laning_03_layer_02"	"Lane #3, Layer 2"
"DOTA_Workshop_Music_laning_03_layer_03"	"Lane #3, Layer 3"
"DOTA_Workshop_Music_battle_01"	"Bataille #1"
"DOTA_Workshop_Music_battle_01_end"	"Fin de la bataille #1"
"DOTA_Workshop_Music_battle_02"	"Bataille #2"
"DOTA_Workshop_Music_battle_02_end"	"Fin de la bataille #2"
"DOTA_Workshop_Music_battle_03"	"Bataille #3"
"DOTA_Workshop_Music_battle_03_end"	"Fin de la bataille #3"
"DOTA_Workshop_Music_roshan"	"Roshan"
"DOTA_Workshop_Music_roshan_end"	"roshan_end"
"DOTA_Workshop_Music_smoke"	"smoke"
"DOTA_Workshop_Music_smoke_end"	"smoke_end"
"DOTA_Workshop_Music_smoke_end_hero"	"smoke_end_hero"
"DOTA_Workshop_Music_ganked_sml_01"	"ganked_sml_01"
"DOTA_Workshop_Music_ganked_med_01"	"ganked_med_01"
"DOTA_Workshop_Music_ganked_lg_01"	"ganked_lg_01"
"DOTA_Workshop_Music_killed"	"killed"
"DOTA_Workshop_Music_respawn"	"respawn"
"DOTA_Workshop_Music_radiant_win"	"radiant_win"
"DOTA_Workshop_Music_radiant_lose"	"radiant_lose"
"DOTA_Workshop_Music_dire_win"	"dire_win"
"DOTA_Workshop_Music_dire_lose"	"dire_lose"
"DOTA_Workshop_SubmissionType_Emoticon"	"Émoticône de chat"
"DOTA_Workshop_SubmissionType_Emoticon_Desc"	"Une émoticône de chat animée"
"DOTA_Workshop_ChatEmoticon_Image"	"Image d'émoticône"
"DOTA_Workshop_ChatEmoticon_Keyword"	"Mot-clé d'émoticône"
"DOTA_Workshop_ChatEmoticon_Keyword_Desc"	"Mot-clé d'émoticône de chat proposé"
"DOTA_Workshop_Emoticon"	"Émoticône"
"DOTA_Workshop_EmoticonAlt"	"Émoticône supplémentaire"
"DOTA_Workshop_Error_ImageExactWidth"	"Mauvaise largeur d'image : %1 (Elle doit être de %2px)"
"DOTA_Workshop_Error_ImageExactHeight"	"Mauvaise hauteur d'image : %1 (Elle doit être de %2px)"
"DOTA_Workshop_Error_EmoticonHeight"	"Mauvaise hauteur d'image : %1 (la hauteur de l’émoticône doit être de %2px)"
"DOTA_Workshop_Error_EmoticonWidth"	"Mauvaise largeur d'image : %1 (la largeur de l’émoticône doit être un multiple de %2px)"
"DOTA_Workshop_AmbientLightScale"	"Luminosité de la lumière ambiante"
"DOTA_Workshop_CloneCamera"	"Cloner la vue-caméra"
"DOTA_Workshop_Copy"	"Copier"
"DOTA_Workshop_PasteAll"	"Coller tout"
"DOTA_Workshop_PasteVisuals"	"Coller les visuels"
"DOTA_Workshop_EntityShadowScale"	"Ampleur de l'ombre"
"DOTA_Workshop_SpotLightScale"	"Luminosité de la spotlight"
"DOTA_Workshop_SubmissionType_ContractOnly_Desc"	"À utiliser uniquement si vous avez été contacté par Valve."
"DOTA_Workshop_Err_FileTooBig"	"Le fichier Source '%1' est trop grand (%2 KB, le maximum est %3 KB)"
"DOTA_Workshop_BrowseForPngFilter"	"PNG"
"DOTA_Workshop_BrowseForWavFilter"	"WAV"
"DOTA_Workshop_Err_SessionTooBig"	"Le poids total de votre soumission est trop élevé (%1 Ko, le maximum étant %2 Ko)"
"DOTA_Workshop_Items_Err_Name_In_Use"	"Le nom '%1' est déjà utilisé par l'objet %2"
"DOTA_Workshop_Automatically_Close_Importer"	"Fermer automatiquement l'importer après une sauvegarde"
"DOTA_Workshop_GenerateIconImages"	"Génère des images d'icônes par défaut"
"DOTA_Workshop_ItemSubmit_Create_Button"	"Créer le fichier de l'objet"
"DOTA_Workshop_ItemSubmit_Recreate_Button"	"Recréer le fichier de l'objet"
"DOTA_Workshop_ItemSubmit_Update_Button"	"Mettre à jour le fichier de l'objet"
"DOTA_Workshop_ItemSubmit_Create_IDLabel_Test"	"Nouvel objet de test : '%1'"
"DOTA_Workshop_ItemSubmit_Create_IDLabel_Test_With_Def_Index"	"Nouvel objet de test : %1 '%2'"
"DOTA_Workshop_ItemSubmit_Create_IDLabel_GCReserved"	"Nouvel item : %1 '%2'"
"DOTA_SoaringCacheTreasure_Title"	"Obtenez un magot bonus !"
"DOTA_SoaringCacheTreasure_Description"	"Tous les cinq envols du Magot ouverts avant le 1er janvier, vous recevrez un MAGOT BONUS contenant des niveaux de Compendium ou un objet rare."
"DOTA_FlutteringCacheTreasure_Title"	"Obtenez un magot bonus !"
"DOTA_FlutteringCacheTreasure_Description"	"Tous les cinq Magots ailés ouverts avant le 1er janvier, vous recevrez un MAGOT BONUS contenant des niveaux de Compendium ou un objet rare."
"DOTA_SoaringCacheTreasure_Bonus"	"Bonus"
"DOTA_CacheTreasure_UntilReward"	"Ouvrez-en {d:action_score} de plus pour obtenir un magot bonus !"
"DOTA_CacheTreasure_Open3"	"Ouvrez-en {d:action_score} de plus et gagnez un niveau de Compendium"
"DOTA_CacheTreasure_Open7"	"Ouvrez-en {d:action_score} de plus et gagnez trois niveaux de Compendium"
"FrontPage_VideoStream_Live"	"En direct"
"FrontPage_VideoStream_Teams"	"{s:team_1} vs {s:team_2}"
"FrontPage_VideoStream_GameState"	"{s:stage_name}"
"FrontPage_VideoStream_GameState_Series"	"{s:stage_name} - Partie {i:game_number} / {i:games_total}"
"FrontPage_VideoStream_Watch"	"Regarder en jeu"
"FrontPage_VideoStream_WatchInBrowser"	"Regarder depuis le navigateur"
"FrontPage_VideoStream_BroadcastInProgress"	"Une diffusion est actuellement en cours"
"FrontPage_VideoStream_WatchLiveInGame"	"Regarder le direct en jeu"
"FrontPage_VideoStream_BroadcastUpcoming"	"La diffusion reprendra dans :"
"FrontPage_VideoStream_BroadcastUpcomingTime"	"{t:r:m:upcoming_broadcast_time}"
"FrontPage_VideoStream_BroadcastUpcomingSoon"	"Bientôt"
"FrontPage_VideoStream_UpcomingMatch"	"<span class=\"UpcomingMatchPrefix\">Prochain match :</span> {s:stage_name} - {s:team_1} vs {s:team_2}"
"FrontPage_VideoStream_ViewBrackets"	"Voir les poules actuelles"
"DOTA_SplashAd_FallMajorCompendium_Cache2"	"Magot ailé"
"DOTA_SplashAd_FallMajorCompendium_Cache2_Owned"	"De nouveaux ensemble et une chance d'obtenir le coursier Bloodseeker pour seulement <font color='#FFFFFF'>{g:dota_item_price:treasure_itemdef}</font>."
"DOTA_SplashAd_FallMajorCompendium_Cache2_NotOwned"	"Contient de nouveaux ensembles et le coursier Bloodseeker pour les possesseurs du Compendium d'automne !"
"DOTA_LobbySeriesTeamMismatchHeader"	"LES ÉQUIPES NE CORRESPONDENT PAS AUX INFOS DE LA SÉRIE"
"DOTA_LobbySeriesTeamMismatchMessage"	"Au moins une équipe ne correspond pas aux IDs de l'équipe spécifiés dans les infos de la série. Impossible de démarrer le match."
"DOTA_TournamentBracket_Sidebar_Soon"	"Débute bientôt"
"DOTATournamentSpoilerToolip"	"Activer le blocage de spoiler cachera les résultats des matchs, et vous devrez révéler les résultats des matchs manuellement dans le bracket du tournoi."
"DOTATournamentUpcomingMatchesBlocked"	"Les matchs à venir sont bloqués pour éviter les spoilers"
"DOTATournamentMatchReveal"	"Révéler"
"DOTATournamentGameWinner"	"Gagnant"
"DOTATournamentMatch_BestOf2"	"Meilleur des deux"
"DOTATournamentMatch_BestOf3"	"Meilleur des trois"
"DOTATournamentMatch_BestOf4"	"Meilleur des quatre"
"DOTATournamentMatch_BestOf5"	"Meilleur des cinq"
"DOTA_SplashAd_AxeImmortal_Title"	"Immortel The International pour Axe"
"DOTA_SplashAd_AxeImmortal_Body"	"Le nouvel immortel pour Axe est désormais disponible pour les possesseurs du Compendium International 2015.<br>De plus, tous ceux ayant reçu l'immortel pour Axe recevront aussi un bonus \"envol du Magot\" (soaring Cache) !"
"UI_month_0"	"janvier"
"UI_month_1"	"février"
"UI_month_2"	"mars"
"UI_month_3"	"avril"
"UI_month_4"	"mai"
"UI_month_5"	"juin"
"UI_month_6"	"juillet"
"UI_month_7"	"août"
"UI_month_8"	"septembre"
"UI_month_9"	"octobre"
"UI_month_10"	"novembre"
"UI_month_11"	"décembre"
"UI_month_short_0"	"jan"
"UI_month_short_1"	"fév"
"UI_month_short_2"	"mars"
"UI_month_short_3"	"avr"
"UI_month_short_4"	"mai"
"UI_month_short_5"	"juin"
"UI_month_short_6"	"juil"
"UI_month_short_7"	"août"
"UI_month_short_8"	"sep"
"UI_month_short_9"	"oct"
"UI_month_short_10"	"nov"
"UI_month_short_11"	"déc"
"UI_day_1"	"dimanche"
"UI_day_2"	"lundi"
"UI_day_3"	"mardi"
"UI_day_4"	"mercredi"
"UI_day_5"	"jeudi"
"UI_day_6"	"vendredi"
"UI_day_7"	"samedi"
"UI_day_short_1"	"dim"
"UI_day_short_2"	"lun"
"UI_day_short_3"	"mar"
"UI_day_short_4"	"mer"
"UI_day_short_5"	"jeu"
"UI_day_short_6"	"ven"
"UI_day_short_7"	"sam"
"UI_day_shorter_1"	"di"
"UI_day_shorter_2"	"lu"
"UI_day_shorter_3"	"ma"
"UI_day_shorter_4"	"me"
"UI_day_shorter_5"	"je"
"UI_day_shorter_6"	"ve"
"UI_day_shorter_7"	"sa"
"DOTATournamentDetailsDatesYearDiff"	"{s:start_day} {s:start_month} {s:start_year} - {s:end_day} {s:end_month} {s:end_year}"
"DOTATournamentDetailsDatesMonthDiff"	"{s:start_day} {s:start_month} - {s:end_day} {s:end_month} {s:end_year}"
"DOTATournamentDetailsDatesDayDiff"	"{s:start_day} {s:start_month} - {s:end_day} {s:end_year}"
"DOTATournamentDetailsDates"	"{s:start_day} {s:start_month} {s:end_year}"
"DOTA_TeamTransferAdmin_Confirm_Header"	"CHANGEMENT D'ADMIN"
"DOTA_TeamTransferAdmin_Confirm_Message"	"Souhaitez-vous que {s:player_name} devienne l'administrateur de l'équipe ? Si vous continuez, vous ne serez plus en mesure de gérer cette équipe."
"DOTA_TeamTransferAdmin_Success_Header"	"TRANSFERT RÉUSSI"
"DOTA_TeamTransferAdmin_Success_Message"	"Vous avez bien transféré les droits d'administrateur de l'équipe."
"DOTA_TeamTransferAdmin_Failure_Header"	"ERREUR"
"DOTA_TeamTransferAdmin_Failure_Message_NotAdmin"	"Vous n'êtes pas l'administrateur actuel de cette équipe."
"DOTA_TeamTransferAdmin_Failure_Message_OnOtherTeam"	"{s:player_name} est déjà dans le roster d'une autre équipe."
"DOTA_TeamTransferAdmin_Failure_Message_AdminOfOtherTeam"	"{s:player_name} est l'administrateur d'une autre équipe"
"DOTA_TeamTransferAdmin_Failure_Message_Unspecified"	"Impossible de modifier l'admin de l'équipe"
"DOTA_TeamTransferAdmin_Notification_Header"	"GESTION DE L'ÉQUIPE"
"DOTA_TeamTransferAdmin_Notification_Message"	"Vous êtes désormais l'administrateur de l'équipe {s:team_name}"
"DOTA_TeamMakeAdmin"	"Rendre admin"
"UI_Cancel"	"Annuler"
"DOTA_MainMenu_Store"	"Magasin"
"DOTA_TabName_Browse"	"Parcourir"
"DOTA_ProfileCard_Slot_Clear"	"Effacer"
"npc_dota_hero_arc_warden_hype"	"Fragment du même pouvoir primordial que celui des Ancients eux-même, Zet, l'Arc Warden, est là pour assister au crépuscule de l'affrontement qui oppose Dire et Radiant que ce dernier se termine par une réunification ou par une destruction. Harcelant les ennemis solitaires ou protégeant ses alliés avec des champs de force, il peut également invoquer un Wraith pour patrouiller le terrain ennemi et se dupliquer pour créer le surnombre au moment opportun."
"DOTA_JoinChatChannel_Private"	"Privé"
"DOTA_PrivateChatChannel"	"Canal de chat privé"
"DOTA_JoinChatChannel_PrivateCreateFailed"	"Impossible de créer un canal de chat privé."
"DOTA_JoinChatChannel_PrivateJoinFailed"	"Vous n'avez pas la permission de rejoindre ce canal de chat privé."
"DOTA_JoinChatChannel_Kicked"	"Vous avez été exclu du canal privé « {s:private_channel_name} »."
"DOTA_Chat_Autocomplete_PrivateChatInvite"	"Inviter un utilisateur"
"DOTA_ChatCommand_PrivateChatInvite"	"privatechatinvite"
"DOTA_ChatCommand_PrivateChatInvite_Name"	"Invitation au chat privé"
"DOTA_ChatCommand_PrivateChatInvite_Description"	"Invite un utilisateur à ce canal de chat privé en utilisant son nom d'ami ou son ID."
"DOTA_ChatCommand_PrivateChatInvite_Fail_Message"	"<span class=\"UserMessageType\">Invitation au chat privé :</span> <span class=\"UserMessage\">impossible d'envoyer l'invitation</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_UnknownUser"	"<span class=\"UserMessageType\">Invitation au chat privé :</span> <span class=\"UserMessage\">utilisateur inconnu</span>"
"DOTA_ChatCommand_PrivateChatInvite_Fail_AlreadyMember"	"<span class=\"UserMessageType\">Invitation au chat privé :</span> <span class=\"UserMessage\">l'utilisateur <span class=\"UserMessageUser\">%s</span> est déjà membre</span>"
