"dota"
{
"DOTA_Accept"	"Приемане"
"DOTA_Armory_Coin_Treasure_Tier1"	"Златна поредица"
"DOTA_Armory_Coin_Treasure_Tier2"	"Сребърна поредица"
"DOTA_Armory_Coin_Treasure_Tier3"	"Бронзова поредица"
"DOTA_Armory_DeleteItem_Header"	"Изтриване на предмет"
"DOTA_Armory_DeleteItem_Body"	"Сигурни ли сте, че искате да изтриете Вашия {g:dota_item_name:selected_item_def}? Това не може да бъде отменено."
"DOTA_ChatMessage_Default_NoTarget"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\"><span class=\"ChatPersona\">{s:event_crest}{s:battle_cup_icon}{s:persona}</span>: {g:dota_filtered_string:message}</span>"
"DOTA_Workshop_LoadingScreen"	"Екран при зареждане"
"DOTA_Workshop_Select"	"Избиране"
"DOTA_Workshop_SelectSubGroup"	"Избиране на група %1"
"DOTA_Workshop_SelectTemplate"	"Избиране на шаблон: %1"
"DOTA_Workshop_NoTemplates"	"Няма шаблони"
"DOTA_StyleUnlock_UnpackBundle"	"Този пакет включва предмети със стилове, които могат да бъдат отключени. Искате ли да разопаковате този пакет?"
"DOTA_StyleUnlock_UnpackBundleError"	"Този пакет включва предмети със стилове, които могат да бъдат отключени. Въпреки това, първо трябва да разопаковате пакета, преди да отключите тези стилове."
"dota_settings_targetedattackmove"	"Умно атакуване"
"DOTA_Settings_Tooltip_TargetedAttackMove"	"Когато издавате команда за „Атакуване“, избраната единица(и) ще действа към най-близката цел до курсора, вместо тази спрямо текущата ѝ локация."
"DOTA_ChatTab_ToggleWhispersGlobal"	"Показване на шепотите във всички раздели."
"DOTA_ChatCommand_RollDice"	"roll"
"DOTA_ChatCommand_RollDice_Name"	"Хвърляне на зар"
"DOTA_ChatCommand_RollDice_Description"	"Произволно хвърляне на зар."
"DOTA_ChatCommand_ShareParty"	"shareparty"
"DOTA_ChatCommand_ShareParty_Name"	"Споделяне на екип"
"DOTA_ChatCommand_ShareParty_Description"	"Споделете връзка за присъединяване към екипа Ви в текущия чат."
"DOTA_ChatCommand_ShareLobby"	"sharelobby"
"DOTA_ChatCommand_ShareLobby_Name"	"Споделяне на лоби"
"DOTA_ChatCommand_ShareLobby_Description"	"Споделете връзка за присъединяване към текущото Ви лоби."
"DOTA_RollDice_HasRolledRange"	"хвърля ({d:dice_min}-{d:dice_max}): "
"DOTA_RollDice_UnableToRoll"	"Не може да хвърлят зарове в този чат канал."
"DOTA_Chat_SharePartyMessage"	"Присъединете се към моя екип: {s:share_party_link}"
"DOTA_Chat_UnableToShareParty"	"Неуспешно споделяне на екипа Ви с този чат канал."
"DOTA_ShareParty_Sent"	"Моят екип"
"DOTA_ShareParty_Sent_Tooltip"	"Други играчи могат да се присъединят към екипа Ви като кликнат на тази връзка."
"DOTA_ShareParty_Joined"	"се присъедини"
"DOTA_ShareParty_Joined_Tooltip"	"Присъединихте се към този екип."
"DOTA_ShareParty_Requested"	"Заявено"
"DOTA_ShareParty_Requested_Tooltip"	"Заявили сте присъединяване към този екип. Неговият лидер ще приеме или отхвърли заявката Ви."
"DOTA_ShareParty_Available"	"Присъединяване към екип"
"DOTA_ShareParty_Available_Tooltip"	"Кликнете тук, за да заявите присъединяване към този екип."
"DOTA_Chat_ShareLobbyMessage"	"Присъединете се към моето лоби: {s:share_lobby_link}"
"DOTA_Chat_UnableToShareLobby"	"Неуспешно споделяне на лобито Ви с този чат канал."
"DOTA_ShareLobby_Sent"	"Моето лоби"
"DOTA_ShareLobby_Sent_Tooltip"	"Други играчи могат да се присъединят към лобито Ви като кликнат на тази връзка."
"DOTA_ShareLobby_Joined"	"се присъедини"
"DOTA_ShareLobby_Joined_Tooltip"	"Вие сте в това лоби."
"DOTA_ShareLobby_Available"	"Присъединяване към лоби"
"DOTA_ShareLobby_Available_Tooltip"	"Кликнете тук, за да се присъедините в лобито."
"DOTA_Lobby_Settings_PreviousMatch"	"Предишен мач №"
"DOTA_Lobby_Settings_PreviousMatch_Tooltip"	"Незадължителна стойност, която да приведе предишния мач в серии. Ако бъде оставено празно ще се засича спрямо играещите отбори и настройките за победа при серии."
"dota_settings_application"	"Приложение"
"dota_settings_activate_window_on_match_found"	"Dota 2 да бъде извеждана на преден план, когато бъде намерен мач"
"DOTA_EconItemSet_Tooltip_HasEmptySocket"	"Има празни гнезда"
"DOTA_EconItemSet_Tooltip_HasCommonGem"	"Има един или повече камъни"
"DOTA_EconItemSet_Tooltip_HasRareGem"	"Има един или повече редки камъни"
"DOTA_HeroLoadout_GlobalFilterName"	"Глобално"
"DOTA_Armory_Category_AllNew"	"Всички ({d:armory_new_items})"
"DOTA_Armory_Category_ScratchPad_Remove"	"Изчистване"
"DOTA_Armory_Collection_Info"	"Използвайте колекцията си, за да създадете персонализиран изглед, чрез който ще намирате любимите си предмети.<br><br>Провлечете и пуснете предмети в този панел, така ще ги добавите изгледа за колекцията Ви. За да премахнете предмет от колекцията си, просто го провлечете извън изгледа ѝ.<br><br>Предметите от колекцията Ви ще се появяват в нея и оръжейната."
"DOTA_Armory_Capacity_Info"	"Ако използвате над 100% от пространството в оръжейната Ви, тя ще се препълни.<br><br>Докато оръжейната Ви е препълнена, следните дейности ще бъдат ограничени:<br><br>— Падането на предмети;<br>— Отварянето на пакети с предмети;<br>— Закупуването на нови предмети.<br><br>Можете да си възвърнете пространство в оръжейната като използвате рециклирането или изтриването на предмети. Също така можете да подарите предмети, които вече не искате, на приятелите си. Всичко това е достъпно чрез кликване с десния бутон на мишката върху техните икони."
"DOTA_Armory_Capacity"	"Оръжейната е {d:armory_percent_capacity}% пълна"
"DOTA_Armory_Filter_InScratchpad"	"В КОЛЕКЦИЯ"
"DOTA_econ_item_details_go_to_loadout"	"Снаражение на {s:item_owner_type}"
"DOTA_Workshop_FlyingCourier_LOD0Title"	"Геометрията за портрета на летящ"
"DOTA_Workshop_FlyingCourier_LOD1Title"	"Геометрия в играта за летящ"
"DOTA_Workshop_Animation_FlyingCourier_Spawn"	"Раждане за летящ"
"DOTA_Workshop_Animation_FlyingCourier_Idle"	"Бездействие за летящ"
"DOTA_Workshop_Animation_HeroSummons_Idle_Desc"	"Вероятно ще е удачно лицето или отличителните белези на единицата да бъдат извърнати под ъгъл леко нагоре. Така биха били по-отчетливи гледани отгоре, какъвто е изгледът в играта. Ако са налични отделни анимации за бездействие в портрета и снаряжението, те могат да бъдат подадени с нормалния ъгъл за лицето или отличителните белези."
