"dota"
{
"DOTA_Accept"	"Aceitar"
"DOTA_CompendiumRecap_OverviewFormatDetails"	"Fase de distribuição: 4 grupos de 4 equipas. As duas melhores de cada vão para o Grupo Superior."
"DOTA_CompendiumRecap_OverviewTeams"	"Equipas"
"DOTA_CompendiumRecap_OverviewTeamDetails"	"8 equipas convidadas e 8 equipas apuradas."
"DOTA_ConductScorecard_GreatJobOverall"	"Agradecemos-te pela tua boa conduta"
"DOTA_DB_SeasonPass_TierTooltipBronze"	"Como possuis um Passe de Batalha desta estação, recebeste o seguinte: <br> Medalha do Passe de Batalha <br> Estado do perfil do Passe de Batalha"
"DOTA_CompendiumRecap_OverviewFormatDetailsCont"	"Evento principal: 16 equipas, eliminação dupla."
"DOTA_SeasonPass_Friends_Leaderboard"	"Classificações de amigos"
"DOTA_SeasonPass_Friends_Leaderboard_Name"	"Amigos"
"DOTA_SeasonPass_Friends_Leaderboard_BattleLevel"	"Nív. Batalha"
"DOTA_SeasonPass_Friends_N_Of"	"{i:friend_rank}{s:rank_ordinal_suffix} de {i:friend_count} amigos"
"DOTA_SeasonPass_Wagering_Personal"	"Pessoal"
"DOTA_SeasonPass_Wagering_Friends"	"Amigos"
"DOTA_SeasonPass_Wagering_Winnings"	"Total de ganhos"
"DOTA_SeasonPass_Wagering_Desc1"	"Obtém fichas semanais"
"DOTA_SeasonPass_Wagering_Desc2"	"Aposta as fichas"
"DOTA_SeasonPass_Wagering_Desc3"	"Ganha Pontos de Batalha"
"DOTA_SeasonPass_Wagering_Desc4"	"Sobe de nível"
"DOTA_SeasonPass_Achievements_Earned"	"Alcançaste:"
"DOTA_SeasonPass_Achievements_Of"	"de"
"DOTA_SeasonPass_Achievements_Achievements"	"Proezas"
"DOTA_SeasonPass_Rewards_Quest_Rewards"	"Recompensas de missões"
"DOTA_SeasonPass_Rewards_Treasure_Rewards"	"Recompensas de tesouros"
"DOTA_SeasonPass_Rewards_Prestige_Rewards"	"Recompensas de prestígio"
"DOTA_SeasonPass_Rewards_Rare"	"Raro"
"DOTA_SeasonPass_Rewards_Ultra_Rare"	"Ultra raro"
"DOTA_SeasonPass_Rewards_Treasure1"	"Tesouro do International 2016 I"
"DOTA_SeasonPass_Rewards_Treasure2"	"Tesouro do International 2016 II"
"DOTA_SeasonPass_Rewards_Treasure3"	"Tesouro do International 2016 III"
"DOTA_SeasonPass_Rewards_Treasure4"	"Tesouro do International 2016 IV"
"DOTA_SeasonPass_Rewards_Coming_Soon"	"Disponível em breve"
"DOTA_SeasonPass_Rewards_Trophies"	"Troféus"
"DOTA_SeasonPass_Rewards_Expire"	"O Passe de Batalha expira em:"
"DOTA_SeasonPass_Rewards_Expire_Date"	"30 de março de 2016"
"DOTA_DB_SeasonPass_Winter_2016"	"Inverno 2016"
"DOTA_DB_SeasonPass_Prestige_Rewards_Loadscreen"	"Ecrã de Loading - Inverno de 2016"
"DOTA_DB_SeasonPass_Prestige_Rewards_Emoticon"	"Pack de Emoticons - Inverno de 2016"
"DOTA_DB_SeasonPass_Prestige_Rewards_Infuser"	"Upgrade de Partículas - Inverno"
"DOTA_DB_SeasonPass_Prestige_Rewards_Fountain"	"Efeito de Cura da Fonte"
"DOTA_DB_SeasonPass_Prestige_Rewards_TP"	"Efeito de Teletransporte"
"DOTA_DB_SeasonPass_Prestige_Rewards_Courier1"	"Estafeta Axolotl"
"DOTA_DB_SeasonPass_Prestige_Rewards_Courier2"	"Estafeta Axolotl: Estilo 2"
"DOTA_DB_SeasonPass_Prestige_Rewards_Courier3"	"Estafeta Axolotl: Estilo 3"
"DOTA_DB_SeasonPass_Prestige_Rewards_Courier4"	"Estafeta Axolotl: Estilo 4"
"DOTA_DB_SeasonPass_Prestige_Rewards_Ward"	"Ward of the Phoenix"
"DOTA_DB_SeasonPass_Prestige_Rewards_Blink"	"Efeito de Blink Dagger"
"DOTA_DB_SeasonPass_Prestige_Rewards_Effigy"	"Efígie - Inverno de 2016"
"DOTA_DB_SeasonPass_Prestige_Rewards_Taunt1"	"Provocação do Undying"
"DOTA_DB_SeasonPass_Prestige_Rewards_Taunt2"	"Provocação do Venomancer"
"DOTA_DB_SeasonPass_Prestige_Rewards_Forcestaff"	"Efeito de Force Staff"
"DOTA_DB_SeasonPass_Prestige_Rewards_Cyclone"	"Efeito de Eul's Scepter"
"DOTA_DB_SeasonPass_HeroRole_Carry"	"Carry"
"DOTA_DB_SeasonPass_HeroRole_Support"	"Support"
"DOTA_DB_SeasonPass_HeroRole_Solo"	"Solo"
"DOTA_CompendiumRecap_ReadMore"	"Ler mais..."
"DOTA_econ_item_details_emoticons_label"	"Emoticons:"
"DOTA_econ_item_details_emoticon_text"	"{s:emoticon_text}"
"DOTA_PreviewEmoticons_Title"	"Emoticons"
"DOTA_CompendiumCasters_Language"	"Idioma"
"DOTA_CompendiumCasters_Desc"	"O Winter Major será transmitido em vários idiomas.\nEstes são os comentadores, entrevistadores e outros membros da equipa de cada idioma."
"DOTA_econ_item_details_tool_header"	"Ferramenta"
"DOTA_econ_item_details_apply_tool"	"{s:tool_use_name}"
"DOTA_CacheTreasure_MissingCompendium_Winter2016"	"Tens de possuir um Passe de Batalha do Inverno de 2016 para poderes comprar estes tesouros."
"DOTA_BattlePass_FirstTime_Welcome"	"Bem-vindo(a) à prévia do Passe de Batalha"
"DOTA_BattlePass_FirstTime_Activate"	"Ativa o teu Passe de Batalha"
"DOTA_BattlePass_FirstTime_Choose"	"Escolhe o teu caminho"
"DOTA_BattlePass_FirstTime_GoToQuests"	"Ver missões"
"DOTA_BattlePass_FirstTime_NotOwned"	"Com uma variedade de missões no jogo para desafiar e expandir as tuas habilidades no Dota, um melhorado sistema de apostas amigável e a chance de ganhar recompensas e tesouros exclusivos, o Passe de Batalha é o teu companheiro de batalha no Dota neste inverno de 2016.<br><br>Dá uma olhadela!"
"DOTA_BattlePass_FirstTime_NotActivated"	"Estás a um passo de poderes tirar proveito das muitas vantagens do Passe de Batalha!"
"DOTA_BattlePass_FirstTime_Owned"	"Escolhe um de três caminhos para começares a tua jornada. Completa uma missão e ganha a partida para receberes Pontos de Batalha."
"DOTA_BattlePassRewards_RecycleNote"	"Os conteúdos de todos os Tesouros de Inverno podem ser reciclados por 500 Pontos de Batalha."
"DOTA_Profile_ConductSummary"	"Relatório de Conduta"
"DOTA_Profile_ConductSummary_Date"	"Atualizado a: {s:conduct_summary_date}"
"DOTA_Profile_ConductSummary_ShowLatestButton"	"Ver relatório"
"DOTA_ConductScorecard_OldDataWarning"	"Jogaste uma ou mais partidas desde que este relatório foi gerado.<br/>O teu relatório de conduta é atualizado a cada 10 partidas."
"DOTA_tooltip_econ_item_recycle_description"	"Possível {s:recycle_description}"
"DOTA_TipHelp_TextDisabled"	"Doa a outro jogador 50 pontos dos teus ganhos. Assim que subires de nível, não o vais perder ao doar pontos.<br><br>Esta funcionalidade só está ativa para donos de Passes de Batalha."
"DOTA_BattlePass_DailyChallengeMO"	"Completa o desafio de Herói antes do Herói de amanhã."
"DOTA_BattlePass_Weekly1ChallengeMO"	"Completa este desafio antes do início do desafio da próxima semana."
"DOTA_BattlePass_Weekly2ChallengeMO"	"Completa este desafio antes do início do desafio da próxima semana."
"DOTA_Credits_EnglishVoices"	"Elenco de vozes (inglês)"
"DOTA_Credits_RussianVoices"	"Elenco de vozes (russo)"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure3"	"Tesouro de Inverno III"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure3Desc"	"O terceiro tesouro para donos do Passe de Batalha de Inverno foi lançado. Disponível apenas para eles, inclui 7 conjuntos, entre eles o \"Secrets of the Merqueen\", um novo conjunto ultra raro para a Death Prophet."
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure3Desc_Owns"	"O terceiro tesouro para donos do Passe de Batalha de Inverno foi lançado. Inclui 7 conjuntos, entre eles o \"Secrets of the Merqueen\", um novo conjunto ultra raro para a Death Prophet. Se já ganhaste este tesouro, está agora disponível no teu Arsenal."
"DOTA_SplashAd_WinterMajorBattlePass_AddedTitle"	"Recompensas e conteúdos exclusivos"
"DOTA_SplashAd_WinterMajorBattlePass_List1"	"<font color='#8AAED0'>-</font> Ganha recompensas cumprindo missões exclusivas"
"DOTA_SplashAd_WinterMajorBattlePass_List2"	"<font color='#8AAED0'>-</font> Faz apostas e ganha partidas para subires o nível do passe"
"DOTA_SplashAd_WinterMajorBattlePass_List3"	"<font color='#8AAED0'>-</font> Inclui um compêndio com informações e atividades relacionadas com o Shanghai Major"
"DOTA_SplashAd_WinterMajorBattlePass_View"	"Abrir Passe"
"DOTA_SplashAd_WinterMajorBattlePass_Preview"	"Pré-visualizar passe"
"DOTA_RecentGame_Watch_Error"	"Erro ao ver repetição"
"DOTA_RecentGame_Watch_NoMatchInfo"	"Sem dados"
"DOTA_RecentGame_Watch_Permission"	"Para acederes a esta repetição precisas de comprar e ativar o bilhete do torneio."
"DOTA_RecentGame_Watch_Download"	"Falha ao transferir repetição"
"DOTA_RecentGame_Watch_NoFile"	"Ficheiro não encontrado"
"DOTA_ChatTarget_Prompt_PostGame"	"Para (Pós-partida):"
"DOTA_ChatTarget_Format_PostGame"	"Pós-partida"
"DOTA_TournamentButtonMVPVote"	"MVP"
"DOTAMVPVote_Title"	"Vota no jogador mais valioso da partida (MVP)"
"DOTAMVPVote_ResultsTitle"	"Resultados da votação"
"DOTAMVPVote_VoteButtonLabel"	"Votar"
"DOTAMVPVote_ToolTipText"	"Mostrar e votar no MVP"
"DOTAMVPVote_FailedToDownloadResults"	"Ocorreu um erro ao transferir os resultados da votação."
"DOTAMVPVote_Place0"	"MVP"
"DOTAMVPVote_Place1"	"2º"
"DOTAMVPVote_Place2"	"3º"
"DOTAMVPVote_Place3"	"4º"
"DOTAMVPVote_Place4"	"5º"
"DOTAMVPVote_Place5"	"6º"
"DOTAMVPVote_Place6"	"7º"
"DOTAMVPVote_Place7"	"8º"
"DOTAMVPVote_Place8"	"9º"
"DOTAMVPVote_Place9"	"10º"
"DOTA_Workshop_CameraRoll"	"Oscilação da câmara"
"DOTA_Workshop_ItemSubmit_CreateKeyValues_Failed"	"CreateKVForItem \"%1\" falhou"
"DOTA_Workshop_ItemSubmit_InvalidInputs"	"Inputs inválidos para ficheiro: %1"
"DOTA_Workshop_ItemSubmit_ImportFailed"	"Erro de importação do ficheiro: %1"
"DOTA_Workshop_ItemSubmit_ImportSessionEmpty"	"Sessão de importação vazia para ficheiro: %1"
"DOTA_Workshop_ItemSubmit_UpdateExisting_Invalid_Item_Definition"	"Não é possível atualizar com INVALID_ITEM_DEFINITION"
"DOTA_Workshop_ItemSubmit_UpdateExisting_Note"	"A recriar item de teste %1 '%2'"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure4"	"Novidades no Compêndio e Novo Tesouro de Inverno IV"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure4Desc"	"O último tesouro do Passe de Batalha de Inverno chegou. Disponível apenas para quem tem o passe, contém 7 conjuntos, incluindo o ultra raro \"Darkclaw Emissary\" para o Dazzle. Além disso, o compêndio do Shanghai Major foi atualizado com informações das equipas e previsões. Ganha pontos de batalha ao preveres corretamente os resultados do Shanghai Major!"
"DOTA_SplashAd_WinterMajorBattlePass_AddedTreasure4Desc_Owns"	"O último tesouro do Passe de Batalha de Inverno chegou. Contém 7 conjuntos, incluindo o ultra raro \"Darkclaw Emissary\" para o Dazzle. Se já ganhaste este tesouro, está agora disponível no teu Arsenal. Além disso, o compêndio do Shanghai Major foi atualizado com informações das equipas e previsões. Ganha pontos de batalha ao preveres corretamente os resultados do Shanghai Major!"
"DOTA_Compendium_SecondaryTabHeader_GroupStage"	"Fase de grupos"
"DOTA_Compendium_SecondaryTabHeader_Playoffs"	"Playoffs"
"DOTA_Compendium_MakePrediction"	"Fazer previsão"
"DOTA_Compendium_ChangePrediction"	"Mudar previsão"
"DOTA_Compendium_RevealStandings"	"Ver posições atuais"
"DOTA_Compendium_HideStandings"	"Ocultar posições atuais"
"DOTA_Compendium_ChooseTeam"	"Escolhe uma equipa"
"DOTA_Compendium_ChoosePlayer"	"Escolhe um jogador"
"DOTA_Compendium_ChooseHero"	"Escolhe um herói"
"DOTA_Compendium_ChooseOption"	"Escolhe uma opção"
"DOTA_Compendium_Heroes"	"HERÓIS"
"DOTA_Compendium_Teams"	"EQUIPAS"
"DOTA_Compendium_Players"	"JOGADORES"
"DOTA_Compendium_Header_Tournament"	"TORNEIO"
"DOTA_Compendium_PredictionsLockIn"	"Previsões bloqueadas daqui a:"
"DOTA_Compendium_PredictionsLocked"	"Previsões bloqueadas"
"DOTA_Compendium_Predictions_ResetTime"	"{i:reset_days}D {s:reset_hours}H {s:reset_minutes}M {s:reset_seconds}S"
"DOTA_Compendium_Predictions_Games_In_Tournament"	"Total de <b>partidas jogadas</b> no evento principal"
"DOTA_Compendium_Predictions_Games_In_Tournament_a1"	"77 a 81"
"DOTA_Compendium_Predictions_Games_In_Tournament_a2"	"82 a 87"
"DOTA_Compendium_Predictions_Games_In_Tournament_a3"	"88 a 92"
"DOTA_Compendium_Predictions_Games_In_Tournament_a4"	"93 a 97"
"DOTA_Compendium_Predictions_Games_In_Tournament_a5"	"98 a 102"
"DOTA_Compendium_Predictions_Games_In_Tournament_a6"	"103 a 107"
"DOTA_Compendium_Predictions_Games_In_Tournament_a7"	"108 a 112"
"DOTA_Compendium_Predictions_Heroes_Picked"	"Número total de heróis <b>escolhidos</b>"
"DOTA_Compendium_Predictions_Heroes_Picked_a1"	"0 a 60"
"DOTA_Compendium_Predictions_Heroes_Picked_a2"	"61 a 70"
"DOTA_Compendium_Predictions_Heroes_Picked_a3"	"71 a 80"
"DOTA_Compendium_Predictions_Heroes_Picked_a4"	"81 a 90"
"DOTA_Compendium_Predictions_Heroes_Picked_a5"	"91 a 100"
"DOTA_Compendium_Predictions_Heroes_Picked_a6"	"101 ou mais"
"DOTA_Compendium_Predictions_Heroes_Banned"	"Número total de heróis <b>banidos</b>"
"DOTA_Compendium_Predictions_Heroes_Banned_a1"	"0 a 60"
"DOTA_Compendium_Predictions_Heroes_Banned_a2"	"61 a 70"
"DOTA_Compendium_Predictions_Heroes_Banned_a3"	"71 a 80"
"DOTA_Compendium_Predictions_Heroes_Banned_a4"	"81 a 90"
"DOTA_Compendium_Predictions_Heroes_Banned_a5"	"91 a 100"
"DOTA_Compendium_Predictions_Heroes_Banned_a6"	"101 ou mais"
"DOTA_Compendium_Predictions_Most_Kills_In_Game"	"Maior <b>número de vítimas ao todo</b> numa partida"
"DOTA_Compendium_Predictions_Most_Kills_In_Game_a1"	"0 a 50"
"DOTA_Compendium_Predictions_Most_Kills_In_Game_a2"	"51 a 60"
"DOTA_Compendium_Predictions_Most_Kills_In_Game_a3"	"61 a 70"
"DOTA_Compendium_Predictions_Most_Kills_In_Game_a4"	"71 a 80"
"DOTA_Compendium_Predictions_Most_Kills_In_Game_a5"	"81 a 90"
"DOTA_Compendium_Predictions_Most_Kills_In_Game_a6"	"91 a 100"
"DOTA_Compendium_Predictions_Most_Kills_In_Game_a7"	"101 a 110"
"DOTA_Compendium_Predictions_Most_Kills_In_Game_a8"	"111 a 120"
"DOTA_Compendium_Predictions_Most_Kills_In_Game_a9"	"121 ou mais"
"DOTA_Compendium_Predictions_Longest_Game"	"Duração da partida <b>mais longa</b> do torneio"
"DOTA_Compendium_Predictions_Longest_Game_a1"	"00:00 a 39:59"
"DOTA_Compendium_Predictions_Longest_Game_a2"	"40:00 a 49:59"
"DOTA_Compendium_Predictions_Longest_Game_a3"	"50:00 a 59:59"
"DOTA_Compendium_Predictions_Longest_Game_a4"	"60:00 a 69:59"
"DOTA_Compendium_Predictions_Longest_Game_a5"	"70:00 a 79:59"
"DOTA_Compendium_Predictions_Longest_Game_a6"	"80:00 a 89:59"
"DOTA_Compendium_Predictions_Longest_Game_a7"	"90:00 a 99:59"
"DOTA_Compendium_Predictions_Longest_Game_a8"	"100:00 ou mais"
"DOTA_Compendium_Predictions_Shortest_Game"	"Duração da partida <b>mais curta</b> do torneio"
"DOTA_Compendium_Predictions_Shortest_Game_a1"	"00:00 a 9:59"
"DOTA_Compendium_Predictions_Shortest_Game_a2"	"10:00 a 14:59"
"DOTA_Compendium_Predictions_Shortest_Game_a3"	"15:00 a 19:59"
"DOTA_Compendium_Predictions_Shortest_Game_a4"	"20:00 a 24:59"
"DOTA_Compendium_Predictions_Shortest_Game_a5"	"25:00 a 29:59"
"DOTA_Compendium_Predictions_Shortest_Game_a6"	"30:00 ou mais"
"DOTA_Compendium_Predictions_Most_Kills_Game_Hero"	"Mais <b>mortes causadas</b> por um herói numa partida"
"DOTA_Compendium_Predictions_Most_Kills_Game_Hero_a1"	"0 a 10"
"DOTA_Compendium_Predictions_Most_Kills_Game_Hero_a2"	"11 a 13"
"DOTA_Compendium_Predictions_Most_Kills_Game_Hero_a3"	"14 a 16"
"DOTA_Compendium_Predictions_Most_Kills_Game_Hero_a4"	"17 a 19"
"DOTA_Compendium_Predictions_Most_Kills_Game_Hero_a5"	"20 a 22"
"DOTA_Compendium_Predictions_Most_Kills_Game_Hero_a6"	"23 a 25"
"DOTA_Compendium_Predictions_Most_Kills_Game_Hero_a7"	"26 ou mais"
"DOTA_Compendium_Predictions_Most_Deaths_Game_Hero"	"Mais <b>mortes de um herói</b> numa partida"
"DOTA_Compendium_Predictions_Most_Deaths_Game_Hero_a1"	"0 a 5"
"DOTA_Compendium_Predictions_Most_Deaths_Game_Hero_a2"	"6 a 8"
"DOTA_Compendium_Predictions_Most_Deaths_Game_Hero_a3"	"9 a 11"
"DOTA_Compendium_Predictions_Most_Deaths_Game_Hero_a4"	"12 a 14"
"DOTA_Compendium_Predictions_Most_Deaths_Game_Hero_a5"	"15 a 17"
"DOTA_Compendium_Predictions_Most_Deaths_Game_Hero_a6"	"18 a 20"
"DOTA_Compendium_Predictions_Most_Deaths_Game_Hero_a7"	"21 ou mais"
"DOTA_Compendium_Predictions_Most_Assists_Game_Hero"	"Mais <b>assistências</b> de um herói numa partida"
"DOTA_Compendium_Predictions_Most_Assists_Game_Hero_a1"	"0 a 15"
"DOTA_Compendium_Predictions_Most_Assists_Game_Hero_a2"	"16 a 19"
"DOTA_Compendium_Predictions_Most_Assists_Game_Hero_a3"	"20 a 23"
"DOTA_Compendium_Predictions_Most_Assists_Game_Hero_a4"	"24 a 27"
"DOTA_Compendium_Predictions_Most_Assists_Game_Hero_a5"	"28 a 31"
"DOTA_Compendium_Predictions_Most_Assists_Game_Hero_a6"	"32 a 35"
"DOTA_Compendium_Predictions_Most_Assists_Game_Hero_a7"	"36 ou mais"
"DOTA_Compendium_Predictions_Most_GPM_Game_Hero"	"Mais <b>ouro por minuto</b> de um herói numa partida"
"DOTA_Compendium_Predictions_Most_GPM_Game_Hero_a1"	"0 a 499"
"DOTA_Compendium_Predictions_Most_GPM_Game_Hero_a2"	"500 a 599"
"DOTA_Compendium_Predictions_Most_GPM_Game_Hero_a3"	"600 a 699"
"DOTA_Compendium_Predictions_Most_GPM_Game_Hero_a4"	"700 a 799"
"DOTA_Compendium_Predictions_Most_GPM_Game_Hero_a5"	"800 a 899"
"DOTA_Compendium_Predictions_Most_GPM_Game_Hero_a6"	"900 a 999"
"DOTA_Compendium_Predictions_Most_GPM_Game_Hero_a7"	"1000 ou mais"
"DOTA_Compendium_Predictions_Most_Picked_Hero"	"Herói mais <b>escolhido</b>"
"DOTA_Compendium_Predictions_Most_Banned_Hero"	"Herói mais <b>banido</b>"
"DOTA_Compendium_Predictions_Highest_Winrate"	"Herói com maior <b>% de vitórias</b><br /><i>(mínimo 5 partidas jogadas)</i>"
"DOTA_Compendium_Predictions_Most_KPG"	"Herói com maior média de <b>vítimas</b><br /><i>(mínimo 5 partidas jogadas)</i>"
"DOTA_Compendium_Predictions_Most_APG"	"Herói com maior média de <b>assist.</b><br /><i>(mínimo 5 partidas jogadas)</i>"
"DOTA_Compendium_Predictions_Least_DPG"	"Herói com menor média de <b>mortes</b><br /><i>(mínimo 5 partidas jogadas)</i>"
"DOTA_Compendium_Predictions_Most_CSPG"	"Herói com maior média de <b>g. finais</b><br /><i>(mínimo 5 partidas jogadas)</i>"
"DOTA_Compendium_Predictions_Most_GPM"	"Herói com maior média de <b>OpM</b><br /><i>(mínimo 5 partidas jogadas)</i>"
"DOTA_Compendium_Predictions_Most_Kills_Game"	"Herói que fez mais <b>vítimas</b> numa partida"
"DOTA_Compendium_Predictions_Most_CS_Game"	"Herói que desferiu mais <b>golpes finais</b> numa partida"
"DOTA_Compendium_Predictions_Kills_Team"	"Equipa que fez mais <b>vítimas</b> numa partida"
"DOTA_Compendium_Predictions_Deaths_Team"	"Equipa com menos <b>mortes</b> numa partida"
"DOTA_Compendium_Predictions_Assists_Team"	"Equipa com mais <b>assistências</b> numa partida"
"DOTA_Compendium_Predictions_Longest_Match"	"Equipa vencedora da partida mais <b>longa</b>"
"DOTA_Compendium_Predictions_Shortest_Match"	"Equipa vencedora da partida mais <b>curta</b>"
"DOTA_Compendium_Predictions_Most_Flexible_Team"	"Equipa que vai escolher <b>mais</b> heróis diferentes"
"DOTA_Compendium_Predictions_Least_Flexible_Team"	"Equipa que vai escolher <b>menos</b> heróis diferentes"
"DOTA_Compendium_Predictions_KPG_Team"	"Equipa com maior média de <b>vítimas causadas</b>"
"DOTA_Compendium_Predictions_Longest_Team"	"Equipa com a maior média de <b>duração das partidas</b>"
