"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"哈哈哈哈哈哈哈哈哈哈哈哈！"
"[english]dota_chatwheel_label_spectre_2"	"Nonsense."
"dota_chatwheel_message_spectre_3"	"奋起战斗也是无用。"
"[english]dota_chatwheel_message_spectre_3"	"Resistance matters not."
"dota_chatwheel_label_spectre_3"	"奋起战斗也是无用。"
"[english]dota_chatwheel_label_spectre_3"	"Resistance matters not."
"dota_chatwheel_message_spectre_4"	"看来如此。"
"[english]dota_chatwheel_message_spectre_4"	"So it seems."
"dota_chatwheel_label_spectre_4"	"看来如此。"
"[english]dota_chatwheel_label_spectre_4"	"So it seems."
"dota_chatwheel_message_spectre_5"	"完全消灭。"
"[english]dota_chatwheel_message_spectre_5"	"Extinguished."
"dota_chatwheel_label_spectre_5"	"完全消灭。"
"[english]dota_chatwheel_label_spectre_5"	"Extinguished."
"dota_chatwheel_message_ancient_apparition_laugh"	"呵呵呵哈哈哈哈哈哈哈！"
"[english]dota_chatwheel_message_ancient_apparition_laugh"	"Hm hm hm ha ha ha ha ha ha ha!"
"dota_chatwheel_label_ancient_apparition_laugh"	"大笑"
"[english]dota_chatwheel_label_ancient_apparition_laugh"	"Laugh"
"dota_chatwheel_message_ancient_apparition_thank"	"有意思。"
"[english]dota_chatwheel_message_ancient_apparition_thank"	"Interesting."
"dota_chatwheel_label_ancient_apparition_thank"	"有意思。"
"[english]dota_chatwheel_label_ancient_apparition_thank"	"Interesting."
"dota_chatwheel_message_ancient_apparition_deny"	"一阵刺骨的寒风吹过。"
"[english]dota_chatwheel_message_ancient_apparition_deny"	"A cold wind blows."
"dota_chatwheel_label_ancient_apparition_deny"	"一阵刺骨的寒风吹过。"
"[english]dota_chatwheel_label_ancient_apparition_deny"	"A cold wind blows."
"dota_chatwheel_message_ancient_apparition_1"	"你的血液正在慢慢冻结。"
"[english]dota_chatwheel_message_ancient_apparition_1"	"Your blood runs cold."
"dota_chatwheel_label_ancient_apparition_1"	"你的血液正在慢慢冻结。"
"[english]dota_chatwheel_label_ancient_apparition_1"	"Your blood runs cold."
"dota_chatwheel_message_ancient_apparition_2"	"岁月不饶人啊！"
"[english]dota_chatwheel_message_ancient_apparition_2"	"I'm too old for this!"
"dota_chatwheel_label_ancient_apparition_2"	"岁月不饶人啊！"
"[english]dota_chatwheel_label_ancient_apparition_2"	"I'm too old for this."
"dota_chatwheel_message_ancient_apparition_3"	"等了这么久还是值得的。"
"[english]dota_chatwheel_message_ancient_apparition_3"	"I waited ages but it was worth it."
"dota_chatwheel_label_ancient_apparition_3"	"等了这么久……"
"[english]dota_chatwheel_label_ancient_apparition_3"	"I waited ages..."
"dota_chatwheel_message_ancient_apparition_4"	"是时候破冰而出了！"
"[english]dota_chatwheel_message_ancient_apparition_4"	"Time to break the ice!"
"dota_chatwheel_label_ancient_apparition_4"	"破冰而出。"
"[english]dota_chatwheel_label_ancient_apparition_4"	"Break the ice."
"dota_chatwheel_message_ancient_apparition_5"	"寒冰浓雾！"
"[english]dota_chatwheel_message_ancient_apparition_5"	"Icefog!"
"dota_chatwheel_label_ancient_apparition_5"	"寒冰浓雾！"
"[english]dota_chatwheel_label_ancient_apparition_5"	"Icefog!"
"dota_chatwheel_message_doom_bringer_laugh"	"呵呵呵呵哈哈哈哈哈。"
"[english]dota_chatwheel_message_doom_bringer_laugh"	"Heheh heh hah heh hah hah hah."
"dota_chatwheel_label_doom_bringer_laugh"	"大笑"
"[english]dota_chatwheel_label_doom_bringer_laugh"	"Laugh"
"dota_chatwheel_message_doom_bringer_thank"	"哦，真棒。"
"[english]dota_chatwheel_message_doom_bringer_thank"	"Oh, yes."
"dota_chatwheel_label_doom_bringer_thank"	"哦，真棒。"
"[english]dota_chatwheel_label_doom_bringer_thank"	"Oh, yes."
"dota_chatwheel_message_doom_bringer_deny"	"我猜中了，你死定了。"
"[english]dota_chatwheel_message_doom_bringer_deny"	"I gambled, you lost."
"dota_chatwheel_label_doom_bringer_deny"	"我猜中了，你死定了。"
"[english]dota_chatwheel_label_doom_bringer_deny"	"I gambled, you lost."
"dota_chatwheel_message_doom_bringer_1"	"呵呵呵，我更帅了有没有？"
"[english]dota_chatwheel_message_doom_bringer_1"	"He he heh heh he, handsome devil, aren't I?"
"dota_chatwheel_label_doom_bringer_1"	"我更帅了有没有？"
"[english]dota_chatwheel_label_doom_bringer_1"	"Handsome devil, aren't I?"
"dota_chatwheel_message_doom_bringer_2"	"嗯，地狱丧钟已经敲响！"
"[english]dota_chatwheel_message_doom_bringer_2"	"Well, hell's bells."
"dota_chatwheel_label_doom_bringer_2"	"嗯，地狱丧钟已经敲响！"
"[english]dota_chatwheel_label_doom_bringer_2"	"Well, hell's bells!"
"dota_chatwheel_message_doom_bringer_3"	"哦，该死的！"
"[english]dota_chatwheel_message_doom_bringer_3"	"Oh, crap."
"dota_chatwheel_label_doom_bringer_3"	"哦，该死的！"
"[english]dota_chatwheel_label_doom_bringer_3"	"Oh, crap!"
"dota_chatwheel_message_doom_bringer_4"	"呵呵，这次算你走运。"
"[english]dota_chatwheel_message_doom_bringer_4"	"Hemmehm, you were lucky this time."
"dota_chatwheel_label_doom_bringer_4"	"呵呵，这次算你走运。"
"[english]dota_chatwheel_label_doom_bringer_4"	"You were lucky this time."
"dota_chatwheel_message_doom_bringer_5"	"地狱也因我颤动。"
"[english]dota_chatwheel_message_doom_bringer_5"	"All hell's broken loose."
"dota_chatwheel_label_doom_bringer_5"	"地狱也因我颤动。"
"[english]dota_chatwheel_label_doom_bringer_5"	"All hell's broken loose."
"dota_chatwheel_message_ursa_laugh"	"哈！哈！哈哈哈！"
"[english]dota_chatwheel_message_ursa_laugh"	"Hah! Hah! Hah-hah-hah!"
"dota_chatwheel_label_ursa_laugh"	"大笑"
"[english]dota_chatwheel_label_ursa_laugh"	"Laugh"
"dota_chatwheel_message_ursa_thank"	"已经是春天了吗？"
"[english]dota_chatwheel_message_ursa_thank"	"Is it spring already?"
"dota_chatwheel_label_ursa_thank"	"已经是春天了吗？"
"[english]dota_chatwheel_label_ursa_thank"	"Is it spring already?"
"dota_chatwheel_message_ursa_deny"	"对于世界来说这个损失不值一提。"
"[english]dota_chatwheel_message_ursa_deny"	"A loss so small."
"dota_chatwheel_label_ursa_deny"	"对于世界来说……"
"[english]dota_chatwheel_label_ursa_deny"	"A loss so small, the world will hardly notice."
"dota_chatwheel_message_ursa_1"	"防御不够好。"
"[english]dota_chatwheel_message_ursa_1"	"A poor defense."
"dota_chatwheel_label_ursa_1"	"防御不够好。"
"[english]dota_chatwheel_label_ursa_1"	"A poor defense."
"dota_chatwheel_message_ursa_2"	"大毛熊！"
"[english]dota_chatwheel_message_ursa_2"	"Fuzzy Wuzzy!"
"dota_chatwheel_label_ursa_2"	"大毛熊！"
"[english]dota_chatwheel_label_ursa_2"	"Fuzzy Wuzzy!"
"dota_chatwheel_message_ursa_3"	"你为什么没听到我的警告？"
"[english]dota_chatwheel_message_ursa_3"	"How is it you heard not my warnings?"
"dota_chatwheel_label_ursa_3"	"你为什么没听到我的警告？"
"[english]dota_chatwheel_label_ursa_3"	"How is it you heard not my warnings?"
"dota_chatwheel_message_ursa_4"	"蜜一样甘甜。"
"[english]dota_chatwheel_message_ursa_4"	"Sweet as honey."
"dota_chatwheel_label_ursa_4"	"蜜一样甘甜。"
"[english]dota_chatwheel_label_ursa_4"	"Sweet as honey."
"dota_chatwheel_message_ursa_5"	"啧啧，不错嘛！啧啧啧啧。"
"[english]dota_chatwheel_message_ursa_5"	"Mtlap tlap, not bad! Sllleup tlap tlap tlap."
"dota_chatwheel_label_ursa_5"	"啧，不错嘛。"
"[english]dota_chatwheel_label_ursa_5"	"Mm, not bad."
"dota_chatwheel_message_spirit_breaker_laugh"	"哇呵呵呵哈哈哈。"
"[english]dota_chatwheel_message_spirit_breaker_laugh"	"Whoheheheahahah."
"dota_chatwheel_label_spirit_breaker_laugh"	"大笑"
"[english]dota_chatwheel_label_spirit_breaker_laugh"	"Laugh"
"dota_chatwheel_message_spirit_breaker_thank"	"哈，力量汇集于此。"
"[english]dota_chatwheel_message_spirit_breaker_thank"	"Hah, it's all coming together!"
"dota_chatwheel_label_spirit_breaker_thank"	"力量汇集于此。"
"[english]dota_chatwheel_label_spirit_breaker_thank"	"All coming together."
"dota_chatwheel_message_spirit_breaker_deny"	"被撞晕了吧？"
"[english]dota_chatwheel_message_spirit_breaker_deny"	"Stunning, isn't it?"
"dota_chatwheel_label_spirit_breaker_deny"	"被撞晕了吧？"
"[english]dota_chatwheel_label_spirit_breaker_deny"	"Stunning, isn't it."
"dota_chatwheel_message_spirit_breaker_1"	"我的耐心得到了回报。"
"[english]dota_chatwheel_message_spirit_breaker_1"	"My patience is rewarded."
"dota_chatwheel_label_spirit_breaker_1"	"我的耐心得到了回报。"
"[english]dota_chatwheel_label_spirit_breaker_1"	"My patience is rewarded"
"dota_chatwheel_message_spirit_breaker_2"	"别想逃出我的手心。"
"[english]dota_chatwheel_message_spirit_breaker_2"	"There's no escaping me."
"dota_chatwheel_label_spirit_breaker_2"	"别想逃出我的手心。"
"[english]dota_chatwheel_label_spirit_breaker_2"	"There's no escaping me."
"dota_chatwheel_message_spirit_breaker_3"	"简直就是纯属扯淡。"
"[english]dota_chatwheel_message_spirit_breaker_3"	"This is complete and utter bullshit!"
"dota_chatwheel_label_spirit_breaker_3"	"纯属扯淡"
"[english]dota_chatwheel_label_spirit_breaker_3"	"This is bullshit."
"dota_chatwheel_message_spirit_breaker_4"	"这就是我的风格。"
"[english]dota_chatwheel_message_spirit_breaker_4"	"That's the spirit."
"dota_chatwheel_label_spirit_breaker_4"	"这就是我的风格。"
"[english]dota_chatwheel_label_spirit_breaker_4"	"That's the spirit."
"dota_chatwheel_message_spirit_breaker_5"	"怎么会变成这样。"
"[english]dota_chatwheel_message_spirit_breaker_5"	"That did not go as expected."
"dota_chatwheel_label_spirit_breaker_5"	"怎么会变成这样。"
"[english]dota_chatwheel_label_spirit_breaker_5"	"That did not go as expected."
"dota_chatwheel_message_gyrocopter_laugh"	"啊哈！哇哈哈哈哈！啊哈哈。"
"[english]dota_chatwheel_message_gyrocopter_laugh"	"Ah ha! Wah haha ha ha! Ah ha hhuh."
"dota_chatwheel_label_gyrocopter_laugh"	"大笑"
"[english]dota_chatwheel_label_gyrocopter_laugh"	"Laugh"
"dota_chatwheel_message_gyrocopter_thank"	"每个人都有份儿！"
"[english]dota_chatwheel_message_gyrocopter_thank"	"Something for everybody!"
"dota_chatwheel_label_gyrocopter_thank"	"每个人都有份儿！"
"[english]dota_chatwheel_label_gyrocopter_thank"	"Something for everybody!"
"dota_chatwheel_message_gyrocopter_deny"	"啊，呸！"
"[english]dota_chatwheel_message_gyrocopter_deny"	"Aaah phooey."
"dota_chatwheel_label_gyrocopter_deny"	"啊，呸！"
"[english]dota_chatwheel_label_gyrocopter_deny"	"Aaah phooey!"
"dota_chatwheel_message_gyrocopter_1"	"算你走运！"
"[english]dota_chatwheel_message_gyrocopter_1"	"Lucky!"
"dota_chatwheel_label_gyrocopter_1"	"算你走运！"
"[english]dota_chatwheel_label_gyrocopter_1"	"Lucky!"
"dota_chatwheel_message_gyrocopter_2"	"干这个我真的有点老了。"
"[english]dota_chatwheel_message_gyrocopter_2"	"I'm getting too old for this horse shit."
"dota_chatwheel_label_gyrocopter_2"	"干这个我真的有点老了。"
"[english]dota_chatwheel_label_gyrocopter_2"	"I'm getting too old for this horse shit."
"dota_chatwheel_message_gyrocopter_3"	"离开这一路吧！"
"[english]dota_chatwheel_message_gyrocopter_3"	"Get off my lawn!"
"dota_chatwheel_label_gyrocopter_3"	"离开这一路吧！"
"[english]dota_chatwheel_label_gyrocopter_3"	"Get off my lawn!"
"dota_chatwheel_message_gyrocopter_4"	"给你点颜色看看！"
"[english]dota_chatwheel_message_gyrocopter_4"	"That'll learn ya!"
"dota_chatwheel_label_gyrocopter_4"	"给你点颜色看看！"
"[english]dota_chatwheel_label_gyrocopter_4"	"That'll learn ya!"
"dota_chatwheel_message_gyrocopter_5"	"这就是你刚才给我的警告么？"
"[english]dota_chatwheel_message_gyrocopter_5"	"So that's what you were warning me about."
"dota_chatwheel_label_gyrocopter_5"	"这就是你刚才……"
"[english]dota_chatwheel_label_gyrocopter_5"	"So that's what...!"
"dota_chatwheel_message_alchemist_laugh"	"哈哈哈哈哈！"
"[english]dota_chatwheel_message_alchemist_laugh"	"Ha ha ha ha ha!"
"dota_chatwheel_label_alchemist_laugh"	"大笑"
"[english]dota_chatwheel_label_alchemist_laugh"	"Laugh"
"dota_chatwheel_message_alchemist_thank"	"多亏了我们的化学知识。"
"[english]dota_chatwheel_message_alchemist_thank"	"We've got pretty good chemistry."
"dota_chatwheel_label_alchemist_thank"	"多亏了化学！"
"[english]dota_chatwheel_label_alchemist_thank"	"Good chemistry!"
"dota_chatwheel_message_alchemist_deny"	"真是太棒了！"
"[english]dota_chatwheel_message_alchemist_deny"	"That was genius!"
"dota_chatwheel_label_alchemist_deny"	"真是太棒了！"
"[english]dota_chatwheel_label_alchemist_deny"	"That was genius!"
"dota_chatwheel_message_alchemist_1"	"嘿，各位！"
"[english]dota_chatwheel_message_alchemist_1"	"Hey, everybody!"
"dota_chatwheel_label_alchemist_1"	"嘿，各位！"
"[english]dota_chatwheel_label_alchemist_1"	"Hey everybody."
"dota_chatwheel_message_alchemist_2"	"有点反应过度了。"
"[english]dota_chatwheel_message_alchemist_2"	"Talk about overreacting."
"dota_chatwheel_label_alchemist_2"	"有点反应过度了。"
"[english]dota_chatwheel_label_alchemist_2"	"Talk about overreacting."
"dota_chatwheel_message_alchemist_3"	"真不敢相信我亲眼看到这一切！"
"[english]dota_chatwheel_message_alchemist_3"	"I can't believe I'm seeing this with my own eyes!"
"dota_chatwheel_label_alchemist_3"	"真不敢相信我亲眼看到这一切！"
"[english]dota_chatwheel_label_alchemist_3"	"Can't believe I'm seeing this."
"dota_chatwheel_message_alchemist_4"	"真糟糕！"
"[english]dota_chatwheel_message_alchemist_4"	"What a mess!"
"dota_chatwheel_label_alchemist_4"	"真糟糕！"
"[english]dota_chatwheel_label_alchemist_4"	"What a mess!"
"dota_chatwheel_message_alchemist_5"	"失败其实也是一种成功。"
"[english]dota_chatwheel_message_alchemist_5"	"Failure is just another kind of success. The wrong kind."
"dota_chatwheel_label_alchemist_5"	"其实也是成功！"
"[english]dota_chatwheel_label_alchemist_5"	"Wrong kind of success!"
"dota_chatwheel_message_invoker_laugh"	"哈哈哈哈哈哈哈哈哈哈！"
"[english]dota_chatwheel_message_invoker_laugh"	"Ha ha ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_invoker_laugh"	"大笑"
"[english]dota_chatwheel_label_invoker_laugh"	"Laugh"
"dota_chatwheel_message_invoker_thank"	"我将此物献于记忆。"
"[english]dota_chatwheel_message_invoker_thank"	"I will commit this to memory."
"dota_chatwheel_label_invoker_thank"	"我将此物献于记忆。"
"[english]dota_chatwheel_label_invoker_thank"	"I will commit this to memory."
"dota_chatwheel_message_invoker_deny"	"我的绝招之一！"
"[english]dota_chatwheel_message_invoker_deny"	"One of my favorites."
"dota_chatwheel_label_invoker_deny"	"我的绝招之一！"
"[english]dota_chatwheel_label_invoker_deny"	"One of my favorites!"
"dota_chatwheel_message_invoker_1"	"我刚听到了哀嚎吗？"
"[english]dota_chatwheel_message_invoker_1"	"Did I hear a squeek?"
"dota_chatwheel_label_invoker_1"	"我刚听到了哀嚎吗？"
"[english]dota_chatwheel_label_invoker_1"	"Did I hear a squeek?"
"dota_chatwheel_message_invoker_2"	"我仅靠意志就造就了这场胜利！"
"[english]dota_chatwheel_message_invoker_2"	"I have rendered it thus with my will alone!"
"dota_chatwheel_label_invoker_2"	"我仅靠意志就……"
"[english]dota_chatwheel_label_invoker_2"	"I have rendered it thus..."
"dota_chatwheel_message_invoker_3"	"咒语记混了？"
"[english]dota_chatwheel_message_invoker_3"	"Did I mix my magics?"
"dota_chatwheel_label_invoker_3"	"咒语记混了？"
"[english]dota_chatwheel_label_invoker_3"	"Did I mix my magics?"
"dota_chatwheel_message_invoker_4"	"买卖划算。"
"[english]dota_chatwheel_message_invoker_4"	"Profitable engagement."
"dota_chatwheel_label_invoker_4"	"买卖划算。"
"[english]dota_chatwheel_label_invoker_4"	"Profitable engagement."
"dota_chatwheel_message_invoker_5"	"世代以来我有许多名字……但我的真名乃是……卡尔。"
"[english]dota_chatwheel_message_invoker_5"	"Throughout the aeons I have been known by many names...but my true name of power...is Carl."
"dota_chatwheel_label_invoker_5"	"真名乃是。"
"[english]dota_chatwheel_label_invoker_5"	"Name of power."
"dota_chatwheel_message_silencer_laugh"	"啊哈哈。"
"[english]dota_chatwheel_message_silencer_laugh"	"Ah ha ha."
"dota_chatwheel_label_silencer_laugh"	"大笑"
"[english]dota_chatwheel_label_silencer_laugh"	"Laugh"
"dota_chatwheel_message_silencer_thank"	"沉默的氛围更强烈了。"
"[english]dota_chatwheel_message_silencer_thank"	"The silence deepens."
"dota_chatwheel_label_silencer_thank"	"沉默的氛围更强烈了。"
"[english]dota_chatwheel_label_silencer_thank"	"The silence deepens."
"dota_chatwheel_message_silencer_deny"	"你差点就成功了。"
"[english]dota_chatwheel_message_silencer_deny"	"You almost had that."
"dota_chatwheel_label_silencer_deny"	"你差点就成功了。"
"[english]dota_chatwheel_label_silencer_deny"	"You almost had that."
"dota_chatwheel_message_silencer_1"	"冷静下来。"
"[english]dota_chatwheel_message_silencer_1"	"Calm yourselves."
"dota_chatwheel_label_silencer_1"	"冷静下来。"
"[english]dota_chatwheel_label_silencer_1"	"Calm yourselves"
"dota_chatwheel_message_silencer_2"	"可恶，真吵。"
"[english]dota_chatwheel_message_silencer_2"	"What a racket."
"dota_chatwheel_label_silencer_2"	"可恶，真吵。"
"[english]dota_chatwheel_label_silencer_2"	"What a racket."
"dota_chatwheel_message_silencer_3"	"安静，傻瓜！"
"[english]dota_chatwheel_message_silencer_3"	"Silence, fool!"
"dota_chatwheel_label_silencer_3"	"安静，傻瓜！"
"[english]dota_chatwheel_label_silencer_3"	"Silence, fool."
"dota_chatwheel_message_silencer_4"	"一切都是徒然。"
"[english]dota_chatwheel_message_silencer_4"	"All for naught."
"dota_chatwheel_label_silencer_4"	"一切都是徒然。"
